_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
20.89065,49.5,40000,0.06213809766966531,0.524201210060503,0.0056681522288111645,-3.0309371921617636,5.832645108979315,0.9999999995506651,-4038.977409975925,-31917.55628053442,0.0,35453977.13546538,1,0.27,-0.049235942773520947,0.18000000000000002,1.0067655,0.99337935,0.9999731,0.34621403,9.943794e-07,4.5e-05
32.57335,50.0,40000,0.0039635652581597606,0.5146757337866893,0.08315319709068056,-1.672634559711229,5.46709303137012,0.9999999998063631,-7967.696768446734,-44694.36066853604,2276.7805269238006,67210943.49251124,2,0.51,-0.7292327955365181,0.16000000000000003,1.0123961,0.987776,0.9999989,0.3462758,2.282705e-06,4e-05
25.133875,49.5,40000,0.0010304326114869567,0.5071753587679384,-0.1638397266389683,-2.2626887125710113,5.319500841911062,0.9999999997228084,-7415.976810364452,-35651.25937834085,-1909.4260303400429,26345777.242152642,3,0.77,1.4456212669610977,0.13999999999999999,1.0097648,0.99015754,0.9999633,0.34621185,3.3270696e-06,3.5e-05
39.1649,49.0,40000,0.0005222694803883551,0.5138256912845642,0.05646520466296434,-1.2463455833808699,4.858549782721665,0.9999999998416079,-11716.380206209134,-79786.02669617787,-3984.723429039715,151297707.79543272,4,1.09,-0.5036073438823223,0.12,1.0136579,0.9864444,1.000014,0.34626657,2.056602e-06,3e-05
26.7196,50.0,40000,0.0003025133920717117,0.5083754187709385,-0.506383635159483,-3.009437599687747,4.221402116400797,0.9999999996711773,-9157.972968605442,-44600.013934642084,-4937.818051432922,24984868.688184977,5,1.42,4.562802881002426,0.1,1.0018309,0.99851924,0.9999995,0.34628457,4.6664148e-08,2.5e-05
21.328575,50.0,40000,0.000239435846194874,0.5189009450472524,-0.8758461302468886,-3.1945601447197447,5.015432252654974,0.9999999996266367,-8837.334571952912,-37421.36026525896,-5584.7166569907695,18277306.373244237,6,1.74,7.894470930099487,0.08000000000000002,1.0016145,0.998398,0.9999914,0.3462174,3.3865587e-07,2e-05
21.71605,49.5,40000,0.00015018342656584574,0.5120506025301265,-0.998523659224206,-4.661704038248794,6.310667485501024,0.9999999996084783,-9362.24900691441,-44476.091632696734,-6230.399128977046,19519513.097358305,7,2.06,8.982487082481384,0.06000000000000001,1.0016859,0.99856895,0.9999991,0.34623876,2.080059e-08,1.5000000000000004e-05
24.473825,49.5,40000,0.00015248030781073998,0.5135506775338767,-0.8295087872274806,-3.6910910684550533,6.368137233090055,0.9999999996790516,-10520.162908434639,-50210.1007460294,-6680.497326780761,38249443.034684986,8,2.38,7.458164095878601,0.039999999999999994,1.0012422,0.99874353,0.9999988,0.34623307,4.1796877e-08,9.999999999999997e-06
26.02345,49.5,40000,0.0001520195987637858,0.5113755687784389,-0.7470769221539508,-3.318018895066252,5.7591449750472945,0.9999999996968719,-11068.309395178307,-48816.25124351153,-7120.587374040566,31458288.28862933,9,2.7,6.72874242067337,0.019999999999999997,1.0003396,0.9996556,1.0000001,0.34625876,1.0167382e-08,4.999999999999999e-06
22.7787,49.5,40000,0.00011571066848234541,0.5128006400320017,-1.0759917463985582,-4.691853951484715,5.121392276249534,0.9999999996422828,-10672.487951688803,-48674.234604610836,-7420.37017217824,20843923.065156717,10,3.03,9.670412421226501,0.01,1.000188,0.9997607,0.9999997,0.3462243,3.4165428e-09,2.5e-06
