_AverageReward,_No_optimal_actions,Steps,1adv2_665,1adv2_full_665,1adv%665,1adv2_13371,1adv2_full_13371,1adv%13371,1adv2_15239,1adv2_full_15239,1adv%15239,1adv2_17234,1adv2_full_17234,1adv%17234,1adv2_17298,1adv2_full_17298,1adv%17298,val_NN665,val_NN13371,val_NN15239,val_NN17234,val_NN17298,2adv2_665,2adv2_full_665,2adv%665,2adv2_13371,2adv2_full_13371,2adv%13371,2adv2_15239,2adv2_full_15239,2adv%15239,2adv2_17234,2adv2_full_17234,2adv%17234,2adv2_17298,2adv2_full_17298,2adv%17298,1adv1_665,1adv1_13371,1adv1_15239,1adv1_17234,1adv1_17298,2adv1_665,2adv1_13371,2adv1_15239,2adv1_17234,2adv1_17298,1val1_665,1val1_13371,1val1_15239,1val1_17234,1val1_17298,2val1_665,2val1_13371,2val1_15239,2val1_17234,2val1_17298,1val2_665,1val2_13371,1val2_15239,1val2_17234,1val2_17298,2val2_665,2val2_13371,2val2_15239,2val2_17234,2val2_17298,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
26.63575,49.0,40000,-43.0,-3899.0229962499693,0.30292721816670826,-6.0,-1168.8969237165522,0.10620795665699001,-121.0,-8439.588196716153,3.8132389359493426,-15.0,-1031.549821968766,0.15605063640879868,-12.0,-1486.9254537652812,-inf,0,0,0,0,0,-3.0,-3.0,0.0023646462617780673,-1.0,-107.00552158177075,0.0003690414684866294,-9.0,-181.46245396968555,0.002151123528352292,-3.0,0.0,0.0016447950350857172,-31.0,-2191.5886132985656,0.012655468667698252,-43.050301375836355,-6.018778998826928,-121.0175324808788,-15.016376983443797,-12.035324171397585,-3.011465305792191,-1.0055853995614257,-9.023087305423935,-3.011465305792191,-30.930203046935958,-17094.14475169746,-1933.2318234624252,-51561.88502339393,-3236.6527549322586,-3158.608343823666,-3.0,-116.89534800272749,-195.94121114244135,0.0,-4458.943432468346,-3899.0229962499693,-1168.8969237165522,-8439.588196716153,-1031.549821968766,-1486.9254537652812,-3.0,-107.00552158177075,-181.46245396968555,0.0,-2191.5886132985656,0.043742372626390774,0.5301265063253162,-0.9751618247284467,-6.990011103213204,0.00011323990592084448,0.9999999268307704,1,0.18,18.508867979049683,0.18666666666666668,1.0521957,0.9305039,0.9995701,0.34595993,7.793081e-05,0.00023333333333333333
23.2206,49.0,40000,-22.86928742591647,-1589.3069530914245,0.014389471701128913,-146.21501660895547,-2162.4922226392828,0.06761412368480228,-117.12746908958161,-2124.80027865173,0.0551239898951367,-64.34987362214542,-1397.4975926910959,0.046046500515417615,-64.34987362214542,-1064.8418457200207,0.06043139070913725,-2941.774,-19094.26,-3132.1904,-582.395,-655.7676,-64.34987362214542,-1977.9838997899574,0.03253306239195312,30.34409911151306,2578.4946996108083,0.011768144846717399,-92.53931239039639,-1500.953555043282,0.06165368147432643,-117.12746908958161,-5032.210162715118,0.02327555195476688,-113.12437584817019,-4670.430026706589,0.024221404710336968,-22.8693757560485,-143.3635596672416,-117.12744824218748,-61.62797116353886,-67.15065685580839,-61.62797116353886,30.34466529350175,-119.60213444575811,-117.12744824218748,-113.1243987331344,-1717.3557173457389,-18176.980748698188,-10850.082689311148,-12064.621088570188,-11602.98029006974,-11369.579460744037,-15934.87266654059,-12884.22776455422,-18434.76089981989,-16835.600046749372,-11.786077086676825,-501.09597820580325,0.0,-1664.0071935452108,-1229.8225210708765,-581.4978021110082,-5939.773283078334,-509.8500684789751,0.0,0.0,0.02034220504054541,0.5190509525476273,-0.17280636130512161,-4.932306176531113,3.3193550297505294,0.9999999782909739,2,0.31,3.231489449739456,0.17333333333333334,1.1173487,0.922883,0.9999569,0.34650218,0.00024984856,0.00021666666666666668
29.17215,50.0,40000,24.343780952225643,-2305.137960576951,-0.01056066117020287,6.05023054191588,-859.6159638512586,-0.00703829476922414,-52.324975968111175,1523.218962220171,-0.03435157864096229,-21.797965922243748,1240.2088752410161,-0.017576044130475713,118.60213677966203,1469.9694252389784,0.080683403847247,-10227.495,-10394.885,-16513.586,-15417.525,-15310.197,50.87578948414375,61.36991825637404,0.8290020734850768,-3.57981774241307,2009.2834482509802,-0.0017816389945028372,32.14927271807028,757.6070005135979,0.042435289927727174,9.142969152640944,405.98688992003355,0.02252035565592233,-12.432237408494984,221.74675631766237,-0.05606502487317215,-95.37931884886711,6.049926983174373,-52.324642738056355,-70.47134462720715,144.30775006300428,50.87578948414375,-3.580127462002565,32.14878305288585,-3.541121772253973,-28.898465318705348,-22545.53493957576,-7820.111216685362,-13639.954865933803,-8928.890452928998,-8683.784324018701,-11141.216666721331,-3970.1669836942556,-14938.690475175235,-12885.03639535653,-12788.439742796712,-6592.90857167916,0.0,-356.36653437958273,-230.9410179259043,-1589.5466202375587,-57.85729735129192,-17.714627647876824,-2222.6947069329076,-2768.0688806024536,-2414.0711592706048,0.009131824884065774,0.5062753137656882,0.02652806461373279,-3.9619638587905834,3.802687792259862,0.9999999750659864,3,0.44,-0.5821902500465512,0.16000000000000003,1.0679942,0.92647195,0.99976844,0.3463699,0.00018745671,0.0002
29.58,50.0,40000,-10.658033576302842,728.317818376314,-0.014633767439692035,1.6782619780678942,-402.248337047827,-0.004172203645103821,63.18621648123735,-567.9333540472676,-0.11125639308019675,26.929352710112653,-1318.4950551345887,-0.02042431073612466,-7.852992873655239,-1674.2202604387094,0.004690537475396133,-20726.988,-12144.463,-9431.795,-10952.931,-9175.99,31.715249534739996,1220.5005764179066,0.025985444126394665,2.943885622995367,-1741.6755072017431,-0.0016902606776190766,67.96830796395261,-559.4193129971599,-0.12149796473740562,-6.3467912662054005,-130.75459428514597,0.04853971901258395,50.10502863412876,447.73404285095455,0.1119080164534376,-10.658033576302842,19.477988765895134,63.8828241412084,52.89251660398622,-7.8524491121279425,31.715249534739996,-31.784503760854932,72.31066015625038,12.953897807459725,56.963292929980526,-24533.22804413191,-8501.309365148913,-21449.59423467033,-12882.588373866254,-12484.917356130929,-18591.42254916192,-15015.013411792457,-12077.06436545396,-11419.263994427496,-9188.54776457619,-8156.574103829987,-76.70804178454377,-4764.15241310743,-156.4262085544232,-6.0,-4758.305521078696,-2152.823126301561,-31.41897696985526,-636.8566801914895,-85.30365450500508,0.003874102821095357,0.4912745637281864,-0.022161251662257322,-5.30725398911541,3.4428198469131575,0.9999999645483937,4,0.65,0.31159138213843107,0.1466666666666667,1.2088811,0.8868458,1.0001181,0.34586895,0.0004157217,0.00018333333333333336
27.379,50.0,40000,-5.341108767657715,-54.30500595008871,0.09835389342497605,-35.211307555786334,-1422.362428136881,0.024755510170434408,10.723812451535196,-250.44922787247765,-0.04281830909455024,23.17455373303528,-384.3120006254172,-0.06030140535638165,5.376571091132064,-0.6822399997100881,-7.880762038896562,-10500.089,-16668.566,-9832.766,-11444.881,-11618.254,8.547465692574406,301.42785922708237,0.028356588254621562,33.789544631013996,-226.29478404113354,-0.14931649783351647,-16.81795253373093,299.83902568830786,-0.05608993857662053,-9.072668746530326,171.89950256306287,-0.052778912162366125,-27.35630392775056,-153.11367213601454,0.1786666307855859,-5.340535141711371,-51.03449691764763,10.723812451535196,8.620084415710153,-31.212557585684408,-2.3605341966485867,33.788556160827284,-16.81795253373093,-11.697195021712105,-25.19309189865089,-8003.012916874368,-10664.240381684262,-10144.260594051344,-18122.154398450726,-20517.019071612413,-10286.893886778425,-14508.235651654722,-8621.692192139872,-10273.26307754885,-10625.254378857244,-55.6469351732065,-2386.5773482725135,0.0,-4491.000165987091,-4100.729972361934,-1881.5752733259537,-3376.694219703124,-217.6435611291798,-859.8584893098968,-537.9520835419999,0.002942808067663678,0.4768238411920596,0.024044045238699678,-5.09724270794397,3.3662944071411958,0.9999999581738113,5,0.85,-0.5099459327757359,0.13333333333333336,1.097443,0.90960014,0.99998933,0.34548464,9.172608e-05,0.0001666666666666667
22.456025,50.5,40000,-63.223465429764474,-3235.9391650980497,0.01953790297162425,-24.36587247983698,-183.28616151797064,0.13293896428426202,-4.414957348846656,70.8549471544974,-0.06230979665004836,34.34032188290803,-26.8172462527761,-1.280531250644467,35.41308722614849,-33.16877532540471,-1.0676633936202284,-9870.428,-10517.643,-8829.204,-24315.63,-27004.645,-12.621292498462935,167.11195270097468,-0.07552597103001431,-3.4676224627764896,63.26068907916607,-0.05481480700339854,-92.20639442372703,-215.22126110640167,0.428426048382561,-10.597275833355525,-36.675917213036236,0.28894371671197866,-22.90855764713706,200.4311659841992,-0.11429638466975257,-63.22456079404219,-24.36587247983698,-4.415232198936792,27.311507701031587,35.41336351872815,-12.621880680057075,-3.466996607476176,-92.20586284506862,-6.70975229722535,-7.693887843131961,-42782.9318453813,-7845.203998461376,-8843.539337427079,-13235.389462287241,-13567.880267825312,-9192.711984072794,-12050.28232801605,-8203.233115718742,-24131.882872179907,-26600.850855776753,-8789.851925037414,-2245.4865718885817,0.0,-379.2737213256111,-4.0,-315.8065974799372,-223.96088708139678,-418.8031401789827,-6988.896400336008,-6455.024761112825,0.0026258385499904023,0.46754837741887095,-0.007983513760681295,-5.045696592964516,5.54173636724533,0.9999999535257641,6,1.05,0.05289302160963416,0.12,1.0994301,0.90425104,0.9999544,0.34424624,0.00025153082,0.00015
19.120125,50.5,40000,-56.118469951397856,411.914346674971,-0.13623820195726086,8.05523239156173,-212.80989928849613,-0.03785177483986137,-30.6481560675129,-269.04900676052023,0.11391291287981872,35.10749278286312,-930.0085098666427,-0.037749646815487,-36.381591221073904,-644.9619201332057,0.056408898084339486,-9249.637,-9149.326,-9731.437,-8851.294,-9068.013,-1.8604440408889786,122.85558901718724,-0.015143340695950807,11.62600130132887,178.75349175735292,0.06503929622314995,30.749803763616,-213.82512505136162,-0.14380818791163938,-81.5315195457897,-10.204106702589854,7.99006928505526,16.653987932339078,-158.44938206098257,-0.10510604532322784,-56.42858561763205,24.212009528149792,-30.64788903051158,56.87948644928656,-39.43240522254928,-1.85989314516155,11.626273447192943,59.77031056141459,-81.5315195457897,16.654527256512665,-17955.04320396402,-14077.90127070075,-8600.546371944982,-12124.632502961651,-11912.199034693704,-9397.9551561638,-9817.596825202032,-10836.703985719281,-8075.206249211359,-8233.025261776686,-3922.7610673071295,-877.113026313969,0.0,-1200.0335725734599,-1424.5753203123163,-46.69361422609139,-82.5335518847177,-777.0483574163823,-90.94634504176295,-3.0,0.0015069637133724196,0.45137256862843145,-0.0033578491928258837,-8.942985869449613,6.161291600227622,0.9999999561406148,7,1.25,0.040207679849117994,0.10666666666666667,1.0719235,0.9319148,0.9999648,0.34423238,1.0499133e-05,0.00013333333333333334
25.512175,50.5,40000,-5.947125291713746,-574.6762959661593,0.010348652508305219,-19.002042666670604,305.9453256647377,-0.062109275980550535,-23.82236069406281,35.561723283445346,-0.6698876908800583,17.30503497346035,33.693629636645284,0.5135996079994702,-23.82236069406281,-249.87201022631865,0.09533825206146933,-9389.1875,-9139.854,-20358.865,-9866.579,-9939.183,13.616533319842347,-550.5325154354699,-0.024733386199853612,-19.002042666670604,-270.35342391434233,0.07028593310026336,3.042932476109854,-2943.069103798795,-0.0010339317116890526,-5.947125291713746,446.0612042842888,-0.013332532026083704,17.30503497346035,-180.7259275910992,-0.09575291826756477,-5.947419068897943,-19.002315592042578,-28.14509796157654,2.141429939516456,-28.14509796157654,2.847356985694205,-19.002315592042578,-7.890396654001961,-5.947419068897943,2.141429939516456,-11133.49353238337,-6493.318814394588,-10582.46518282806,-9387.72580740371,-9196.59403042202,-10150.852761528526,-9865.798380455504,-23163.279600305097,-10407.354716023017,-11460.425390785374,-1546.0562416107018,-1.0,-172.5161471479341,-206.4418509142315,-590.1751930925539,-13.8806305612,0.0,-6154.548118105294,-996.2465629765616,-671.5936889831756,0.0019860233234849697,0.45984799239962,0.0005789630914857718,-9.376154808657146,4.274972868156451,0.9999999587407362,8,1.45,-0.08616676880046725,0.09333333333333334,1.0829291,0.90672797,0.9998707,0.34407,4.20168e-05,0.00011666666666666667
27.317575,51.0,40000,103.13440102910135,-250.24494256648586,-0.41213380766606417,35.49347805636171,-56.769822239260364,-0.6252173541564385,-30.11887368168027,-328.8897322383495,0.0915774216382433,-76.12083595133299,-1244.6514314367096,0.06115835649139631,17.12001830603549,954.497110393864,0.01793616567259285,-19095.557,-9725.781,-9014.422,-26592.668,-26950.56,-10.677191005812347,1057.5149744066541,-0.010096491552569323,-5.195770991867903,1066.3270195873743,-0.004872586829768656,-16.8715057462814,-419.00972822946375,0.04026518863314314,61.17154391121221,901.9094739876124,0.06782448313881709,33.40412505391578,502.4966969503398,0.06647630771833114,88.594648747674,35.49375316958685,-26.422992895084462,-229.2302252442605,-49.3194235809533,-36.36599333126651,-5.195481433196619,-16.872043695719185,39.637093110268324,-6.705954016750184,-12420.049381652414,-9083.005664854454,-16104.420542170856,-29545.65896166849,-28930.76880328165,-16298.601248142764,-6075.836208618333,-10398.919687541735,-21543.105186464825,-22154.032421927976,-143.41526419752267,-98.17100917062936,-1661.1936602140618,-8126.437042577235,-8458.71157302633,-5077.96540896387,-1708.2543539992093,-1966.5880883503335,-6664.382032794721,-7098.1624741938,0.002997107502092888,0.45072253612680635,-0.004867148597572658,-7.384578142968572,3.6646998622846096,0.999999958198406,9,1.66,0.06411677319556475,0.08000000000000002,1.0517234,0.94105554,1.0000002,0.34372857,2.9306033e-05,0.0001
25.3979,51.5,40000,-19.651640485326425,225.48111201920514,-0.0871542645383646,-5.568746852595723,-23.877526721377922,0.23322125936979632,-11.127049129067018,75.81199119939626,-0.14677162481857658,32.659682873023485,63.54423912722733,0.5139676439847325,5.328216442740086,-110.57018280870483,-0.04818854692461097,-9916.318,-9296.717,-11199.92,-12224.568,-9396.146,-3.3221883626720228,4.444625714533432,-0.747461895792223,5.328216442740086,-57.63313601963592,-0.09245057289481408,-1.183910039935654,739.7652849154149,-0.0016003860468675854,1.6560552133087185,-10.765188340763745,-0.15383430005008425,-15.302029497006515,-201.07706208922,0.07610032361730472,-19.651918652101813,-0.998711664467919,-11.126770374534317,32.6594020723478,5.327662632793363,-3.3221883626720228,5.327662632793363,-1.183910039935654,-4.8071951961865125,-15.302590105458876,-8454.851741164934,-10889.590712734163,-9738.581701505273,-10367.725962398612,-10471.437706961775,-11631.139212651491,-9763.106903968599,-10153.386914978466,-13320.445488647667,-10878.713491185532,-5.9284070408,-779.1154689654651,-57.87859074501611,-30.36808057453382,0.0,-694.4322801298874,0.0,-1702.5620027769392,-1036.0250892053718,-211.0083887468184,0.0014639679646355856,0.45137256862843145,-0.013944919014665571,-7.383834487816566,3.6395722189005744,0.9999999499764358,10,1.86,0.2391858994960785,0.06666666666666668,1.0304978,0.9638565,0.99998224,0.3435315,7.1568074e-06,8.333333333333334e-05
