_AverageReward,_No_optimal_actions,Steps,adv2_0,adv2_1,adv2_2,adv2_last,adv1_0,adv1_1,adv1_2,adv1_last,v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],u_advavg_diff,n_advavg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
25.770075,47.5,40000,-8.426440128510023,-5.882866116786317,-18.915465381455874,39.84797785729643,-8.426422347530263,-4.595040891434337,-20.86023300163322,-20.86023300163322,-12.791684259164537,-670.9410843551858,-25.17975127288955,-707.4415043554002,-0.772174106689652,-635.5009127520956,658.3799639413127,637.5904903923623,0.01537408317146389,0.5181259062953147,-1.5558184133420527,-5.396534778365009,0.2787368757651445,0.9999999983212615,16,4.77,29.54733097553253,0.13599999999999998,1.0183396,0.9762489,0.9999607,0.3452467,3.6625956e-06,0.00016999999999999999
25.5472,47.0,40000,-10.60262493326644,7.1235413288462155,-10.60262493326644,-10.60262493326644,-10.602596971081198,7.1235313705557815,-10.602596971081198,-10.602596971081198,-12.48463637378391,-668.3391414670423,-24.925597130397023,-703.9305654304632,-0.554798835882017,-634.2884452744313,656.1977066106247,638.3404443102944,0.017030451239821397,0.5196009800490025,-1.4702962925213447,-7.383443417960844,0.03604680247806521,0.9999999983753728,17,5.09,27.95523738861084,0.13199999999999998,1.075215,0.9727131,0.9999585,0.34536463,1.3324555e-05,0.00016499999999999997
25.5368,47.5,40000,-28.804151865335967,3.9515634933750903,-13.16562534065946,-107.87019327693542,-28.804172807944298,3.951543269836634,-18.559792624045258,-18.559792624045258,-12.55747987361434,-665.318386587344,-24.990066906866144,-702.5358579546785,-0.7428579492762195,-631.1544749022676,653.5727715715111,638.5808652569295,0.016047240334148824,0.5134006700335016,-1.7574054762085922,-6.2047005972174505,-0.021271283859357885,0.9999999979660229,18,5.4,33.37820255756378,0.128,1.0143758,0.98293227,0.9999707,0.34562862,5.963262e-06,0.00016
24.920875,47.5,40000,5.464704469627918,12.81524143956915,5.464704469627918,-2.7298690121557456,1.1462365801411352,6.287777057808512,9.742357773243725,9.742357773243725,-13.15380921937429,-669.7101648757828,-25.1429565399557,-706.323306045664,-0.7150486581032627,-633.9450967704291,656.9889177581475,640.0415166769668,0.01512375129108769,0.5192759637981899,-1.639280093612383,-6.333239383268133,0.05632824723266068,0.9999999980973642,19,5.72,31.10600483417511,0.124,1.0139353,0.97482324,0.99998283,0.34544796,5.031181e-06,0.000155
23.56435,47.0,40000,-45.18812695554834,-47.162077216757325,-12.828369426714744,-0.26120513124055833,-45.18812695554834,-47.16203413364633,-8.081852530581273,-8.081852530581273,-13.069420362900228,-671.5194975402478,-25.236228085832046,-710.3776067549041,-0.4407453761535204,-634.7597314480896,659.303480639452,642.1177030977586,0.015463190434887187,0.5202510125506276,-1.629796008618082,-6.9523634274363655,-0.0004934070188518478,0.999999998099653,20,6.04,30.986130595207214,0.12,1.0287365,0.985724,0.9999506,0.34563,5.23983e-06,0.00015
25.41135,48.0,40000,-2.5891899688973012,-2.5891899688973012,-2.5891899688973012,-28.410789949313767,-2.5891794506290466,-2.5891794506290466,-2.5891794506290466,-2.5891794506290466,-12.918693249605578,-672.45582484719,-25.311410473521168,-711.4025828932739,-0.3269289242910539,-635.0097632501344,660.1037127810602,643.7942883931643,0.01657272519162744,0.5183509175458773,-1.589910267968641,-6.402535675686357,-0.04440792660410421,0.9999999983030685,21,6.35,30.201635122299194,0.11600000000000002,1.0199077,0.96663254,0.9999156,0.34503087,1.8263696e-05,0.00014500000000000003
25.532675,47.5,40000,15.35947159242312,6.792696099260752,-1.698683361377789,-20.650982617742102,7.442796868941969,12.411001363067953,-1.6987315155862461,-1.6987315155862461,-12.86582972656451,-670.2573016280638,-25.369685154005065,-710.9942935013681,-0.5740118598456934,-634.7032968609914,659.0484550833361,645.3543889404859,0.017015052608895288,0.5212010600530026,-1.6035339499088115,-7.307260930549838,-0.01627600672900053,0.9999999982216965,22,6.67,30.47709059715271,0.11200000000000002,1.0134245,0.9721999,0.999974,0.34494296,1.2954784e-05,0.00014000000000000001
21.1834,47.0,40000,-59.09980991635439,-58.60941848297534,-58.60941848297534,-6.778396713370398,-67.4687138090294,-55.31921347947082,-55.31921347947082,-55.31921347947082,-12.894244862278985,-673.1302793589101,-25.634607041807406,-713.565172497321,-0.44523983136151846,-636.0723742387688,661.2645781198506,645.5530042036288,0.014731979736908983,0.5186759337966899,-1.747493960187314,-7.174851900270549,0.02650205484408846,0.9999999977629923,23,6.99,33.215349197387695,0.10800000000000001,1.0244986,0.9813307,0.9999924,0.3455952,7.470955e-06,0.000135
20.184175,48.5,40000,-24.567742694561304,-24.567742694561304,-50.130883036570566,0.6330651801160911,-24.567742694561304,-24.567742694561304,-50.1308869519861,-50.1308869519861,-12.920048803965456,-673.4067834377454,-25.73010985636576,-715.7026322765764,-0.20422764063392865,-635.1358820067767,661.7969704733779,645.5653581210826,0.012648247879592173,0.5167008350417521,-1.8790241233256844,-8.3575362362263,-0.014906766485190948,0.9999999976084223,24,7.31,35.70419251918793,0.10400000000000001,1.0258,0.94859326,0.9999541,0.34552968,1.5627056e-05,0.00013000000000000002
26.305525,46.5,40000,-34.972273391973545,-2.8900645898919493,-2.8900645898919493,-2.5620620990473526,-33.0348943555656,-13.905002251182623,-13.905002251182623,-13.905002251182623,-12.776854594974425,-670.4104935913834,-25.655253328037368,-711.3371089522909,-0.08725485702098107,-633.2567443165678,658.8283280267365,645.7818737880164,0.01709744557768108,0.5257262863143157,-1.6708038727662355,-6.582935215499673,0.022260636513028176,0.9999999982183317,25,7.62,31.743120074272156,0.1,1.0142828,0.9826405,0.9999572,0.3444265,7.126999e-06,0.000125
24.498375,46.5,40000,-63.877250907597045,-62.94031683626872,-42.87804562101155,2.889731691720044,-61.78570520897938,-68.26656398059549,-33.093501478169856,-33.093501478169856,-12.781248304102103,-672.6875058578225,-25.824659749066964,-714.0834369224958,0.06695941721685,-634.3248235184074,660.8522725542579,647.0513857456662,0.015776264033490757,0.5235761788089405,-1.5720885048656243,-7.388502717378452,0.046471327538579396,0.9999999982138176,26,7.94,29.839476943016052,0.096,1.0164167,0.9869973,0.9999775,0.34463057,2.2237664e-06,0.00012
24.072625,46.5,40000,-13.814737403507365,15.934761186009155,-13.814737403507365,-97.38360243728584,-7.771248968914733,15.934708001754416,-20.12276015697705,-20.12276015697705,-12.630769197451556,-673.5555445682588,-25.882608474796672,-714.5244971546355,-0.11222485878094357,-634.9682557003877,661.474231630751,648.4284098624343,0.016002755647620097,0.5252262613130656,-1.8287720906803944,-5.630436774485043,-0.016527616150461694,0.9999999979652826,27,8.23,34.74752330780029,0.092,1.0068403,0.98784196,0.99997395,0.34482065,2.9071534e-06,0.00011499999999999999
27.834725,46.5,40000,-26.113127767976493,-34.74049638715121,-14.34212378936445,-4.396002994987327,-11.611660913509922,-25.60663031535944,-16.984540771484376,-16.984540771484376,-12.518313702255778,-673.1092505832834,-25.784568980946283,-713.127470249194,-0.26236022137519016,-635.1302466834069,660.933908203769,649.0197486328019,0.018373754503516217,0.5264513225661283,-1.159884583337618,-7.031329255190858,0.00132184775541723,0.9999999988358892,28,8.55,22.03738045692444,0.088,1.0232779,0.95493233,0.9998411,0.34282184,3.5930676e-05,0.00010999999999999999
18.751725,48.0,40000,-18.587513199126647,-16.454551807866096,-16.454551807866096,-5.813111111101989,-18.587570684466073,-16.45457606434411,-16.45457606434411,-16.45457606434411,-12.3736421402076,-674.6371473253151,-25.777128968893717,-717.1419132915165,-0.41003752860161047,-636.4627524892762,663.2270014894683,649.0248708003259,0.011967885778122807,0.52007600380019,-1.781159238981357,-9.040890281838845,0.1508474805119553,0.9999999976598117,29,8.87,33.847809195518494,0.08400000000000002,1.0138903,0.9643302,0.9999666,0.34503362,3.1593204e-06,0.00010500000000000002
26.12545,46.0,40000,-9.018399561275373,-12.472935880386103,-9.018399561275373,-9.018399561275373,-9.821673608822607,-12.997259410015658,-8.275380563134831,-8.275380563134831,-12.25944926275416,-670.8669988891137,-25.509311344976187,-712.2098215558945,-0.6370214615770062,-634.4138324087926,659.6949569281645,648.7951485345753,0.016892532468895667,0.536176808840442,-1.591074954852726,-7.138950048708109,-0.0077307604454926685,0.9999999982921551,30,9.2,30.25742280483246,0.08000000000000002,1.0082332,0.984082,0.9999939,0.34345183,6.649771e-07,0.0001
25.024675,46.0,40000,-23.425057969767778,-43.68616735627374,-30.54083699645028,-39.95576498571154,-23.425057969767778,-43.686170273849456,-30.540827975365403,-30.540827975365403,-12.260999943760469,-670.8753382126404,-25.388190051521704,-711.0813986693285,-0.644261301763489,-634.5564123728719,659.4065659859317,649.1090576402374,0.015288669833318953,0.5346517325866293,-1.510723424427617,-6.438172727068512,0.008314556273777087,0.9999999982915392,31,9.52,28.691304802894592,0.07600000000000001,1.0541879,0.9802376,0.9999217,0.3441973,2.4368279e-05,9.5e-05
22.227725,47.0,40000,-5.123088402532744,-6.396106880760101,-6.396106880760101,-37.51105957544223,-5.123088402532744,-6.396083749321463,-6.396083749321463,-6.396083749321463,-12.214855248837566,-670.3501442565072,-25.32743244196745,-710.5354563934131,-0.7450394714269247,-634.3219200176375,658.9733978351086,648.9782299145951,0.014342936400961721,0.5303765188259413,-2.0389660879309455,-7.400613946857757,-0.07749857005901625,0.9999999974436293,32,9.85,38.71454203128815,0.072,1.0262595,0.98574454,0.99991125,0.34532976,1.9783458e-05,8.999999999999999e-05
23.63665,47.0,40000,10.271054945271317,-12.16072861618909,10.271054945271317,-8.017652094157086,10.271054945271317,-12.16072861618909,10.271054945271317,10.271054945271317,-12.258221630137921,-671.0252788302577,-25.313921939262457,-711.9129980288825,-0.7979661236743708,-634.7109383340079,659.7597018333578,648.7036482077539,0.015968371754913332,0.5245012250612531,-1.6515608544909826,-8.378723825666418,0.03962438126688798,0.9999999981103913,33,10.17,31.369181036949158,0.06799999999999999,1.0165958,0.99157256,0.9999884,0.3448548,2.0188145e-06,8.499999999999999e-05
28.5268,46.0,40000,-23.973687783488003,-23.973687783488003,-23.500669564423788,-39.3916156924476,-23.97363104475221,-23.97363104475221,-23.500619730076323,-23.500619730076323,-12.175970675279165,-669.8701307805757,-25.115496477884548,-709.888610625499,-0.984509715226866,-633.4930887579386,658.3252844318743,649.1513068445911,0.01982485089775005,0.5310015500775038,-1.2140383199352867,-7.53250699199959,-0.039201880601163315,0.9999999988003805,34,10.49,23.089465498924255,0.06399999999999999,1.0046059,0.9862685,0.9999915,0.34355626,4.258112e-07,7.999999999999999e-05
23.75825,47.5,40000,5.116237855080499,-5.2357257011426555,-47.77735399108224,-18.76463870526112,5.11617875455579,-15.31146491038885,-45.0982831710171,-45.0982831710171,-12.106239666461864,-670.0337391946287,-24.964001007900944,-710.2873898054822,-1.3011576132847038,-633.7548770385187,658.5682025836608,649.7078643896136,0.014955850489539286,0.5245762288114406,-1.993386023267545,-8.414819931728207,-0.04417722639972441,0.9999999976315321,35,10.82,37.86322844028473,0.06000000000000001,1.0041192,0.99371225,0.9999842,0.34520373,5.198143e-07,7.500000000000001e-05
25.336475,46.5,40000,-40.08189371632034,-40.08189371632034,-26.09624698971811,3.278534424125098,-40.081998784748976,-40.081998784748976,-26.096345534710508,-26.096345534710508,-12.086708045680782,-669.2171876240238,-24.80239812898216,-709.3527737848113,-1.3406413881520254,-633.9772027793484,658.1058055417896,650.0244706113463,0.015265893754484361,0.5258762938146907,-1.5195779359589918,-6.676297107764896,0.0349575597628487,0.9999999983190085,36,11.14,28.856374144554138,0.05600000000000001,1.0166984,0.99197716,0.99996936,0.3449035,3.719204e-06,7.000000000000001e-05
22.6624,46.5,40000,-11.555769375023203,-8.223564625174049,-14.345371904643798,5.901918003965079,-11.555779872392634,-7.535385834876138,-10.434205667576293,-10.434205667576293,-12.096227181560838,-671.1747759859904,-24.72752747489488,-709.8006411327393,-1.4685057924719316,-634.7122485238974,659.1318017312332,650.6654808395884,0.015022405213619347,0.5218010900545027,-1.9240640001997784,-7.955174921396617,-0.006214438920508587,0.9999999976216385,37,11.47,36.55692458152771,0.052000000000000005,1.024085,0.9839608,0.9999367,0.34549707,6.3925618e-06,6.500000000000001e-05
22.3751,47.5,40000,-4.442471845070031,-8.430460093262127,-3.980565829185025,-14.087281828891946,-4.4425011534584655,-9.483309034172407,-5.278365340997198,-5.278365340997198,-12.147791967678774,-670.8473124984911,-24.69074177408164,-709.2545047965982,-1.7801040205071197,-636.0550172984026,659.1793989437415,650.2069738604304,0.015062119144912994,0.5184009200460022,-1.4555472720635916,-8.182185723322728,-0.011162701769476797,0.9999999981714268,38,11.8,27.67582356929779,0.048,1.0048691,0.9933626,0.99998605,0.34522897,4.923673e-07,6e-05
26.3259,47.0,40000,16.256111309467883,-7.308787622882846,-0.1881214337062147,-49.76439716618873,16.25609406804915,-14.943240108972645,-14.551947486745007,-14.551947486745007,-12.064010673648449,-670.3190782369219,-24.720705022342116,-709.4965825086083,-1.8409391637802042,-634.2704612966586,658.4868223941394,650.1864425194473,0.015993263983840204,0.5280514025701285,-1.2994402993152436,-7.480702959333288,0.0016510501854934444,0.9999999986241155,39,12.12,24.687697768211365,0.044,1.0069238,0.9941983,0.999974,0.34442908,1.3904018e-06,5.4999999999999995e-05
25.97615,46.5,40000,-147.67518711547746,-104.63250600956053,-101.98088702875248,-30.14829867878234,-147.67551812093006,-87.6539098412286,-84.75522737185747,-84.75522737185747,-12.112699434168455,-670.5538208834593,-24.72534617724919,-709.5136044695854,-1.7633426188435888,-634.9960739885354,658.8207037037729,650.6895568221163,0.017770532043673563,0.5245262263113155,-1.1342862545781778,-8.605965573462408,-0.004403057700980597,0.9999999987483005,40,12.44,21.553393602371216,0.039999999999999994,1.0107408,0.9942478,0.99998087,0.3443756,1.0571897e-06,4.999999999999999e-05
25.61795,47.5,40000,-7.670771732459286,-19.358072722059944,-19.358072722059944,-6.400658378430421,-7.670796610261959,-19.35806435619571,-19.35806435619571,-19.35806435619571,-12.06733139495296,-671.0461505144833,-24.740230442580017,-710.6157536536468,-1.8263755560113648,-635.047329325427,659.3584320333376,651.1345694950414,0.016875915267413524,0.5225011250562528,-1.554651677403707,-6.984161563547326,-0.003397295570280598,0.9999999983035901,41,12.78,29.509536504745483,0.03600000000000001,1.0036833,0.99746513,0.9999922,0.34501198,4.1954306e-07,4.5000000000000016e-05
28.262675,46.0,40000,-28.751958192985057,-26.803790079532973,-26.803790079532973,-9.518454475237832,-28.752027423716754,-26.803726350467514,-26.803726350467514,-26.803726350467514,-12.06865324618209,-671.0473238003643,-24.682259684070715,-710.1259856187077,-1.8799198913706685,-635.1147324990022,659.219069698817,651.682029988448,0.018823052126463666,0.5295764788239412,-1.3905725330995604,-5.759774956117039,0.00964294444178268,0.9999999986027458,42,13.1,26.426244139671326,0.03200000000000001,1.020432,0.99071085,0.999925,0.34448877,6.1289015e-06,4.000000000000001e-05
28.4462,46.0,40000,-15.195399895010269,-25.31373661972475,-25.31373661972475,-7.495113086179799,-7.462313302089569,-27.125222018939894,-27.125222018939894,-27.125222018939894,-12.034190820311625,-671.0652232890176,-24.683319031186056,-710.7102209738777,-1.9024338506380323,-635.361893757307,659.5057981060222,652.0510897999943,0.01749812186939142,0.5258762938146907,-1.4643674347098237,-5.798134796964765,-0.006619475857470135,0.9999999985281679,43,13.42,27.807263493537903,0.028000000000000004,1.0166613,0.9924659,0.9999758,0.34467015,2.768801e-06,3.5000000000000004e-05
25.04995,48.0,40000,-46.32280871893181,-46.24763139560628,-37.156982681661475,-14.093233413610847,-31.110205983202377,-32.43152565354558,-46.90604124219726,-46.90604124219726,-12.02837655633452,-672.0242603048365,-24.60387321377812,-711.345931474654,-1.9680184637735356,-635.9312496637177,660.2337244031074,652.3934836913472,0.016025354487093035,0.5155257762888145,-1.550230087372536,-6.96197610632214,-0.003959917470489091,0.9999999983013955,44,13.76,29.418140411376953,0.024,1.005093,0.98900485,0.9999803,0.34511706,1.168952e-06,3e-05
27.74925,47.0,40000,6.035637576667227,6.035637576667227,6.035637576667227,-18.158339071995783,6.035686421055971,6.035686421055971,6.035686421055971,6.035686421055971,-12.024230159708353,-671.836352183518,-24.53994575514784,-711.6481852842768,-2.033846575152821,-636.2237053692014,660.3700734489958,652.9497880415778,0.01771600769387629,0.5238261913095654,-1.194190038362231,-6.656009537929441,-0.017992220804917372,0.9999999988154109,45,14.09,22.663095831871033,0.019999999999999997,1.0167378,0.99399436,0.99998224,0.3444631,1.7357347e-06,2.4999999999999994e-05
21.88685,48.0,40000,-9.039314421892186,5.731907347546894,-9.039314421892186,-0.10570855907008081,-9.161111130631639,9.239422797039879,-9.161111130631639,-9.161111130631639,-12.044767466367857,-672.5298239979754,-24.47049426342858,-711.594481896122,-2.0880509405850356,-637.5490250692474,661.0233394309877,652.999474297392,0.013906706907825594,0.5133006650332517,-1.7688852191705238,-7.1704655171905864,0.00012010024828796228,0.9999999978600052,46,14.42,33.60857057571411,0.015999999999999993,1.0031036,0.99432343,0.999992,0.34569693,3.9279868e-07,1.999999999999999e-05
30.9814,46.0,40000,-21.630261877659677,-22.675415792487,-28.460284261571815,-6.015985829151532,-26.87643393906069,-26.840352925567913,-33.11722658430904,-33.11722658430904,-12.043165962915378,-671.3034632397391,-24.409180482943814,-710.3604953107404,-2.1314457172548553,-636.7877591218802,659.9559751697485,652.8883765257116,0.017296950991158695,0.5294514725736287,-1.2227872066776868,-6.068961927532528,0.020421565908093135,0.999999998889844,47,14.75,23.24420690536499,0.01200000000000001,1.0053109,0.99669105,0.99998975,0.34373417,8.842433e-08,1.5000000000000014e-05
27.9337,47.0,40000,-15.452277512510705,-9.073179222055614,-17.112584263801864,-1.0178799566288035,-13.438185748609044,-13.195084441759946,-13.291657399823634,-13.291657399823634,-12.025524222085512,-671.78279835512,-24.32301434132467,-710.2427825637509,-2.195974276835188,-637.3405437944753,660.273870624367,653.327421153955,0.01666157692857096,0.5194759737986899,-1.2560473729892196,-7.552964867404426,-0.004743180481722092,0.9999999987381479,48,15.09,23.849655389785767,0.01,1.0018963,0.9988781,0.9999959,0.34443825,1.8386032e-08,1.25e-05
20.692725,48.0,40000,-21.72018291363065,-21.72018291363065,-21.59561831631413,-16.27432271607495,-8.932241436298,-8.932241436298,-32.29481938864296,-32.29481938864296,-12.00717560528537,-671.8725844893731,-24.24606009470183,-710.2600927244854,-2.194883225422575,-637.5605850878393,660.4150477920961,653.2854133559774,0.014053136280001243,0.5147757387869394,-1.924855004202142,-7.909718437037815,-0.013467871480904243,0.9999999974968948,49,15.42,36.55131280422211,0.01,1.0026283,0.9986577,0.9999953,0.34592435,5.7994914e-08,1.25e-05
29.48625,47.0,40000,-64.36044440228216,-52.6042693518466,-55.477936134820084,-1.503989815974819,-57.12981198142734,-44.27940634208153,-77.06963607174748,-77.06963607174748,-12.033505726311382,-670.5953626569084,-24.186645249898817,-708.7833646545926,-2.1836765927619872,-635.8233502986749,658.9327500137346,653.4913117577739,0.017489802926447973,0.5237261863093154,-1.3280524180686675,-6.568206383034159,-0.009294176940909485,0.999999998685023,50,15.75,25.25667381286621,0.01,1.0008674,0.99778014,0.99999875,0.34451187,1.950168e-08,1.25e-05
