_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_full_-1,adv%1,adv2_-2,adv2_full_-2,adv%2,adv2_-3,adv2_full_-3,adv%3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,diff1,diff2,diff3,diff_first,val1_-1,val1_-2,val1_-3,val1_first,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.33775,43,40000,15.72252333,15.72252333,100,14.93082288,30.46499039,49.00977383,14.1424412,44.242461,31.9657652,-24.22378089,15.72120683,14.93217226,14.1424412,-29.83723268,0.001349378,0,-5.61345179,-5.61345179,-44306.51185,-45396.92107,-46488.14846,-9869.72286,0.004683712,0.646382319,-0.044426759,-4.967789496,5.277627844,0.999999946,6,1.23,0.714512125,0.17,1.8377879,0.73946524,1.0001212,0.33490527,0.00322733,0.0002125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.637,48,40000,50.72157068,50.72157068,100,50.72157068,100.8354969,50.30130482,-106.2856556,-6.65816787,1596.319853,-17.74516768,39.70684104,65.61548907,-87.46399597,-21.84107601,14.89391839,18.8216596,-4.095908331,-4.095908331,-10774.89952,-10724.2794,-11040.68277,-42084.84412,0.003956989,0.601755088,0.029279245,-7.23485506,4.751683987,0.999999955,7,1.45,-0.866044298,0.165,1.2693284,0.60406005,1.0001558,0.32164073,0.003084269,0.00020625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.321125,44,40000,25.24534344,25.24534344,100,8.983404992,33.92630922,26.4791697,8.983404992,42.50327703,21.1357938,9.367324033,25.24534344,8.983690786,8.983690786,9.367894958,0.000285794,0.000285794,0.000570925,0.000570925,-9689.9695,-9567.459438,-9558.544389,-10877.66975,0.007785243,0.633706685,0.018484855,-3.944693105,4.406775245,0.999999956,8,1.67,-0.479482802,0.16,1.2640164,0.72849905,1.0000175,0.32220864,0.000617222,0.0002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.102825,42,40000,-4.446207361,-4.446207361,100,10.08758123,5.69463943,177.1417023,10.08758123,15.71399888,64.19487048,44.65386609,-4.446207361,10.08758123,10.08758123,44.65446004,0,0,0.000593948,0.000593948,-9290.307535,-9346.332156,-9336.255875,-8332.472855,0.003519743,0.652582629,-0.023193978,-6.273522329,5.486519541,0.999999958,9,1.88,0.363472505,0.155,1.223152,0.92567265,1.0000453,0.3318083,0.001487197,0.00019375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.809725,44,40000,-11.93962779,-11.93962779,100,-3.38489533,-15.18148638,22.29620503,-3.38489533,-18.3845075,18.4116726,67.89056586,-11.93992355,-3.385188731,-3.385188731,67.88989657,-0.000293401,-0.000293401,-0.000669289,-0.000669289,-9930.226737,-9859.8358,-9863.190094,-21668.41759,0.005165757,0.617880894,0.035342269,-4.280486522,5.312821301,0.999999955,10,2.1,-0.726620472,0.15,1.2229843,0.9134628,0.9997,0.33381113,0.000407324,0.0001875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.530375,46.5,40000,35.04618699,35.04618699,100,-9.987887081,24.63844659,-40.53781169,35.04618699,59.38946499,59.01078078,-26.99638777,35.04649662,-17.26850869,35.04649662,-26.99610269,-7.280621613,0.000309626,0.000285084,0.000285084,-10407.32881,-10501.80867,-10382.39058,-9447.8358,0.004876379,0.610530527,0.000437325,-5.608231832,4.318754518,0.999999955,11,2.31,-0.118841086,0.145,1.3124232,0.8029524,1.0004741,0.33859837,0.001146895,0.00018125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.390075,48.5,40000,-14.84297144,-14.84297144,100,11.67513247,-2.990020173,-390.4700236,-29.37222915,-32.32642888,90.86134834,-22.7296347,-20.04447049,33.07308427,-50.02786493,-22.73018806,21.3979518,-20.65563578,-0.000553358,-0.000553358,-12598.85469,-12072.79636,-11556.2502,-10229.67634,0.002733995,0.579378969,-0.00491667,-6.264014421,5.169835386,0.999999946,12,2.52,-0.12498807,0.14,1.1942865,0.8721318,1.000507,0.34444594,0.002422837,0.000175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.336725,50,40000,0.674920019,0.674920019,100,12.96587536,13.63270984,95.10856987,2.288874336,15.75826431,14.52491398,-80.81383297,0.674920019,12.9654844,2.289249661,-78.78868289,-0.00039096,0.000375325,2.025150082,2.025150082,-13705.00965,-13153.76095,-12613.21224,-15988.52658,0.00378881,0.534526726,0.003187077,-5.009869587,6.227129608,0.999999946,13,2.74,-0.14335199,0.135,1.1246015,0.8677891,0.9999111,0.34568238,0.00086723,0.00016875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.889025,51,40000,-7.267028715,-7.267028715,100,-21.30628683,-28.48625654,74.79496928,6.519750228,-21.62524096,-30.14879807,1.435825319,5.313118622,-11.16267394,-3.702420596,38.35838193,10.14361288,-10.22217082,36.92255661,36.92255661,-9762.953552,-10013.18573,-10079.04832,-12742.84273,0.004073429,0.512725636,-0.012245987,-4.420265024,4.214707231,0.999999952,14,2.95,0.121918383,0.13,1.172429,0.87524414,0.999548,0.34544915,0.001798142,0.0001625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.897825,51,40000,35.17278857,35.17278857,100,13.0193771,47.77079566,27.25384185,13.0193771,60.21787863,21.62045126,5.825495675,35.17278857,13.0187867,13.0187867,5.825200925,-0.000590399,-0.000590399,-0.00029475,-0.00029475,-10000.20319,-9873.151617,-9860.228484,-9795.264528,0.005452594,0.470648532,0.013369766,-6.012511467,5.56811733,0.999999951,15,3.17,-0.336647402,0.125,1.1840767,0.8202269,0.999492,0.34527,0.002162209,0.00015625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7784,49.5,40000,33.86901368,33.86901368,100,2.986722416,36.44998531,8.194029134,10.04314407,46.05645855,21.80615788,20.55254404,33.86929645,2.98700157,10.04314407,20.55225701,0.000279155,0,-0.00028703,-0.00028703,-9494.185674,-9336.075283,-9331.421145,-9651.755405,0.002697307,0.517425871,0.011418901,-8.140870814,5.071585265,0.999999946,16,3.39,-0.365076128,0.12,1.217051,0.86226445,0.99988604,0.34555355,0.001569038,0.00015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.040275,51,40000,7.162317967,7.162317967,100,23.2735199,30.3500333,76.68367172,-20.43279318,9.553646724,-213.8742803,-14.25814279,7.162879071,23.27296405,-20.43306869,-19.99665426,-0.000555846,-0.000275513,-5.738511475,-5.738511475,-9419.760534,-9321.405635,-9214.335795,-9706.818285,0.00252661,0.478923946,-0.006293631,-7.646284722,5.596337393,0.999999946,17,3.6,0.029258179,0.115,1.2044755,0.8623726,1.000217,0.34422782,0.000562591,0.00014375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.83995,52,40000,39.39385856,39.39385856,100,12.96974478,51.89166492,24.99388833,39.39385856,90.66386133,43.45045312,-0.010404526,43.1684187,10.50271547,43.1684187,44.43591774,-2.467029308,3.774560134,44.44632226,44.44632226,-11094.67645,-11371.48081,-11042.49621,-29658.20798,0.002537954,0.463623181,0.015815806,-7.000115528,7.395942805,0.999999941,18,3.82,-0.40532017,0.11,1.2269566,0.81835514,1.0001694,0.34271693,0.000577637,0.0001375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.276875,52.5,40000,-0.891204638,-0.891204638,100,13.80210566,12.92157765,106.8144001,-4.106232969,8.660544181,-47.41310572,-3.896834041,-10.60637074,6.094528614,-3.003290148,-3.89711806,-7.707577043,1.102942821,-0.000284019,-0.000284019,-10990.87949,-10654.98673,-10449.30336,-10544.24408,0.002666415,0.451322566,-0.020178519,-9.309315944,5.144453939,0.999999938,19,4.03,0.289197496,0.105,1.2010348,0.79198235,0.9999992,0.34093007,0.000684992,0.00013125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0246,54.5,40000,-37.48787429,-37.48787429,100,-37.48787429,-74.52664384,50.30130482,-0.394561817,-74.02837646,0.532987262,-22.34810771,-37.4873089,-37.4873089,-0.394561817,-22.34866822,0.000565383,0,-0.000560513,-0.000560513,-9488.547445,-9525.960343,-9666.336939,-8133.108504,0.003525483,0.420471024,0.023835251,-5.268864771,6.207221364,0.99999995,20,4.26,-0.649603587,0.1,1.3780587,0.77681696,0.99998796,0.34105778,0.000856243,0.000125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8856,53.5,40000,8.090204552,8.090204552,100,10.93326868,18.92655258,57.7668259,8.090204552,26.79001703,30.19857935,25.46260721,6.748605382,10.93326868,9.163847026,37.57320431,0,1.073642474,12.1105971,12.1105971,-9664.798467,-9540.709504,-9645.829189,-13007.84999,0.003144341,0.436421821,0.006720628,-6.348840655,4.86159566,0.999999945,21,4.48,-0.195336192,0.095,1.1529999,0.83201283,1.0001432,0.3431232,0.000490908,0.00011875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.804775,54,40000,-27.46624561,-27.46624561,100,-27.46624561,-54.60344561,50.30130482,-17.49583759,-71.44513392,24.48849437,-29.95075461,-27.46596825,-27.46596825,-17.49583759,-29.95132937,0.000277364,0,-0.000574761,-0.000574761,-9307.779722,-9335.191035,-9340.886688,-8825.603235,0.002342042,0.451322566,-0.005713701,-8.503376251,4.175513214,0.999999942,22,4.69,-0.014057159,0.09,1.2143489,0.80553615,0.999615,0.3393828,0.000767402,0.0001125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.460275,54.5,40000,31.49101915,31.49101915,100,39.58072678,70.69448353,55.98842344,10.79459102,80.64215463,13.38579192,-9.58070405,28.57661123,48.70218229,13.23170004,-9.581280683,9.121455502,2.437109022,-0.000576633,-0.000576633,-10202.84101,-9872.745142,-9774.600381,-9788.54455,0.002668864,0.419970999,0.025021685,-6.155698937,6.584683345,0.999999944,23,4.91,-0.576501655,0.085,1.1665766,0.8085273,1.0002213,0.33720788,0.000377262,0.00010625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.660825,53.5,40000,-27.1415066,-27.1415066,100,31.89206625,5.075714903,628.3265878,-27.1415066,-22.12659876,122.6646124,-10.10523572,-25.83351071,29.48923095,-28.97112412,-10.10550572,-2.402835301,-1.829617518,-0.00027,-0.00027,-9443.405178,-9664.75961,-9438.609945,-11077.97951,0.004010324,0.413220661,-0.01655531,-5.690875366,7.59282894,0.99999995,24,5.13,0.269318149,0.08,1.0787765,0.91448754,1.0001938,0.34000587,0.000317099,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.730275,56,40000,-0.38227946,-0.38227946,100,8.092615026,7.714915274,104.8957084,-7.602470748,0.02001984,-37974.68193,-33.93877409,39.32379888,-34.9788845,-44.27952008,-33.93848473,-43.07149953,-36.67704934,0.000289364,0.000289364,-17670.81001,-17735.43734,-17080.66851,-9486.68519,0.00375725,0.41479574,0.031939824,-5.722438556,6.457763992,0.999999952,25,5.35,-0.747844818,0.075,1.1061333,0.8039821,0.99996525,0.33466884,0.000461238,9.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.4833,54.5,40000,-33.91697737,-33.91697737,100,-5.785929985,-39.29658196,14.72374872,-18.29512269,-57.1209316,32.02875405,14.68805121,-32.93545753,-5.502993753,-16.62782385,14.68777039,0.282936232,1.667298841,-0.000280813,-0.000280813,-11245.93358,-10849.8675,-10490.12827,-8467.581959,0.003648076,0.399444972,-0.021928892,-5.06155374,6.041100148,0.999999945,26,5.57,0.328635971,0.07,1.1861067,0.92004853,1.0001051,0.33298326,0.000247699,8.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.7993,54.5,40000,5.773643517,5.773643517,100,2.590775202,8.29525047,31.23203105,5.773643517,13.96951689,41.330302,-21.52875117,13.45655337,-0.732971483,1.365834833,-21.52875117,-3.323746686,-4.407808685,0,0,-13305.96268,-13753.74088,-13297.62652,-9227.234147,0.004040655,0.397094855,0.012314734,-6.100686071,8.014199406,0.999999949,27,5.79,-0.27259996,0.065,1.0803279,0.8913043,0.9998587,0.3294685,0.000220668,8.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.701925,54.5,40000,25.81374695,25.81374695,100,-22.19541171,3.309086551,-670.7413471,-42.51617526,-39.24673157,108.3304865,26.60789119,28.83791868,-34.57591526,-45.71941698,32.77723313,-12.38050355,-3.203241715,6.169341945,6.169341945,-9565.375706,-9573.824894,-9661.026913,-13313.31244,0.004461768,0.382869143,-0.019110786,-7.425679812,5.342284734,0.999999944,28,6.02,0.298063779,0.06,1.0925283,0.92316514,1.0002682,0.3299767,0.000234063,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.120025,53.5,40000,-10.02912419,-10.02912419,100,-23.51936895,-33.42834423,70.35756479,11.59483711,-21.43303556,-54.0979698,-38.05194462,-10.02883892,-23.51908498,11.59512378,-11.98254811,0.000283967,0.000286674,26.06939651,26.06939651,-9572.915843,-9538.371208,-9655.631189,-11005.33145,0.00277889,0.382819141,0.01581716,-8.260172484,4.811238766,0.999999938,29,6.23,-0.327067258,0.055,1.0765908,0.88443863,0.99995977,0.32855317,0.000156129,6.88E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.404025,56,40000,29.2615823,29.2615823,100,29.2615823,58.17261085,50.30130482,34.16929369,91.64499666,37.28440715,26.60732738,29.2615823,29.2615823,18.7798334,26.60732738,0,-15.38946029,0,0,-10088.86928,-10059.66622,-10167.69198,-7736.819751,0.003270699,0.361118056,-0.003399633,-8.10435399,4.601180503,0.999999942,30,6.46,0.022862918,0.05,1.0871825,0.8944319,0.9999922,0.32260662,7.17E-05,6.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.85615,55,40000,-0.920793517,-0.920793517,100,-0.920793517,-1.830555928,50.30130482,-0.920793517,-2.729419384,33.73587519,-0.920793517,5.095714456,5.095714456,5.095714456,-11.39368463,6.016507973,6.016507973,-10.47289111,-10.47289111,-10333.03505,-10333.954,-10334.87112,-9856.476976,0.005159443,0.366943347,0.001460156,-5.972284025,7.481486504,0.999999941,31,6.68,-0.034739831,0.045,1.0620384,0.9352167,1.0000659,0.32655856,5.27E-05,5.63E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.870225,54.5,40000,-3.088448285,-3.088448285,100,-3.088448285,-6.139896959,50.30130482,-35.07016393,-41.13650492,85.25314437,-21.3054089,10.22522542,-11.66116377,-43.95584514,-21.30569038,-8.572715487,-8.885681206,-0.000281481,-0.000281481,-21650.69392,-21653.77619,-21227.82034,-9878.112541,0.00457991,0.368868443,0.019683778,-7.88025365,5.4976025,0.999999947,32,6.89,-0.444596563,0.04,1.0490351,0.9001855,0.9998391,0.3226013,0.000173302,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.451275,52.5,40000,63.77487281,63.77487281,100,63.77487281,126.7857226,50.30130482,21.15360294,146.4204326,14.44716599,38.95078009,63.77487281,63.77487281,21.15393385,37.35387258,0,0.000330901,-1.59690751,-1.59690751,-11341.43411,-11277.78679,-10990.03061,-10642.1289,0.004395444,0.361668083,-0.009288749,-8.007490422,7.163177188,0.999999942,33,7.11,0.17234422,0.035,1.0448742,0.9652234,0.99983346,0.32800347,0.000159787,4.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.452275,55.5,40000,-55.88631044,-55.88631044,100,-21.79682004,-77.01361248,28.30255501,28.12979869,-47.96119071,-58.65116832,37.58106718,-66.21816815,-10.80491419,24.27346462,30.33810001,10.99190585,-3.85633407,-7.242967166,-7.242967166,-9527.806232,-9844.051827,-10200.92802,-28933.89731,0.006078774,0.369418471,-0.041027942,-9.369619968,3.983443791,0.999999952,34,7.33,0.720247267,0.03,1.082874,0.9465437,1.0000374,0.32717374,8.30E-05,3.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4339,54,40000,-12.86425501,-12.86425501,100,17.88488872,5.17474749,345.6185786,30.03145712,35.14421114,85.45207347,-56.26878278,-22.99795217,7.823562519,30.03099988,-40.93784407,-10.0613262,-0.000457236,15.33093871,15.33093871,-16076.98633,-15784.01028,-15365.26137,-13367.74324,0.006840018,0.379918996,0.038836092,-5.062025633,5.529579893,0.999999953,35,7.55,-0.76398519,0.025,1.0349461,0.968836,1.000017,0.33106166,8.60E-05,3.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.651675,56.5,40000,14.06984341,14.06984341,100,14.06984341,27.9711301,50.30130482,14.06984341,41.70587937,33.73587519,14.80417363,4.417911455,20.84624631,20.84624631,35.36952638,6.776402896,6.776402896,20.56535275,20.56535275,-9454.945782,-9440.904078,-9426.890458,-11317.81851,0.005669374,0.379368968,0.002549284,-7.820143416,6.341202769,0.999999951,36,7.77,-0.066045506,0.02,1.0346248,0.9578698,1.0000455,0.32637063,4.66E-05,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.1602,56,40000,-15.96831305,-15.96831305,100,-13.06343735,-28.84045001,45.29553924,-15.96831305,-44.46325447,35.91350485,-14.73177997,-23.80151698,-10.71272554,-11.35275647,-19.1938355,2.350711817,4.615556586,-4.462055535,-4.462055535,-10808.86089,-11213.83185,-10837.80271,-11148.51171,0.003016267,0.374118706,-0.005741096,-6.38465846,4.981774319,0.999999941,37,7.99,0.110444617,0.015,1.0064718,0.97110915,1.0000429,0.3261213,8.51E-06,1.87E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.49505,54.5,40000,10.00110625,10.00110625,100,15.20524937,25.08654237,60.61118006,23.52074358,48.30674917,48.69038796,-21.85760752,5.523610936,14.90795734,33.53524465,-21.8567769,-0.297292029,10.01450107,0.000830626,0.000830626,-10679.91784,-10388.02556,-10087.84914,-9287.574351,0.002253336,0.383819191,0.019374055,-7.820102088,4.436596943,0.999999937,38,8.2,-0.386207108,0.01,1.0190629,0.98718107,1.0000225,0.32988355,6.79E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.45095,55,40000,12.79466432,12.79466432,100,38.14272144,50.78410568,75.107597,-14.82763534,35.34807675,-41.9475024,-29.49612385,12.79494183,38.14328013,-22.34852135,-32.4772691,0.000558687,-7.520886004,-2.981145249,-2.981145249,-9314.63014,-9366.443672,-9462.201256,-15836.30228,0.002506291,0.373843692,-0.023045184,-8.833937535,4.442365447,0.999999939,39,8.41,0.431297359,0.01,1.0234332,0.9813506,0.9999871,0.32822964,1.03E-05,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2369,55.5,40000,26.79376388,26.79376388,100,26.79376388,53.26653847,50.30130482,26.79376388,79.42216922,33.73587519,-18.95732167,30.67140427,30.67140427,30.67140427,-24.96198118,3.877640393,3.877640393,-6.004659503,-6.004659503,-24703.86444,-24677.12426,-24650.43757,-10563.40408,0.001959176,0.376968848,0.002634129,-11.52143928,7.343397269,0.999999936,40,8.64,-0.060505003,0.01,1.0174758,0.9854359,0.99998224,0.3297192,5.32E-06,1.25E-05
