_AverageReward,_No_optimal_actions,Steps,adv2_4911,adv2_full_4911,state1_4911,state2_4911,adv2_7190,adv2_full_7190,state1_7190,state2_7190,adv2_12432,adv2_full_12432,state1_12432,state2_12432,adv2_15775,adv2_full_15775,state1_15775,state2_15775,adv2_16950,adv2_full_16950,state1_16950,state2_16950,val_NN4911,val_NN7190,val_NN12432,val_NN15775,val_NN16950,adv1_4911,adv1_7190,adv1_12432,adv1_15775,adv1_16950,diff4911,diff7190,diff12432,diff15775,diff16950,val1_4911,val1_7190,val1_12432,val1_15775,val1_16950,val2_4911,val2_7190,val2_12432,val2_15775,val2_16950,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.51895,50,40000,-26.25118265,202.5364118,4,7,53.0643186,212.653462,0,2,-5.093060357,790.2964123,11,2,11.23399616,226.2566037,1,0,4.618077282,-1007.803366,1,3,-10903.77,-9418.981,-13102.965,-9363.038,-9575.424,0.005858755,53.06376047,-5.553772255,11.23343892,4.618077282,-202.5305531,-159.5897015,-795.8501845,-215.0231647,1012.421443,-10510.92338,-8327.574838,-12200.05711,-10271.76934,-12394.53839,-1236.865677,-41.80182182,-3390.785131,-41.76434076,-14.84483408,0.003251204,0.40739537,0.007736666,-4.778902549,3.740406911,0.999999936,8,2.5,-0.249804995,0.093333333,1.084726,0.9143323,1.0003949,0.32813564,0.000656162,0.000116667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.328675,52,40000,28.95630782,12.92067751,5,5,5.742611856,256.6502184,0,1,24.88960766,19.36744889,4,2,-12.21948549,-240.2485193,1,3,4.929494386,328.201087,4,5,-10841.043,-9333.635,-10088.866,-9423.239,-10421.253,18.93265011,5.742611856,19.63057034,-12.21948549,8.712077514,6.011972598,-250.9076065,0.263121456,228.0290338,-319.4890095,-11273.83761,-8112.361393,-11081.12877,-8803.097521,-8913.649193,-812.1931166,-226.0254952,-2454.717082,-10.91642704,-306.4048303,0.002994217,0.398019901,-0.00144222,-5.559464297,3.37518495,0.999999934,9,2.83,-0.060592058,0.08,1.1105582,0.9211041,0.9999868,0.32834888,0.000282869,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.254075,51.5,40000,-0.88531289,-233.1708541,16,11,30.20488126,380.3513436,19,5,-30.34204418,-106.8199569,5,1,-35.73599344,81.356273,0,9,10.02685023,-34.14727126,1,0,-19040.396,-19632.365,-10207.14,-9723.262,-9426.668,12.55870239,55.12275227,-19.6991697,-35.73512172,10.02685023,245.7295565,-325.2285913,87.12078718,-117.0913947,44.1741215,-19647.19879,-18936.77313,-10336.04543,-9047.80258,-9736.253292,-5643.680642,-3517.449007,-806.6774473,-579.9341293,0,0.001846108,0.392044602,-0.004928612,-6.033501127,4.351390528,0.999999931,10,3.18,0.000603185,0.066666667,1.1028727,0.9233655,0.9996323,0.32400465,0.000445233,8.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7526,52.5,40000,-2.369031771,887.0838936,19,7,-2.352709644,627.506068,9,0,-11.99241616,398.8850061,17,5,16.44972643,119.0973624,4,2,-30.8247304,-2731.243322,68,1,-20261.555,-11577.539,-17734.68,-10151.301,-67542.01,-5.180401307,-2.352021038,7.899691872,12.32471531,-89.37257324,-892.2642949,-629.8580891,-390.9853143,-106.7726471,2641.870749,-18980.89259,-7165.903041,-17312.31279,-13867.22529,-86265.89642,-4378.329382,-1817.14972,-4802.680051,-735.4965186,-17564.91447,0.00796325,0.388144407,-0.058135612,-4.329179608,3.848315185,0.999999935,11,3.52,0.975566125,0.053333333,1.0619748,0.91206056,1.0000706,0.3248074,0.000119987,6.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4122,51,40000,-47.60650993,-858.2825446,22,2,-10.5031014,389.2577517,3,0,-21.22826511,796.8523459,14,13,18.08789254,387.7032528,4,5,11.38326736,280.4656004,3,2,-21821.5,-9662.48,-19613.898,-10573.172,-9848.633,-63.49104404,-10.50338941,-0.580200169,3.821733532,6.314381979,794.7915006,-399.7611411,-797.4325461,-383.8815193,-274.1512184,-22950.65123,-8906.270152,-17001.02475,-9949.274185,-10315.52392,-5509.768426,-198.2475296,-5306.45549,-1010.164174,-130.1354959,0.004150286,0.364618231,0.018504226,-5.203421512,2.717728102,0.999999949,12,3.91,-0.382166365,0.04,1.0372084,0.94681686,1.0000132,0.31794253,0.000129792,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.328425,53,40000,4.347828128,-23.17958072,4,4,57.18767644,-138.3259038,7,3,24.70479262,345.1945236,6,1,62.26349476,1549.898778,17,1,3.331391182,77.25600777,14,0,-10171.912,-11050.967,-10469.799,-17317.738,-14173.273,-5.645771935,53.33196828,32.43204156,102.3728598,3.330970136,17.53380879,191.657872,-312.762482,-1447.525918,-73.92503764,-10120.03379,-9115.214047,-9449.066284,-14816.60444,-12010.79224,-533.5383627,-935.2636791,-1353.334233,-3884.658601,-3613.322465,0.012573756,0.36819341,-0.011190879,-5.02009055,4.542066602,0.999999949,13,4.26,0.129834444,0.026666667,1.0260665,0.9521037,0.99997985,0.31939435,4.87E-05,3.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.44395,51.5,40000,9.676671679,-87.79434293,0,2,35.73078853,616.528665,34,6,5.954166619,180.3486663,5,1,8.82725001,-131.7518437,4,0,71.51816365,219.6031224,3,2,-8824.989,-38511.965,-9746.561,-9322.086,-9368.064,9.676409022,36.7443453,1.894657728,8.826972811,91.34143912,97.47075195,-579.7843197,-178.4540086,140.5788165,-128.2616833,-8819.846901,-36910.61267,-10838.28246,-9706.80363,-8823.124676,-375.2587988,-8292.723664,-1958.634755,-250.1341794,-239.0031587,0.0073825,0.359717986,-0.013675207,-5.121328215,5.299884261,0.999999961,14,4.61,0.247662726,0.013333333,1.0097642,0.9885366,0.99998176,0.3187515,1.54E-06,1.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.316825,52,40000,-104.3797488,-598.2916985,15,5,-30.67217635,293.8240922,3,1,8.096277297,847.0736596,17,4,43.44035307,-105.4580702,8,4,36.86253692,658.7595213,32,6,-16286.652,-9396.725,-17805.145,-11889.779,-34564.363,-114.2005888,-50.43169067,-52.57023632,49.9042097,85.29641315,484.0911097,-344.2557828,-899.643896,155.3622799,-573.4631082,-17183.82825,-8738.477843,-16163.07992,-11835.71974,-31889.78863,-2889.694593,-21.78536292,-3203.083633,-1355.119257,-6663.949407,0.00401559,0.352817641,0.003440233,-6.175260855,4.626253152,0.999999953,15,4.94,-0.096751232,0.01,1.0120033,0.9869113,1.0000119,0.3169107,6.98E-06,1.25E-05
