_AverageReward,_No_optimal_actions,Steps,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
36.65215,51.0,40000,-235.15889521785496,-85.57004012093006,-390.92581639541805,-590.0929473239545,-848.3507920672816,0.006323174661146204,0.46734836741837094,-0.6918747048664436,-4.952728121288703,0.0,0.9999999994947626,1,0.21,13.13029658794403,0.19333333333333336,1.0551916,0.94251776,0.99926484,0.3462035,0.00013431528,0.00024166666666666667
26.438125,50.0,40000,-451551250.5427064,-428840809.09326756,-523678016.51756227,-593028589.8647877,-622859143.5871599,0.005806490943950005,0.4885494274713736,-1.0905837964600276,-4.985126980227443,-0.011718378903540253,0.9999999999999988,2,0.35,20.696940660476685,0.18666666666666668,1.0088232,0.990769,0.9999494,0.3460037,1.229785e-05,0.00023333333333333333
23.800375,50.0,40000,-586974971.0029714,-565149412.9343779,-631909238.4729435,-693906823.962882,-723576907.4095666,0.005386592249241045,0.4867743387169359,-1.2696076569712533,-5.573392043373175,-0.000632815730389611,0.9999999999999983,3,0.48,24.112663984298706,0.18000000000000002,1.0595726,0.8759523,0.9997973,0.3452396,0.00015791412,0.00022500000000000002
27.22285,50.0,40000,-625440972.4160312,-609844240.7378145,-667080826.3923093,-720429533.8693119,-769009952.6553637,0.005834398808401007,0.46664833241662085,-1.106353028948287,-5.9164828577604585,-0.0044424813681581184,0.9999999999999991,4,0.7,21.016031980514526,0.17333333333333334,1.0780758,0.97015375,0.9998964,0.34516826,3.4147575e-05,0.00021666666666666668
25.810025,49.5,40000,-652274159.8544136,-638407102.9202782,-690858928.8510759,-737553130.2349539,-786037370.1475638,0.0058609054787940856,0.47877393869693485,-0.9903990143077689,-5.714952212133838,-0.006286637852285125,0.9999999999999989,5,0.9,18.801962792873383,0.16666666666666669,1.0076494,0.9915936,0.99995947,0.34568518,7.394883e-06,0.00020833333333333335
21.864075,50.0,40000,-643350967.6068397,-631736920.8010731,-684098115.3293344,-733827483.4500655,-793213884.8538654,0.004294785743373343,0.4695234761738087,-0.9388159898956674,-5.664450776745097,-0.001994437203105308,0.9999999999999983,6,1.11,17.855203866958618,0.16000000000000003,1.0176921,0.9583485,0.99995214,0.3448978,1.881515e-05,0.0002
26.251525,50.5,40000,-662899701.2007865,-651583931.6482829,-699124166.0252726,-747803583.3260571,-806613424.9330485,0.005854927216806876,0.4632731636581829,-1.3075002006598122,-5.349531308023951,-0.02924763725793946,0.9999999999999983,7,1.36,24.814372539520264,0.15333333333333332,1.0316726,0.9147638,0.99996024,0.34424168,2.151983e-05,0.00019166666666666665
25.7539,50.0,40000,-654765128.2626303,-644618320.7358428,-689097066.5978485,-738458968.5939875,-805902273.1855013,0.004956325346828356,0.4714485724286214,-0.9052416749304049,-5.271781617757111,-0.013572359200506574,0.9999999999999988,8,1.6,17.193793654441833,0.1466666666666667,1.0117275,0.98028994,0.9999038,0.34495255,2.3130713e-05,0.00018333333333333336
22.30815,50.0,40000,-648631448.6769061,-638112495.1882823,-685500521.6549003,-732577732.8550674,-800201872.9524896,0.004632412282089391,0.4598729936496825,-1.039149959784274,-6.361314277686657,-0.0011739815452858255,0.9999999999999989,9,1.83,19.7591792345047,0.13999999999999999,1.023269,0.90573335,0.9998867,0.3429014,3.199305e-05,0.000175
32.522075,44.0,40000,-650769363.6062477,-638507366.5889384,-687217039.4995195,-733850322.0240709,-799215356.8713673,0.00540968420159453,0.39309465473273664,-1.214446195609086,-4.619644636701349,-0.0009263902249317024,0.9999999999999988,10,2.08,23.073914170265198,0.13333333333333336,1.0210241,0.84216475,0.9999121,0.3088258,0.00010278052,0.0001666666666666667
