_AverageReward,_No_optimal_actions,Steps,val1_[1 0]v1_,val1_[0 0]v1_,val1_[2 0]v1_,val1_[3 0]v1_,val1_[4 0]v1_,val1_[1 1]v1_,val1_[2 1]v1_,val1_[5 0]v1_,val1_[3 1]v1_,val1_[0 1]v1_,ad_diff_avg_diff,[1 0]adv1_,[1 0]adv2_,[0 0]adv1_,[0 0]adv2_,[2 0]adv1_,[2 0]adv2_,[3 0]adv1_,[3 0]adv2_,[4 0]adv1_,[4 0]adv2_,[1 1]adv1_,[1 1]adv2_,[2 1]adv1_,[2 1]adv2_,[5 0]adv1_,[5 0]adv2_,[3 1]adv1_,[3 1]adv2_,[0 1]adv1_,[0 1]adv2_,ad_diff_full_avg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
25.96365,50.5,40000,-2891.906551841084,-2888.52368611871,-2925.1394629831775,-2975.5454366048525,-3063.9714377744644,-2925.9448592164727,-2975.534016560473,-3160.437035848594,-3061.0528533155198,-2885.765534073766,2813.199691357031,-1.4593802210273772,-2709.644165614891,-12.563888700762076,-2704.7077352624765,-3.843372039616731,-2746.8974427716767,2.1555046626051015,-2788.661514129278,9.519935789823323,-2879.5170965396464,11.022980922105107,-2734.927877800462,1.3352151159485781,-2773.3806129341688,-17.79247009030123,-2981.9953982147103,-31.88230902372691,-2861.2599056286517,-1.099977528739495,-2680.862636352171,2781.7246624134436,0.003397916857086538,0.3884694234711736,-0.021894607468971445,-6.7585398056473815,4.351699634501507,0.9999999494371579,11,3.58,0.2922898638062179,0.12666666666666668,2.0728135,0.8852244,1.0001694,0.3276203,0.0010874199,0.00015833333333333332
26.62205,53.0,40000,-2911.9689554232295,-2910.361525942419,-2947.7967783494914,-2996.799493053519,-3083.5991405162254,-2949.2306455812236,-2993.5002114726262,-3180.447030962029,-3079.263210003968,-2918.0342682716087,2857.6869247181085,0.8952060768636889,-2753.059760716267,-12.152128979037798,-2746.912376747091,-5.555984049684319,-2791.8236635562685,0.7268320737982517,-2840.6814249001313,10.693499324803895,-2923.9611013573967,10.047487515855323,-2773.4033877143347,4.991897065875065,-2815.480289026035,-15.732569835300968,-3016.3368923971607,-27.432175776189993,-2890.415243027777,-5.13255547581122,-2728.610483263436,2824.2034130647066,0.002101794008171745,0.3887944397219861,-0.0023321113566531116,-5.334700861111224,5.9002968704171455,0.999999942454062,12,3.92,-0.07527107698842883,0.12,1.6013175,0.8574786,1.000665,0.33213204,0.0008353938,0.00015
23.43855,55.5,40000,-2919.274986811927,-2916.0587595192837,-2956.792449322278,-3005.1461302346493,-3088.055261211061,-2951.5387196813476,-2997.245920525952,-3184.544834169555,-3081.3795032634125,-2924.862140723569,2875.7896144989586,0.23842642643335787,-2764.1687013820288,-10.886321493673979,-2758.866047906526,-6.226386712372218,-2808.24785794523,0.15105189868957106,-2857.940064429873,12.317505544175761,-2940.8243355765785,11.224799407224479,-2778.7054647496416,3.5016485386668585,-2834.5721537015306,-13.870842367904237,-3031.475525759713,-22.210622094022664,-2902.5369770509624,-3.942940246042,-2753.6830600743097,2840.131650747757,0.003211225917938836,0.41212060603030154,0.0434073714006244,-6.217625699071788,7.442447683475586,0.9999999371926281,13,4.25,-0.8860632544383407,0.11333333333333334,1.1785234,0.89932823,0.99981266,0.33061814,0.00038101105,0.00014166666666666668
24.118375,55.5,40000,-2941.2405862811584,-2932.9331545939363,-2971.8834571213833,-3015.9169839231054,-3098.810260353263,-2969.877247886399,-3013.9537099273157,-3194.6184247755104,-3095.9047238143344,-2941.884576406369,2898.166571831064,-2.159934601100513,-2780.036951264505,-9.252602868418474,-2784.080456648576,-4.3775975647033825,-2821.0044440607985,2.082368671334441,-2871.239463714572,12.174549910088608,-2963.2130347704406,9.322849187881074,-2812.237314463702,2.347278374255345,-2850.5730260515174,-12.632815138408718,-3050.821394245375,-19.507323050857423,-2932.543707334479,-3.646973807481948,-2795.938478116399,2863.6038069782953,0.004364092822838002,0.3954197709885494,-0.02372160013010768,-8.539883319792304,5.824261448955044,0.9999999425691012,14,4.61,0.32997055957093835,0.10666666666666667,1.1395571,0.8458248,0.99978,0.32596305,0.0005130769,0.00013333333333333334
25.301475,56.0,40000,-2937.7895826100944,-2931.5678084937726,-2969.493952042424,-3011.374395929833,-3095.0721336418756,-2968.3278989999967,-3012.1233497276057,-3191.689943556978,-3093.076900992207,-2939.8623692490287,2927.213783696475,-1.0396322598345706,-2814.609296922944,-8.213241627808172,-2814.5564924130117,-5.7608722841409294,-2848.4238564077014,3.5567977001084348,-2895.5385719553724,13.4393430857251,-2993.2335580278727,7.993367623178965,-2844.476250055803,1.5847520457495534,-2894.3597894098552,-10.814389553908796,-3095.357965939599,-18.549030721279674,-2986.7455995707032,-3.8345739320152434,-2827.1621278022294,2899.2826028580866,0.003370370569643239,0.3714435721786089,0.029634538156270367,-6.514145674946311,4.7546330759214,0.9999999427126178,15,4.96,-0.6349694509990513,0.1,1.1291866,0.8679042,0.9999151,0.32363683,0.00024702682,0.000125
22.9017,56.0,40000,-2946.7514912910856,-2938.0143129555295,-2981.851931568056,-3022.898808687215,-3102.1044290679743,-2980.84002548509,-3022.3298267210266,-3198.119713276808,-3103.5954671536206,-2950.256038430096,2923.2054959893894,-0.3795571183998376,-2811.7372188032414,-6.357373810574668,-2800.4830055284756,-7.3131726751128845,-2854.4420568534956,2.067647151688896,-2913.294152402773,13.315231142846473,-3005.152274315084,4.885438918936505,-2831.3213967716383,2.726196922621089,-2876.825448098161,-9.494327356023616,-3103.8860313735186,-19.54403065079188,-2962.5202904921985,-3.281588079052677,-2808.212320030015,2894.4498659114734,0.0016059490862046868,0.3711935596779839,-0.020676955671620232,-6.881810981627892,4.692428917700868,0.9999999350966233,16,5.31,0.30061365058645606,0.09333333333333334,1.1112998,0.8782506,0.9999666,0.32897645,0.00048607218,0.00011666666666666667
30.032825,58.5,40000,-2959.415008737775,-2950.919946488569,-2993.883476141224,-3032.218898471149,-3109.1725275510616,-2992.4326826443385,-3033.0953018826376,-3202.7640717294134,-3113.99650285488,-2963.1702882623495,2956.498426758613,0.2560347418113102,-2852.780659218963,-6.973337363188451,-2843.056586246478,-8.350591784310325,-2893.341844976595,1.9564548931004622,-2940.8534347432096,13.081158857332083,-3025.7344739675477,6.191862956882818,-2882.4757359879563,3.410466711421401,-2931.4799634261417,-9.377874520301775,-3122.809123148061,-20.364854456387558,-3002.83326800052,-3.8495365469806155,-2843.365322023628,2931.471019522848,0.003916269011042602,0.37796889844492226,-0.03407644506093445,-7.645857829871187,5.089748877854165,0.9999999369093766,17,5.67,0.5999807761982083,0.08666666666666667,1.1665643,0.8488904,0.99982655,0.327586,0.00043069915,0.00010833333333333334
26.713025,59.0,40000,-2967.3227679110696,-2960.3126958402668,-3001.566538842229,-3042.531449002592,-3115.8115116302943,-2999.111636163534,-3036.8686716688007,-3208.8117921206317,-3120.8605146103423,-2973.544144955356,2952.6002359196273,1.2180189922027127,-2850.7614122619184,-6.884850146904355,-2842.1573008477185,-8.445331665272382,-2887.0101161649723,0.1354915915474067,-2926.7587315673627,13.219890383909648,-3014.1048218535993,6.631148519269474,-2882.0937711605807,5.983113532357313,-2925.2818390757925,-7.925854310079218,-3109.1762694441354,-20.947090788275453,-3009.146027408524,-6.054987662063908,-2855.345745154072,2927.8765583385366,0.004001738870138935,0.3949697484874244,0.02119985308904484,-7.058349159149993,5.25842217941881,0.9999999454928586,18,6.03,-0.41663803486153483,0.08000000000000002,1.0570011,0.95716417,0.99995077,0.32988095,0.0002999734,0.0001
30.61245,58.5,40000,-2974.992439449579,-2967.612289855048,-3008.0049832490354,-3050.7518501827076,-3120.6928685065013,-3004.1900840980093,-3042.2287547223045,-3213.8016282468766,-3126.5686701333666,-2980.726511923549,2970.826496080799,0.7080450594231905,-2882.030898360545,-6.495161019054881,-2877.6027284257807,-7.649724741381254,-2914.403370797516,-2.2025030858039942,-2961.333393398998,14.422635562859261,-3024.920467164828,8.698961915664402,-2905.41648369473,6.7802565454012145,-2947.442220283121,-7.892042402804077,-3116.4429100056786,-20.18261006048749,-3034.763278329018,-6.541722043856072,-2879.059656027849,2952.3061542218024,0.004149547161701516,0.4142207110355518,0.0007111102075102739,-6.515064976879335,4.865869583338259,0.9999999486123391,19,6.39,-0.11675433116033673,0.07333333333333335,1.1638811,0.81012064,0.9997943,0.3292068,0.00035318878,9.166666666666668e-05
25.984225,59.5,40000,-2985.1604384155657,-2976.6526298568215,-3019.3695226603236,-3061.1383676008463,-3132.124493766151,-3012.939264062954,-3050.7103696053005,-3224.371611892775,-3133.488290802611,-2991.5490688563395,2982.4987960461904,1.6352990310208635,-2887.3563269329406,-5.403474035125484,-2883.9355786224933,-8.848651037348256,-2917.626737059704,-2.0316150604772187,-2961.5824899189183,12.781541776547662,-3038.0158815291925,8.994592761926025,-2914.0666261639135,7.1368468079157275,-2951.3384011358426,-8.009114125382395,-3129.042487225116,-20.179621713567034,-3038.1947052402616,-8.418677552547582,-2891.2966431514988,2959.011300383284,0.003413964432147166,0.415620781039052,-0.00931519739267499,-4.988051661272543,5.927439190675476,0.9999999472629866,20,6.74,0.12854545027948916,0.06666666666666668,1.1104698,0.8679357,1.000118,0.32948986,0.00014134782,8.333333333333334e-05
24.4428,59.0,40000,-2986.072512781179,-2977.676814521839,-3022.1635938240047,-3064.504075555628,-3134.4913262746454,-3017.591530537777,-3056.0396182627414,-3226.1798739742367,-3138.464363184701,-2999.0711620041257,2987.2219377399115,2.7081797061676958,-2902.5074794380894,-3.8272592338967355,-2889.115162018078,-9.668603001577734,-2938.2399719175673,-1.4155680220735605,-2978.1095940280475,14.19465140807088,-3039.936443691158,8.055029958799313,-2915.2862077065984,6.424690385361509,-2957.8037225999237,-7.922499216855242,-3123.1618597559873,-20.214738488426168,-3040.575393368638,-12.309207222529173,-2899.1066354292316,2965.986714622636,0.0018045007084324994,0.411795589779489,0.009750790955623895,-4.509008140197591,4.296313544023858,0.9999999373077603,21,7.11,-0.24047061102464795,0.06000000000000001,1.1363386,0.89139205,1.000253,0.3283592,0.00020425062,7.500000000000001e-05
22.616725,58.5,40000,-2990.70636815289,-2982.306176437139,-3026.2331966501456,-3066.6763602262704,-3135.9661078691033,-3019.1442341257152,-3059.004537465499,-3227.8823902239756,-3140.3364671841646,-3003.182544289392,2990.48631798817,1.6901704031595388,-2892.367449953396,-3.492080025079486,-2882.3048250508114,-10.185390478755505,-2926.3909415983494,0.18005232975500585,-2967.215446669148,15.50037524886239,-3041.777662535407,9.784905753415627,-2923.2928391125365,6.060377475967106,-2964.924650092411,-8.033367659651546,-3131.5606907206015,-19.553875337903143,-3041.1396640844387,-13.918663507256698,-2906.97440499245,2965.5981079012063,0.0010115644830788091,0.411795589779489,0.004817730272915839,-5.442130317723648,5.296803187212587,0.9999999291496214,22,7.46,-0.11341801611706614,0.053333333333333344,1.0543375,0.8987968,1.0000596,0.3299166,4.001442e-05,6.666666666666668e-05
24.6589,59.0,40000,-2995.2332399816073,-2986.0519025705767,-3031.086331208674,-3070.5969382521635,-3139.326121814567,-3022.305260368118,-3062.3332395868442,-3230.8094631405543,-3141.8208842546774,-3009.914946967386,2997.619268674507,1.6090167489674805,-2903.8121665282106,-2.7987179128682627,-2892.362822878192,-11.03888637800055,-2942.43951864342,0.7959075627579153,-2982.5887554343235,15.462354198508189,-3058.111710368759,10.645232517001029,-2921.3886267243524,5.89634642200226,-2972.1001846627296,-8.280643050899032,-3152.243274378068,-18.334103547692745,-3056.98001441306,-15.683313498655691,-2900.908412326875,2976.1208679419105,0.0006667709871379621,0.40877043852192607,0.0011559721170020223,-9.365499535048428,6.35066734385184,0.9999999211808495,23,7.81,-0.054308734368532896,0.04666666666666666,1.0516305,0.88486415,0.999968,0.32567036,6.0508384e-05,5.833333333333332e-05
22.726325,60.0,40000,-2999.2104378479053,-2988.690466646361,-3034.010080782643,-3071.9580643265494,-3141.057169798388,-3024.9626588829256,-3066.231999857451,-3233.308505707935,-3143.1612738644267,-3013.366836212147,3003.0060625350475,0.7336733583111802,-2903.099582707449,-1.6735219577721145,-2888.5061593883047,-11.427359131194606,-2943.438886185925,1.6469335218569612,-2987.034072926034,15.902987321152132,-3064.339080138359,11.463684739430928,-2927.478016749153,4.259046897294252,-2968.229817650517,-8.482619383286064,-3156.4792516033554,-17.450264102746875,-3043.721673813617,-15.949167376758336,-2912.6485021358944,2977.399843718489,0.0010645975877830401,0.3969948497424871,0.004310941768199229,-5.949006529813142,4.416905836032794,0.999999921916698,24,8.18,-0.10528047615662217,0.039999999999999994,1.0398806,0.9223384,0.99994874,0.32896963,0.0001579769,4.999999999999999e-05
25.203975,60.5,40000,-3001.029724680782,-2989.069833227728,-3036.956496430259,-3074.132375055317,-3142.9243902785947,-3026.542314199956,-3068.1708093708903,-3236.552822570894,-3143.9728576027605,-3016.2368273073444,3011.437840225217,1.1209955110438572,-2923.407045375272,-1.0881349768956599,-2914.767690911178,-12.651306016562996,-2960.7810459383777,2.151845441411085,-2998.5636071643203,15.968801970496093,-3072.2343283635832,12.227033723482622,-2943.592100436891,4.24188823814037,-2982.8941798173855,-9.235402459829519,-3160.5287931196312,-16.862193577902097,-3068.0844688576726,-16.978992141600656,-2937.3836025871183,2994.1131398283214,0.0010585022115076562,0.4052952647632382,0.007917863168330302,-5.744062458167414,5.689587953793989,0.9999999254349209,25,8.55,-0.1895590671338141,0.033333333333333326,1.050018,0.92279446,0.9999661,0.32664782,2.696323e-05,4.166666666666666e-05
23.08365,60.0,40000,-3005.1643663474647,-2993.178791232115,-3040.7421339350412,-3076.956195321831,-3146.096999153827,-3027.9644309484006,-3071.185571919142,-3241.079780810486,-3146.03999888148,-3018.492785080319,3012.2895590569246,1.139544194152266,-2921.299379476296,-1.7894495523469356,-2914.6076501082684,-12.570064354631675,-2957.6746465745755,2.6028958490269933,-2993.223966002336,15.62863441319123,-3061.0478393151975,13.16501547006243,-2953.6024070969665,3.832886804222142,-2986.0151930528996,-9.433149344411444,-3155.397081673741,-15.678154734607247,-3052.0140468988225,-16.6808746227151,-2942.637855343062,2991.7737349664103,0.0009723089439575084,0.4070953547677384,0.002574941984350136,-5.10931640581441,5.501755429413644,0.9999999167873566,26,8.92,-0.07399370591156185,0.02666666666666666,1.0436506,0.93276876,0.99998015,0.32960835,4.7356294e-05,3.333333333333333e-05
29.80945,62.0,40000,-3007.572352162405,-2995.3844550243257,-3043.800837144168,-3079.706501602135,-3149.0090527345706,-3029.9752066306555,-3073.5048234410965,-3243.407075585904,-3147.4903827057337,-3020.244755433984,3027.6405196677015,1.067961419759549,-2953.9947970216413,-1.6745758665888117,-2940.5160458722276,-12.872794847237003,-2986.052213084915,3.0590895267691307,-3013.2478324365693,14.949205955375037,-3081.6562498432154,13.600394359921989,-2967.6334395204826,3.603377618434486,-3007.9332482276245,-9.067473098753801,-3176.4163455987737,-15.058374255542047,-3075.1430766647704,-16.64533906664647,-2960.199054466783,3014.3753774482493,0.0010272544575424378,0.40609530476523825,-0.012353764580560818,-5.859895961803764,8.010301233505121,0.9999999211880841,27,9.3,0.1980472793802619,0.019999999999999997,1.0525402,0.9205703,1.0000256,0.32209346,1.6712364e-05,2.4999999999999994e-05
21.382525,60.0,40000,-3009.4624265660104,-2996.931807425866,-3046.6725907843647,-3082.122253420041,-3152.398009611491,-3032.2969298248213,-3076.347086694847,-3245.6605942891624,-3148.94079041532,-3023.8174171084484,3013.4462402692084,1.4232710122194459,-2929.6400054141927,-0.9974623817537364,-2914.0046042050617,-13.477771873087473,-2962.2076183663294,3.7061107597280656,-2990.238381749063,14.330115196960405,-3064.1972915611805,13.332469059022253,-2947.0463502309185,2.9049423797869642,-2989.559178355782,-8.664156714859972,-3168.110656071534,-14.297379060100504,-3057.7028983258965,-18.195985349883305,-2935.267494986443,2993.8038632294433,0.0006560087432776143,0.41504575228761437,0.00526609881024906,-5.618629038068978,4.917889662855008,0.9999999136835936,28,9.62,-0.10474360245279968,0.01333333333333333,1.0159652,0.9633075,1.0000341,0.32980144,1.0447557e-05,1.6666666666666664e-05
18.3558,58.0,40000,-3014.2636487652394,-3001.066904151554,-3050.59143290383,-3085.3162833291076,-3155.3976942280665,-3034.684945661127,-3079.3374934213157,-3247.0848111078026,-3150.5705171394043,-3027.609871194231,3017.676079613638,0.7964619329025449,-2923.392243388433,-0.5166128976167101,-2908.4766819624924,-13.761558132803168,-2962.517234306628,4.232259004824425,-2997.973711508153,13.46930858099246,-3076.7114660215834,14.13086915247575,-2940.8289449242475,2.1539294857850506,-2981.7886390304375,-8.295481616756335,-3169.1378587921,-13.288511935245648,-3063.037558722215,-18.54802250100157,-2932.764804823896,2993.7001784553745,0.0005739586485331494,0.42652132606630333,-0.009084483129862821,-7.695118340868505,4.709919764467093,0.9999999059512031,29,9.97,0.17116097919642925,0.01,1.0049856,0.9815841,1.0000021,0.33328706,2.574436e-06,1.25e-05
26.578625,61.0,40000,-3017.8259236744616,-3002.973294883088,-3054.7657596882623,-3089.553950855239,-3159.631269217843,-3037.864887567814,-3083.526454384086,-3250.373651245913,-3152.674734848692,-3032.087212658695,3032.9314602543677,0.4511613376481639,-2956.2182221473927,0.24047545138562806,-2943.9911074557413,-13.648670535517931,-2984.901585084072,4.315733362291394,-3017.5345138164016,12.86298497387797,-3088.599619094605,14.777401679454142,-2971.650214153739,1.2070619017547504,-3013.3936624617404,-8.2702447241389,-3178.74706829204,-12.276362123154692,-3082.810151534474,-19.81589480922722,-2961.806905649705,3017.9496696204283,0.001483709180621751,0.41724586229311467,0.0028501690506049665,-7.998721100643109,6.26184882514979,0.9999999176674905,30,10.37,-0.06194773712195456,0.01,1.0119953,0.96811545,0.99997187,0.32303852,4.9334167e-06,1.25e-05
