_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_full_-1,adv%1,adv2_-2,adv2_full_-2,adv%2,adv2_-3,adv2_full_-3,adv%3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,diff1,diff2,diff3,diff_first,val_NN-1,val_NN-2,val_NN-3,val1_-1,val1_-2,val1_-3,val1_first,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.397475,29,40000,39.03249575,39.03249575,100,41.12317322,79.68805967,51.60518826,163.5433572,242.2767539,67.50270282,-38.28186508,39.03654354,41.12362779,163.541387,3.444136588,0.000454575,-0.00197014,41.72600166,41.72600166,-122660.78,-122230.7,-121800.72,-122621.7488,-122150.6255,-121557.2579,-9625.56952,0.006382219,0.254487724,0.165877056,-8.250337096,5.200317735,0.999999975,6,1.35,-3.205169648,0.17,1.922039,0.96892697,0.9998783,0.21202965,0.000222786,0.0002125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.69325,49.5,40000,11.53612673,11.53612673,100,11.53612673,22.93405067,50.30130482,11.53612673,34.19542748,33.73587519,12.22629337,-12.31157958,-12.31157958,-12.31157958,3.774570846,-23.84770632,-23.84770632,-8.451722521,-8.451722521,-10699.459,-10699.459,-10699.459,-10687.92286,-10676.4098,-10664.91977,-13533.37022,0.003075496,0.444297215,-0.030197485,-5.891857645,5.818691362,0.999999975,7,1.58,0.513689097,0.165,1.2640579,0.95952636,1.0000802,0.34112853,0.000294123,0.00020625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.680725,34.5,40000,79.74084208,79.74084208,100,55.10455152,133.8900983,41.15655468,55.10455152,187.3906465,29.40624442,-31.04561486,107.3544925,33.69935943,82.72728961,-31.04436088,-21.40519209,27.62273808,0.001253979,0.001253979,-17810.164,-18774.473,-18774.473,-17730.42322,-18639.78674,-18584.95156,-16286.08993,0.002877245,0.291514576,0.156244002,-8.854610482,6.092894263,0.999999967,8,1.81,-3.016168989,0.16,3.0946221,0.96147895,0.9998372,0.22791782,0.000315019,0.0002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.8575,50.5,40000,-43.89378674,-43.89378674,100,-43.89378674,-87.26172591,50.30130482,-60.28728895,-146.5036194,41.15071642,20.95595636,-122.8772458,-3.340317637,-52.45308536,-18.50509074,40.5534691,7.834203597,-39.4610471,-39.4610471,-35386.91,-35386.91,-34346.074,-35430.80394,-35474.60994,-34493.88589,-11066.01587,0.002827378,0.455922796,-0.014506891,-7.92192612,4.872787749,0.999999971,9,2.04,0.221335706,0.155,1.3314979,0.9426404,0.99990255,0.3424831,0.000410915,0.00019375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.83465,51,40000,2.792211862,2.792211862,100,2.792211862,5.550973026,50.30130482,9.692416493,15.17688886,63.86299973,105.3581374,29.57869145,29.57869145,30.04256134,118.9180296,26.78647958,20.35014484,13.55989219,13.55989219,-10195.986,-10195.986,-10416.752,-10193.19412,-10190.40749,-10401.49186,-17025.06807,0.002705611,0.4759988,-0.004226371,-6.532076715,5.432223854,0.99999997,10,2.26,-0.06543642,0.15,1.0996283,0.41420475,0.9996402,0.33691347,0.001357501,0.0001875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.159275,43.5,40000,-44.88217332,-44.88217332,100,-42.20558411,-86.550069,48.7643564,-44.88217332,-130.3953725,34.42006604,-58.75778524,-44.88811915,-42.21292781,-44.88811915,-61.38398955,-0.007343694,-0.005945821,-2.626204311,-2.626204311,-87162,-87002.875,-87162,-87206.88217,-87089.87299,-87293.70617,-11670.9875,0.004595689,0.332516626,0.013711968,-8.061651744,4.765160556,0.999999972,11,2.49,-0.319215838,0.145,1.9080548,0.9520017,1.0000432,0.27763492,0.000168093,0.00018125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4625,52.5,40000,-27.88022797,-27.88022797,100,-15.87190432,-43.41812717,36.55593956,-15.87190432,-58.76988233,27.00686763,-38.69415283,-35.70830575,-15.87163523,-15.87163523,-38.69439963,0.000269099,0.000269099,-0.000246797,-0.000246797,-9161.936,-9018.59,-9018.59,-9189.815775,-9062.286216,-9078.070727,-11217.29312,0.003032958,0.453547677,-0.013997315,-6.167432976,4.76360817,0.999999969,12,2.71,0.266194665,0.14,1.0537124,0.9506587,1.0000346,0.34187347,0.000304492,0.000175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7257,44,40000,34.84679506,34.84679506,100,36.48241697,70.91174743,51.44763498,36.48241697,106.5446417,34.24143758,-10.42275835,34.85107274,36.4761288,36.4761288,-37.81678609,-0.006288174,-0.006288174,-27.39402774,-27.39402774,-139304.73,-138627.6,-138627.6,-139269.8876,-138556.3342,-138519.9943,-6638.423813,0.004694495,0.383069153,0.04544047,-8.415107124,5.917415174,0.999999972,13,2.94,-0.937704688,0.135,2.657574,0.9193022,1.0000101,0.2853734,0.00044999,0.00016875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.83235,47,40000,-16.21754568,-16.21754568,100,13.02397947,-2.999280018,-434.2368633,20.0109443,17.04759566,117.3827952,-49.09854107,-1.651048484,9.827404563,15.92183268,-67.16947132,-3.196574906,-4.089111622,-18.07093026,-18.07093026,-42575.816,-43862.535,-44423.977,-42592.03395,-43865.69629,-44407.12043,-9751.383841,0.002541481,0.387494375,0.012944088,-7.118889892,5.631017409,0.999999972,14,3.17,-0.356472657,0.13,1.5399388,0.9381638,1.0002654,0.31784454,0.000646738,0.0001625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.357025,51,40000,-95.2217185,-95.2217185,100,-227.514003,-321.5949653,70.74551145,-227.4247652,-545.1670228,41.71653011,15.21548835,-8.504631649,-107.2579686,-119.9863594,-23.18611996,120.2560344,107.4384058,-38.40160831,-38.40160831,-16782.98,-17464.633,-18422.541,-16878.20219,-17787.17809,-18971.86597,-13469.87607,0.001848826,0.467323366,-0.031302966,-7.059767428,4.850707301,0.999999964,15,3.39,0.570893402,0.125,1.073454,0.9128891,1.000063,0.34144464,0.000537566,0.00015625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.078775,52,40000,-18.48689956,-18.48689956,100,-3.36786257,-21.63328908,15.5679636,25.2130065,3.838884227,656.7795487,11.03009014,-18.48785006,-3.368768601,25.2130065,-4.160817526,-0.000906031,0,-15.19090767,-15.19090767,-15973.211,-15239.31,-14525.097,-15991.69784,-15261.12736,-14521.65783,-17784.41992,0.00151658,0.437571879,0.01917931,-6.22737995,6.243472469,0.999999964,16,3.6,-0.412703237,0.12,1.1527499,0.93415505,0.99992776,0.33805224,0.000325635,0.00015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.19935,53,40000,26.58897018,26.58897018,100,26.58897018,52.85940449,50.30130482,18.97122084,71.19736966,26.64595747,-63.72817064,26.58868499,26.58868499,37.48907563,-70.27379432,-0.000285181,18.51785479,-6.545623677,-6.545623677,-9599.671,-9599.671,-9755.813,-9573.081928,-9546.546136,-9683.823743,-18671.98802,0.001502405,0.425496275,0.010737496,-7.00811839,7.41540646,0.999999961,17,3.8,-0.278609935,0.115,1.198636,0.9346385,1.0001752,0.34216365,0.000854146,0.00014375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7682,53.5,40000,-12.60759018,-12.60759018,100,82.63228403,70.17573278,117.7505111,-12.60759018,56.72743732,-22.2248541,29.67260191,-26.86687796,84.30868875,-26.86687796,-7.648609598,1.67640472,-14.25928778,-37.32121151,-37.32121151,-10872.362,-11369.827,-10872.362,-10884.96989,-11299.77724,-10815.06009,-18103.77792,0.001975621,0.456722836,-0.018953386,-6.016996821,6.064920494,0.999999967,18,4.01,0.314322813,0.11,1.120579,0.9327705,1.0001181,0.34394225,0.00036544,0.0001375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.83345,53,40000,-20.93544884,-20.93544884,100,-17.42216036,-38.10680252,45.71929211,-11.50563799,-49.15592102,23.40641321,-33.99589069,8.22553598,14.49761184,-34.04567721,37.77268157,31.9197722,-22.54003922,71.76857226,71.76857226,-36600.95,-35968.285,-35335.613,-36621.88467,-36006.60089,-35385.35803,-34122.71696,0.001844107,0.476748837,0.024612746,-7.806082797,6.399330554,0.999999963,19,4.24,-0.502514493,0.105,1.0804315,0.8230948,1.0001647,0.34340248,0.0002049,0.00013125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.9194,52,40000,27.5491432,27.5491432,100,5.233563489,32.45266795,16.12675881,5.233563489,37.29744848,14.03196117,6.864475601,27.5491432,5.233563489,5.233563489,17.73990187,0,0,10.87542627,10.87542627,-9248.799,-9100.14,-9100.14,-9221.249685,-9067.41204,-9062.243932,-11090.78596,0.001740555,0.461723086,-0.027247731,-6.226477861,7.740284786,0.999999961,20,4.47,0.435929008,0.1,1.160943,0.929868,0.99991125,0.34412053,0.000229863,0.000125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.239725,53,40000,10.62133853,10.62133853,100,21.90337428,32.39746917,67.60828805,21.90337428,53.91272177,40.62746892,14.98331445,10.62217958,21.90292856,21.90292856,14.98394256,-0.000445715,-0.000445715,0.000628115,0.000628115,-14163.143,-15022.619,-15022.619,-14152.52124,-14990.11567,-14968.2773,-14568.7087,0.004903809,0.474673734,-0.006058127,-7.109474383,4.546186123,0.999999969,21,4.7,0.022883911,0.095,1.0679202,0.827847,0.99964374,0.34114572,0.00023469,0.00011875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.071975,52,40000,-25.19692492,-25.19692492,100,-25.19692492,-50.09199067,50.30130482,5.845959361,-43.64592926,-13.39405406,-83.11691919,-25.19610535,-25.19610535,5.845405116,-83.11610811,0.000819563,-0.000554245,0.00081109,0.00081109,-9141.462,-9141.462,-9307.539,-9166.658839,-9191.80537,-9351.935872,-9123.203365,0.003213309,0.478298915,-0.010852581,-6.441419088,7.97712342,0.999999969,22,4.93,0.146818279,0.09,1.0836966,0.93966705,0.99987286,0.34444734,0.000236967,0.0001125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.925775,51.5,40000,-36.24665078,-36.24665078,100,-127.6231022,-163.4355181,78.08773985,-127.6231022,-289.1006627,44.14486669,-60.82276323,-15.99968122,-79.5381493,-171.6005247,-60.82276323,48.08495287,-43.97742258,0,0,-10057.381,-10324.002,-10324.002,-10093.62751,-10487.79921,-10615.09472,-7213.622492,0.003033575,0.480324016,-0.01156596,-5.398776204,5.754143618,0.999999969,23,5.16,0.1466838,0.085,1.119009,0.9338383,1.0000918,0.3432148,0.000299103,0.00010625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0939,52.5,40000,21.73358261,21.73358261,100,14.09025328,35.56346757,39.62002089,19.44833072,54.58574795,35.62895343,-21.30510779,64.99368163,-9.542485034,8.150846745,-21.30538024,-23.63273831,-11.29748397,-0.000272458,-0.000272458,-11591.054,-11923.468,-12255.881,-11569.32013,-11887.6874,-12200.72372,-10305.41265,0.00445757,0.467773389,-0.019013924,-6.361434159,4.410276053,0.999999974,24,5.39,0.319468401,0.08,1.0522232,0.89155763,1.0000309,0.34172812,0.000302663,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.692375,52,40000,4.120202438,4.120202438,100,28.85977898,32.93062139,87.63812451,-26.79199262,5.744119928,-466.4246735,-56.21995576,72.79499263,71.47490945,-54.19885563,-56.21995576,42.61513047,-27.40686302,0,0,-11376.623,-12199.234,-13020.094,-11372.50284,-12166.26263,-13013.97995,-10848.41276,0.003580372,0.463248162,0.012336392,-11.07748824,4.82593245,0.999999971,25,5.62,-0.285612743,0.075,1.0534501,0.921402,0.9999777,0.3420329,0.000335105,9.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.302475,49,40000,-128.395311,-128.395311,100,-5.17414726,-132.0312824,3.918879802,1.566299056,-128.8832486,-1.215285208,-78.53441762,-163.6017541,-10.93482859,1.566299056,-78.53441762,-5.760681325,0,0,0,-9848.247,-9829.873,-9771.57,-9976.642381,-9963.185715,-9903.050056,-15378.59496,0.002682937,0.414895745,-0.039901616,-12.60426144,5.689916135,0.999999968,26,5.86,0.735636977,0.07,1.1876141,0.9529094,0.99996805,0.3335973,6.63E-05,8.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.891075,52,40000,-121.7643007,-121.7643007,100,-121.7643007,-242.0698652,50.30130482,-121.7643007,-360.9341689,33.73587519,-36.26818505,-170.6140601,-88.88206038,-88.88206038,-25.13575474,32.88224036,32.88224036,11.13243031,11.13243031,-13425.965,-13425.965,-13425.965,-13547.72914,-13669.24992,-13790.52765,-10525.87583,0.001716824,0.426371319,-0.011570669,-8.679250279,6.837830053,0.999999964,27,6.1,0.211273257,0.065,1.0297682,0.940299,1.000098,0.33724084,6.37E-05,8.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.419175,53,40000,0.641120921,0.641120921,100,28.12771068,28.76115098,97.79758365,28.12771068,56.54430307,49.74455278,20.08220316,-12.31800173,34.1656961,34.1656961,26.93981682,6.037985414,6.037985414,6.857613659,6.857613659,-10019.0625,-10017.431,-10017.431,-10018.42138,-9988.663115,-9960.592939,-11578.57139,0.001170925,0.421071054,-0.005263523,-10.04148381,7.980562048,0.99999996,28,6.34,0.077290945,0.06,1.0276783,0.93321776,1.00005,0.33642364,2.84E-05,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6796,54,40000,73.6311633,73.6311633,100,-2.135464274,70.61359769,-3.024154475,-78.80417661,-9.036529821,872.0623754,30.27424,58.19444665,-27.73936838,-103.1800518,31.79622306,-25.60390411,-24.37587514,1.521983064,1.521983064,-11079.738,-11382.763,-11748.576,-11006.10712,-11311.41426,-11756.17461,-11344.03724,0.00166583,0.42699635,0.01554224,-8.682636451,6.336690171,0.999999957,29,6.57,-0.32086823,0.055,1.0502541,0.91510254,0.99993056,0.33943474,0.000145719,6.88E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.154875,50,40000,6.798051582,6.798051582,100,0.641364509,7.357975433,8.716589431,-131.6992891,-124.4294622,105.8425286,70.15686444,10.16024386,-3.312370318,-166.2911127,70.15686444,-3.953734827,-34.59182354,0,0,-10017.245,-10129.932,-10242.619,-10010.44707,-10122.50582,-10366.90746,-16206.97716,0.002383491,0.390069503,-0.015811737,-9.324945701,7.408783805,0.99999996,30,6.82,0.26649749,0.05,1.0319159,0.93066555,1.0001065,0.32029146,0.000132635,6.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.266125,49,40000,12.02793358,12.02793358,100,-0.144715958,11.73912297,-1.232766352,-0.144715958,11.45377232,-1.263478564,-0.144715958,12.02847127,-0.144981898,-0.144981898,-0.144981898,-0.00026594,-0.00026594,-0.00026594,-0.00026594,-9037.041,-8926.335,-8926.335,-9025.013082,-8914.475799,-8914.644233,-7357.039443,0.002121609,0.389844492,0.004924261,-4.511667942,7.704935734,0.999999956,31,7.06,-0.150366641,0.045,1.2165488,0.9680383,1.0001669,0.32607403,0.000236738,5.63E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.56475,54.5,40000,-47.87426638,-47.87426638,100,-48.93160802,-96.23234068,50.84736344,-22.41176698,-117.4912442,19.07526568,-30.38155307,-42.03375807,-44.57888649,-21.71373772,-30.38127513,4.352721531,0.698029261,0.000277935,0.000277935,-12942.746,-12511.04,-12120.8,-12990.62036,-12607.75016,-12239.72828,-11544.66282,0.001809862,0.432771639,0.019677304,-11.83974013,6.485367804,0.999999961,32,7.3,-0.438645347,0.04,1.03127,0.9328935,1.0000979,0.3370471,0.000156236,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.645625,55,40000,55.52960654,55.52960654,100,8.053705741,62.91806759,12.80030689,8.053705741,70.21801488,11.46957195,-59.86915201,31.15671308,54.72647075,54.72647075,-59.86941266,46.67276501,46.67276501,-0.00026065,-0.00026065,-16175.097,-15551.011,-15551.011,-16119.56707,-15487.53849,-15479.61173,-9813.808687,0.001558104,0.418645932,-0.004862955,-10.76016163,6.578116139,0.999999962,33,7.54,0.037805562,0.035,1.07046,0.9713559,0.99991053,0.33835724,5.21E-05,4.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.2328,49,40000,29.49521261,29.49521261,100,29.49521261,58.63707257,50.30130482,29.49521261,87.42981305,33.73587519,11.49546652,35.60369264,20.78914646,35.60369264,-2.976504468,-8.706066143,6.108480034,-14.47197099,-14.47197099,-11056.633,-11056.633,-11056.633,-11027.1376,-10997.70138,-10968.32403,-12398.78025,0.00356073,0.380819041,0.011091111,-16.31847978,7.720256819,0.999999963,34,7.77,-0.228016804,0.03,1.1664423,0.97697306,1.0000615,0.3125306,4.71E-05,3.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5099,53.5,40000,-8.601421822,-8.601421822,100,-8.601421822,-17.09979861,50.30130482,13.02074178,-3.874201243,-336.0884209,18.61876952,-8.601997834,-8.601997834,13.02045034,37.54911217,-0.000576011,-0.000291442,18.93034265,18.93034265,-9658.265,-9658.265,-9798.204,-9666.86607,-9675.450289,-9802.334629,-13611.23094,0.00198341,0.41359568,-0.017662947,-8.596942972,8.481452528,0.999999966,35,8.02,0.296548999,0.025,1.021212,0.99040836,0.9999552,0.33709878,8.48E-06,3.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.6352,53.5,40000,-0.806301741,-0.806301741,100,-55.2698935,-56.06653575,98.57911277,-0.806301741,-56.20116039,1.434670984,6.127873871,-0.806301741,-55.2698935,-0.806301741,6.127576913,0,0,-0.000296958,-0.000296958,-10883.925,-11057.068,-10883.925,-10884.73111,-11113.14294,-10940.69354,-11965.23209,0.00134665,0.433871694,0.010881511,-7.78048253,9.126722028,0.999999958,36,8.26,-0.217432286,0.02,1.0102032,0.9892601,1.0000182,0.33999532,5.48E-06,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.426125,53,40000,-24.99641139,-24.99641139,100,-1.690091351,-26.38704573,6.405004062,-1.690091351,-27.76102028,6.088001573,11.62317606,-24.99696828,-1.690091351,-1.690091351,-3.147301775,0,0,-14.77047784,-14.77047784,-9318.1455,-9452.854,-9452.854,-9343.141919,-9479.490026,-9481.126844,-12115.25655,0.001447629,0.41179559,-0.026396011,-11.34962421,7.985569346,0.999999956,37,8.47,0.4976843,0.015,1.0223564,0.9888116,1.0000236,0.33361772,1.40E-05,1.87E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.33515,54,40000,17.49310104,17.49310104,100,15.6492434,32.93277709,47.51874815,3.052368727,35.59061115,8.576331309,-52.27686791,27.45363912,11.8148671,-1.18276972,-52.27656546,-3.834376304,-4.235138447,0.000302447,0.000302447,-9952.974,-10222.816,-10115.507,-9935.480532,-10189.70905,-10079.41332,-10681.97138,0.001215568,0.41079554,0.00385723,-11.54569095,9.183505305,0.999999955,38,8.72,-0.056009836,0.01,1.0060141,0.99333066,1.0000062,0.33345306,1.32E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.742075,52.5,40000,4.910583598,4.910583598,100,0.735429672,5.587184478,13.16279558,0.735429672,6.25567968,11.75619132,-35.36749181,13.77682689,9.156404021,9.156404021,-6.803818471,8.420974349,8.420974349,28.56367334,28.56367334,-9532.41,-9731.739,-9731.739,-9527.499573,-9726.103066,-9725.378908,-12605.23873,0.001233156,0.427496375,-0.015103933,-11.94291736,11.83348111,0.999999951,39,8.96,0.274762627,0.01,1.0202966,0.9924147,0.9999766,0.33829075,4.04E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.616225,53,40000,10.33179728,10.33179728,100,10.33179728,20.53981963,50.30130482,16.66823918,36.96199177,45.09561953,-39.4705123,7.089825445,7.089825445,19.85352313,-39.47079495,-3.241971835,3.185283947,-0.000282645,-0.000282645,-10165.624,-10165.624,-10054.853,-10155.29223,-10144.98109,-10017.58265,-8457.585905,0.00099828,0.42859643,0.037443005,-9.391523908,11.87930879,0.999999949,40,9.18,-0.739310416,0.01,1.0157266,0.99354994,1.0000395,0.33807668,6.43E-06,1.25E-05
