_AverageReward,_No_optimal_actions,Steps,adv2_0,adv2_1,adv2_2,adv2_last,adv1_0,adv1_1,adv1_2,adv1_last,adv_0_diff,adv_1_diff,adv_2_diff,adv_last_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.3295,49.5,40000,-52,-49,-49,-7,-51.97531498,-49.06176811,-48.98596967,-48.98596967,0.02468502,-0.06176811,0.01403033,-41.98596967,0.060242209,0.502075104,-0.886865435,-4.706329223,0,0.999999999,1,0.31,16.84128326,0.196,1.0913287,0.8724295,0.99936384,0.34576046,0.000245432,0.000245
21.099125,49,40000,21.66802647,21.66802647,5.088876834,-6.451702795,18.98403957,23.8887673,5.825662478,5.825662478,-2.6839869,2.22074083,0.736785644,12.27736527,0.001728951,0.542777139,-0.094108126,-6.304067554,5.428656013,0.999999993,17,5.46,1.79024417,0.132,1.0088527,0.9918025,1.0000186,0.34439915,1.34E-06,0.000165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.503325,48,40000,-51.23556711,65.32779515,65.32779515,-14.35659679,-51.23466444,65.32822867,65.32822867,65.32822867,0.00090267,0.00043352,0.00043352,79.68482546,0.003983812,0.540252013,0.038248101,-6.730452629,6.705951411,0.999999995,18,5.78,-0.755350284,0.128,1.0233592,0.98162514,1.0000007,0.34505296,5.31E-05,0.00016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.1905,48,40000,-2.829794291,-21.05793075,-27.83601896,-13.10618822,-2.828946379,-18.20383415,-26.70494849,-26.70494849,0.000847912,2.8540966,1.13107047,-13.59876027,0.004944301,0.541327066,0.021186446,-9.083229711,4.693998545,0.999999996,19,6.12,-0.411681488,0.124,1.027513,0.9774846,0.99994797,0.3451066,4.01E-06,0.000155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.346325,48.5,40000,-1.587941854,10.45137268,-1.587941854,60.13665887,-22.16967469,2.003242318,20.366825,20.366825,-20.58173284,-8.448130362,21.95476685,-39.76983387,0.005295126,0.532101605,-0.00658966,-5.469180019,7.008748557,0.999999996,20,6.46,0.129184169,0.12,1.0242033,0.9862807,0.9999826,0.34509483,7.21E-06,0.00015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.68385,47.5,40000,-4.155001003,-4.155001003,-3.657149587,-0.849521758,-4.155001003,-4.155001003,-3.656868806,-3.656868806,0,0,0.000280781,-2.807347048,0.007133349,0.534176709,-0.041992706,-4.912296325,10.3932456,0.999999996,21,6.79,0.795233483,0.116,1.0374216,0.96838784,0.99999726,0.34510905,3.37E-05,0.000145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8921,49,40000,15.40800954,21.20724962,9.859292268,-3.847928399,22.3736099,15.00389414,10.59350541,10.59350541,6.96560036,-6.20335548,0.734213142,14.44143381,0.003387064,0.526926346,0.027046163,-8.20858004,3.846259146,0.999999995,22,7.13,-0.52519271,0.112,1.0310806,0.962514,0.9999534,0.34508365,3.81E-05,0.00014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.86085,48,40000,-0.215592921,-0.215592921,-0.215592921,-8.150354981,-0.215592921,-0.215592921,-0.215592921,-0.215592921,0,0,0,7.93476206,0.003846378,0.53160158,-0.061028559,-5.334239439,6.538724168,0.999999995,23,7.47,1.146847904,0.108,1.0174261,0.9685722,0.9999777,0.3450526,5.68E-06,0.000135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.534275,47.5,40000,28.7441841,-3.375816185,28.7441841,37.39945185,28.7441841,-3.376106133,28.7441841,28.7441841,0,-0.000289948,0,-8.65526775,0.006234269,0.533701685,0.151475515,-4.859102048,5.562077662,0.999999996,24,7.8,-2.880859844,0.104,1.0194331,0.9900214,1.0000266,0.34483767,3.62E-06,0.00013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.6625,48.5,40000,32.6441172,-21.26382807,32.6441172,-15.60771554,32.64383135,-21.26354755,32.64383135,32.64383135,-0.00028585,0.00028052,-0.00028585,48.25154689,0.00364296,0.534751738,-0.077821728,-4.418408584,5.907086043,0.999999995,25,8.13,1.467315041,0.1,1.0227885,0.9737789,0.99997306,0.34463072,3.33E-05,0.000125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.9857,48.5,40000,-10.15122053,25.82889991,20.09663171,10.86201042,-10.15122053,28.34786873,22.81135509,22.81135509,0,2.51896882,2.71472338,11.94934467,0.002620007,0.5420021,-0.057759275,-6.133021243,3.764550285,0.999999993,26,8.46,1.109744178,0.096,1.0036033,0.9937953,0.99998546,0.3445369,7.88E-07,0.00012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.674925,47.5,40000,5.912228408,5.912228408,5.926498941,20.36432592,-9.970100225,23.47713923,-9.496448269,-9.496448269,-15.88232863,17.56491082,-15.42294721,-29.86077419,0.004907471,0.542027101,0.196441774,-2.841487604,6.907922311,0.999999995,27,8.8,-3.739903197,0.092,1.0155388,0.9795367,1.0000253,0.34439367,1.77E-05,0.000115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.61385,47,40000,19.60892918,32.01445645,-27.28718492,2.039218251,27.12670663,22.66782473,-36.13925304,-36.13925304,7.51777745,-9.34663172,-8.85206812,-38.17847129,0.00448523,0.54700235,-0.004129395,-4.900203757,5.936968154,0.999999996,28,9.13,0.060419171,0.088,1.043646,0.97766256,0.9998948,0.3446933,4.01E-05,0.00011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.91735,47.5,40000,-2.856560426,-2.856560426,-6.826577498,31.22637291,-2.856560426,-2.856560426,-6.827148089,-6.827148089,0,0,-0.000570591,-38.053521,0.011745116,0.534926746,0.097053297,-6.032917442,8.136731848,0.999999997,29,9.47,-1.844813637,0.084,1.0230623,0.9879497,1.0000457,0.34463882,4.33E-06,0.000105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0323,49,40000,-25.85369985,-1.770910139,-25.85369985,-2.462048288,-2.578683938,-17.30190716,-2.578683938,-2.578683938,23.27501591,-15.53099702,23.27501591,-0.11663565,0.004576108,0.539551978,-0.104581315,-6.351235297,3.802873319,0.999999995,30,9.79,1.993751444,0.08,1.0091959,0.9897221,0.99999833,0.34475717,3.04E-06,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.296975,47.5,40000,16.8049137,16.8049137,16.8049137,-0.489629884,22.00627334,22.00627334,22.00627334,22.00627334,5.20135964,5.20135964,5.20135964,22.49590322,0.007571819,0.538101905,-0.158085976,-6.203689673,4.671478671,0.999999996,31,10.13,3.02548603,0.076,1.0077883,0.99150044,0.9999873,0.34459364,1.07E-06,9.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.448475,47.5,40000,0.022429051,-14.25887066,-14.25887066,29.85946637,0.02213795,-14.25828344,-14.25828344,-14.25828344,-0.000291101,0.00058722,0.00058722,-44.11774981,0.004109837,0.538876944,0.071213306,-5.961794224,5.9974637,0.999999995,32,13.12,-1.376980271,0.072,1.0050129,0.99134636,0.9999832,0.3444926,2.03E-06,9.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.137775,47.5,40000,24.73271041,35.94538148,24.73271041,-16.69690242,24.73271041,35.94501392,24.73271041,24.73271041,0,-0.00036756,0,41.42961283,0.003967903,0.54320216,0.160914367,-4.50594201,5.88157102,0.999999995,33,13.43,-3.053619355,0.068,1.010371,0.9837462,1.0000387,0.34452808,8.14E-06,8.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.93855,48,40000,22.22100072,-42.87689372,-42.87689372,-12.01815684,22.1696291,-40.75375335,-44.70382339,-44.70382339,-0.05137162,2.12314037,-1.82692967,-32.68566655,0.00261966,0.54640232,-0.194143434,-6.008786367,4.516886234,0.999999994,34,13.75,3.708944052,0.064,1.0138048,0.9886453,0.99995595,0.3447257,5.66E-06,8.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.182725,47,40000,3.875496523,-26.89130801,-14.46071516,40.19332087,7.088187074,-28.12421225,-3.33501752,-3.33501752,3.212690551,-1.23290424,11.12569764,-43.52833839,0.004619929,0.542727136,-0.009398719,-8.177013005,6.105597059,0.999999996,35,14.07,0.168138691,0.06,1.0259173,0.9850734,0.9999829,0.34497276,2.11E-05,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.97655,47.5,40000,-44.24622506,-0.083614677,-0.083614677,-44.24622506,-41.08185161,1.312910709,1.312910709,1.312910709,3.16437345,1.396525386,1.396525386,45.55913577,0.00213409,0.538176909,0.015065688,-4.135932199,5.461461926,0.999999994,36,14.4,-0.285019486,0.056,1.0079206,0.9914696,1.0000092,0.34482935,2.92E-06,7.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.735225,48,40000,-25.97490816,19.3721324,19.3721324,19.00611805,-25.97490816,19.37154439,19.37154439,19.37154439,0,-0.00058801,-0.00058801,0.36542634,0.002801219,0.541627081,-0.011289214,-4.403077182,5.782943746,0.999999994,37,14.73,0.197236774,0.052,1.0174209,0.985687,0.99997413,0.34510046,8.00E-06,6.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.585675,48,40000,14.52911132,25.71567816,-4.546697392,-8.776400114,6.783121346,25.71533905,-4.547400652,-4.547400652,-7.745989974,-0.00033911,-0.00070326,4.228999462,0.00562587,0.539451973,-0.039793877,-6.689552496,4.727557534,0.999999996,38,15.05,0.745490625,0.048,1.015558,0.97936344,1.0000057,0.34463623,7.92E-06,6.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.07825,47,40000,8.575487041,8.030668869,7.478761538,-3.774367678,-6.158977638,27.02906647,-7.270666011,-7.270666011,-14.73446468,18.9983976,-14.74942755,-3.496298333,0.003577111,0.537051853,0.055558249,-4.350755553,5.667806421,0.999999995,39,15.38,-1.075164543,0.044,1.0131723,0.980183,0.9999835,0.3445349,1.23E-05,5.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.47565,48,40000,-49.39569938,24.09934556,-9.018939049,29.85246985,-45.22882801,26.58426739,-0.34788701,-0.34788701,4.16687137,2.48492183,8.671052039,-30.20035686,0.002932857,0.535776789,0.110820865,-5.318192988,8.150645448,0.999999994,40,15.7,-2.108642094,0.04,1.0088072,0.99221545,1.0000333,0.34496984,4.53E-06,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.933125,48,40000,45.35307666,-27.66421971,45.35307666,-26.15744045,45.35336124,-15.94493264,45.35336124,45.35336124,0.00028458,11.71928707,0.00028458,71.51080169,0.005188085,0.541852093,-0.023164784,-4.979626647,9.43961234,0.999999996,41,16.03,0.441727176,0.036,1.005385,0.9952387,0.9999751,0.34499478,3.29E-06,4.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.181775,47.5,40000,-13.17665623,0.718125723,-13.17665623,-4.451550321,-13.17609824,0.718406129,-13.17609824,-13.17609824,0.00055799,0.000280406,0.00055799,-8.724547919,0.002920051,0.537076854,-0.052236964,-6.84584456,5.992776776,0.999999994,42,16.36,0.98377323,0.032,1.0023434,0.9966361,1.0000013,0.3450201,3.29E-07,4.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.983625,47,40000,-15.45727657,-15.45727657,-15.45727657,2.710708152,-15.45700034,-15.45700034,-15.45700034,-15.45700034,0.00027623,0.00027623,0.00027623,-18.16770849,0.003742323,0.539701985,-0.004899903,-10.54468917,5.880712987,0.999999995,43,16.69,0.099882085,0.028,1.0018773,0.99880075,1,0.34493524,1.42E-07,3.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.284325,47.5,40000,6.055389084,-53.01929374,-11.02895884,-4.483880297,1.79230492,-61.71392336,-8.996548213,-8.996548213,-4.263084164,-8.69462962,2.032410627,-4.512667916,0.006826614,0.539226961,-0.129852454,-7.87094144,3.523978484,0.999999996,44,17.01,2.469042215,0.024,1.0037004,0.99503815,1.0000054,0.34465063,2.02E-06,3.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.852975,48,40000,-28.97045468,-28.97045468,-28.97045468,23.93767965,-28.97073415,-28.97073415,-28.97073415,-28.97073415,-0.00027947,-0.00027947,-0.00027947,-52.9084138,0.004012753,0.538376919,0.112905776,-6.839718651,9.267537029,0.999999996,45,17.34,-2.148701116,0.02,1.0045025,0.99460256,1.0000007,0.3447785,3.27E-06,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.557625,48,40000,-1.906184972,10.36334768,10.36334768,-1.527039348,-1.735675476,10.51377699,10.23167231,10.23167231,0.170509496,0.15042931,-0.13167537,11.75871166,0.002815711,0.539276964,-0.015239865,-6.206500365,9.680976649,0.999999994,46,17.67,0.300721386,0.016,1.0040897,0.9954825,0.9999928,0.34459817,1.46E-07,2.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.958225,48,40000,16.71835158,16.71835158,9.601198737,-22.91475878,16.71806372,16.71806372,9.600913728,9.600913728,-0.00028786,-0.00028786,-0.000285009,32.51567251,0.003037979,0.538776939,0.019080232,-8.008062301,4.909751354,0.999999995,47,18.01,-0.375737236,0.012,1.0010889,0.9989975,1.0000019,0.3447945,9.41E-08,1.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.770225,48,40000,1.483257973,-7.562307179,-7.562307179,21.92948071,1.483550243,-7.562307179,-7.562307179,-7.562307179,0.00029227,0,0,-29.49178789,0.005548313,0.537651883,0.130237704,-4.021746839,6.801340891,0.999999996,48,18.35,-2.489543121,0.01,1.0056825,0.9980125,1.0000088,0.34436807,2.11E-07,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.312825,49,40000,-11.15434514,-31.89479844,-31.89479844,1.619634808,-11.15406139,-29.66274198,-29.66274198,-29.66274198,0.00028375,2.23205646,2.23205646,-31.28237679,0.00614468,0.538851943,-0.182040092,-6.49051802,4.600723429,0.999999996,49,18.68,3.469886705,0.01,1.0016375,0.9981667,0.9999971,0.34475714,1.59E-07,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.44975,48,40000,14.47688753,-12.6104207,14.47688753,23.95504386,14.47658723,-12.61072766,14.47658723,14.47658723,-0.0003003,-0.00030696,-0.0003003,-9.47845663,0.005003275,0.538726936,0.104978821,-4.545345103,6.90618079,0.999999996,50,19.01,-1.994842827,0.01,1.0012968,0.99880403,1.0000031,0.34474447,5.92E-08,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,average:,2.695695334,2.76992847,2.021259757,14.36421031,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
