_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_full_-1,adv%1,adv2_-2,adv2_full_-2,adv%2,adv2_-3,adv2_full_-3,adv%3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,diff0,diff1,diff2,diff3,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
22.295875,48.5,40000,-34.0,-34.0,100.0,-37.0,-70.59268,52.41336637169746,-36.0,-105.7469796936,34.043525502391994,-15.0,-34.00555484880584,-37.03971328595732,-36.05856112558729,-15.018000000956041,-0.005554848805843449,-0.039713285957319044,-0.0585611255872891,-0.018000000956041262,0.06335865393786903,0.49152457622881146,-1.0599997859932506,-6.223756823622781,-0.0011113559659918758,0.9999999050012021,1,0.77,20.122971177101135,0.195,1.013999,0.9853626,0.99990994,0.3464963,6.526105e-06,0.00024375
25.3029,50.0,40000,103.39208288301234,103.39208288301234,100.0,103.39208288301234,205.5455286130862,50.301304815846926,181.01182130258076,384.0949144828822,47.12684664057114,-36.01844068966693,114.39078811501713,92.50494306131895,153.00258797301558,18.561156371162724,10.998705232004795,-10.887139821693381,-28.009233329565177,54.579597060829656,0.04542529984378768,0.5007250362518126,-0.15647341426303388,-2.542200406817858,2.8750588766751823,0.9999999768582273,2,1.28,2.8900431245565414,0.19,1.1080409,0.8938777,0.99989784,0.34617892,0.00029650837,0.0002375
24.634325,51.0,40000,-0.399060920051852,-0.399060920051852,100.0,-0.46265223354021145,-0.8569324037698423,53.98934986060723,-2.040998970845976,-2.8876653244186556,70.67990024975867,-64.07233170046493,-0.399060920051852,-0.46221472743491177,-2.040081721077513,-64.07198821339807,0.0,0.0004375061052996898,0.0009172497684630798,0.0003434870668570511,0.013978890276194674,0.47947397369868494,-0.045934249815820054,-3.502059909953157,3.625121146116804,0.9999999703134008,3,1.81,0.7808055635541677,0.18500000000000003,1.0876592,0.88977885,1.0000156,0.34631884,0.00018286328,0.00023125
21.14405,50.0,40000,47.68389383417889,47.68389383417889,100.0,47.68389383417889,94.79653462022432,50.30130481584691,33.92720829375685,127.58808042923089,26.591205212602294,-3.4616505878402677,77.83581895548923,77.83581895548923,52.1316678136609,37.09497861740056,30.15192512131034,30.15192512131034,18.20445951990405,40.556629205240824,0.005364440089938553,0.49404970248512425,0.03561071367968832,-4.122247850510574,4.182456394504384,0.9999999616799197,4,2.23,-0.7600713963620365,0.18000000000000002,1.1015322,0.8510876,0.9999437,0.34555647,0.0004004034,0.00022500000000000002
24.7078,51.0,40000,9.642691096471026,9.642691096471026,100.0,9.642691096471026,19.16986275360633,50.30130481584691,8.479036086771885,27.419243884590013,30.92366850982794,14.200148167403313,9.642421375814592,9.642421375814592,8.479036086771885,14.199527334058075,-0.00026972065643349197,-0.00026972065643349197,0.0,-0.0006208333452377701,0.004859224233091402,0.4701485074253713,-9.17857249157562e-05,-3.6024472748773744,5.093421003269804,0.9999999556031431,5,2.74,-0.11404135590419173,0.17500000000000002,1.4071801,0.80871946,1.0002428,0.34604785,0.0005770579,0.00021875
32.404825,50.5,40000,-15.754706176358013,-15.754706176358013,100.0,-15.754706176358013,-31.320670972723256,50.301304815846926,-15.754706176358013,-46.70015551082804,33.735875189334394,-27.466091222651812,-15.754978229684639,-15.754978229684639,-15.754978229684639,-27.466481224795643,-0.00027205332662560977,-0.00027205332662560977,-0.00027205332662560977,-0.0003900021438312251,0.00434421826750489,0.4878493924696235,-0.019330823877382594,-5.152973026329213,3.8318311235216016,0.9999999498256195,6,3.09,0.2406812875997275,0.17,1.1564035,0.82705563,0.99978375,0.344639,0.000657586,0.0002125
25.58995,51.5,40000,1.8442061201130855,1.8442061201130855,100.0,-4.581831313314979,-2.7597187825208476,166.02529729966668,-4.581831313314979,-7.308488664821226,62.691912424647036,-4.581831313314979,1.8442061201130855,-4.581554828046137,-4.581554828046137,-4.581554828046137,0.0,0.0002764852688414976,0.0002764852688414976,0.0002764852688414976,0.0029250982677843157,0.4591729586479324,0.006774046394536063,-4.0171348579254635,5.16555033955065,0.9999999476882805,7,3.46,-0.1835560528561473,0.165,1.0754739,0.8502657,1.000109,0.3418418,0.0003444911,0.00020625
22.06965,52.0,40000,10.551779807152343,10.551779807152343,100.0,10.551779807152343,20.977149292215003,50.30130481584691,-63.752055404425846,-43.02621236073158,148.17027088029243,14.034135359001084,8.515520461771303,8.515520461771303,-56.71024319556636,37.69086365927069,-2.0362593453810405,-2.0362593453810405,7.041812208859483,23.656728300269606,0.002007985944527464,0.44377218860943046,-0.0010204614284843863,-6.2310333025031355,5.707217721481083,0.9999999402880128,8,3.76,-0.06107997428625822,0.16000000000000003,1.1132319,0.725313,1.0005727,0.33736953,0.0013930899,0.0002
19.352975,52.0,40000,-16.9069319124319,-16.9069319124319,100.0,29.999009137007306,13.29462226888634,225.64769822166792,13.37651767447096,26.51187036857604,50.454824531451635,18.278188679774757,-16.907614211771943,29.999721953512562,13.377262668658659,12.652527731466762,-0.0006822993400419364,0.0007128165052563418,0.0007449941876984667,-5.625660948307996,0.0019898905468559982,0.4198709935496775,-0.007553512419253707,-5.593593857629606,5.172649078364323,0.9999999397917796,9,4.06,0.09279016451910138,0.15500000000000003,1.3922306,0.8577421,0.9999787,0.3416759,0.00062752,0.00019375000000000002
25.1638,51.0,40000,-34.708949732212204,-34.708949732212204,100.0,-34.708949732212204,-69.0020862466325,50.301304815846926,35.28041280241996,-32.89502845097789,-107.25150414445426,-8.289527246821308,-34.70930145975399,-34.70930145975399,35.28041280241996,-8.289527246821308,-0.0003517275417834753,-0.0003517275417834753,0.0,0.0,0.0011956107453157878,0.43297164858242915,0.006628567474226736,-6.045802091210567,5.26103816321134,0.9999999386633536,10,4.38,-0.14456826483365148,0.15000000000000002,1.3931662,0.83666456,0.9998836,0.34343117,0.0007218763,0.0001875
