_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_full_-1,adv%1,adv2_-2,adv2_full_-2,adv%2,adv2_-3,adv2_full_-3,adv%3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,diff1,diff2,diff3,diff_first,val1_-1,val1_-2,val1_-3,val1_first,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.167875,47,40000,-11.48405393,-11.48405393,100,-11.48405393,-22.8305289,50.30130482,-12.03884043,-34.5958596,34.79850067,48.68410568,-8.982271664,-13.75616473,-15.73110312,45.59540697,-2.272110797,-3.69226269,-3.088698716,-3.088698716,-15786.12273,-15797.58381,-15231.16661,-8925.954254,0.00686977,0.507125356,-0.026228607,-4.400964404,4.528401747,0.999999943,6,1.28,0.406233726,0.17,1.1636335,0.81191254,1.0003098,0.34456456,0.00046085,0.0002125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.113825,47,40000,25.06434245,25.06434245,100,22.19647098,46.9605426,47.26621489,-33.45656171,12.94139359,-258.5236395,14.3172247,27.85438794,17.93074655,-49.80499722,23.51568732,-4.265724432,-16.34843551,9.198462612,9.198462612,-24340.57433,-25191.78346,-25516.07858,-14715.44249,0.007164242,0.516225811,-0.010493876,-5.907435702,3.79922757,0.999999958,7,1.51,0.093059388,0.165,1.3613765,0.8361423,0.9998818,0.34564227,0.000742233,0.00020625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.062625,47.5,40000,70.41530373,70.41530373,100,87.35156636,156.9232948,55.66513659,19.1501816,174.1935353,10.9936236,25.78325484,70.41450038,87.35195218,-19.00394667,21.65593851,0.00038582,-38.15412827,-4.127316331,-4.127316331,-13514.05931,-12908.7099,-12839.11716,-20595.22202,0.003931449,0.497274864,0.000621931,-4.681750088,3.788559862,0.999999961,8,1.74,-0.041882916,0.16,1.07378,0.9256185,0.9999585,0.34606317,0.000115107,0.0002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.94765,48,40000,3.58284477,3.58284477,100,3.58284477,7.122767059,50.30130482,5.449057208,12.48649352,43.63961107,110.256441,3.582566178,3.582566178,5.449057208,113.524673,-0.000278591,0,3.268231966,3.268231966,-9350.96403,-9347.388351,-9274.420408,-9407.151136,0.001979783,0.497749887,-0.00365819,-4.908716866,3.642066381,0.999999951,9,1.96,0.032314871,0.155,1.0940388,0.90017533,1.0000569,0.34574005,0.000137701,0.00019375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.6852,48,40000,-6.943408605,-6.943408605,100,-6.943408605,-13.80363518,50.30130482,-6.943408605,-20.58167623,33.73587519,16.48989558,-6.943408605,-6.943408605,-6.943408605,19.86251454,0,0,3.372618966,3.372618966,-9446.047901,-9452.977423,-9459.893085,-9831.991541,0.001456055,0.500625031,-0.004276932,-4.090099222,3.80512169,0.999999948,10,2.18,0.035742139,0.15,1.1378801,0.87421304,1.0003104,0.34545594,0.000414722,0.0001875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.863,49,40000,-17.81994301,-17.81994301,100,13.66145416,-3.945005937,-346.2974296,-17.81994301,-21.71768778,82.05267151,13.66145416,-17.81965377,13.66059456,-17.81965377,13.66059456,-0.000859592,0.000289237,-0.000859592,-0.000859592,-9711.183224,-9635.156052,-9715.297828,-9478.145429,0.003198297,0.486649332,0.010105378,-4.574225908,3.583864867,0.999999947,11,2.4,-0.269942343,0.145,1.1489931,0.8034657,0.9998039,0.34552473,0.000253083,0.00018125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.905875,50,40000,-4.385748972,-4.385748972,100,4.090377278,-0.242830422,-1684.458335,-61.47146871,-61.71139002,99.61122037,-48.92083444,-4.386444479,4.090377278,-77.37023838,-59.87850704,0,-15.89876967,-10.9576726,-10.9576726,-11695.66505,-12185.83348,-12334.40984,-9996.009638,0.002608035,0.47559878,0.001379385,-5.047255211,4.663898597,0.99999994,12,2.62,-0.160657439,0.14,1.1850952,0.9007165,1.0003144,0.34478283,0.00038791,0.000175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.386875,51.5,40000,-12.32687494,-12.32687494,100,-13.24846361,-25.42766259,52.10256179,-7.947492352,-33.07053154,24.03194621,2.876937824,-12.23034279,-13.24785846,-7.947492352,2.877409817,0.000605148,0,0.000471993,0.000471993,-10320.03684,-10180.00186,-9956.362115,-15368.68933,0.005342136,0.462273114,0.010431708,-4.818063231,4.603801562,0.999999956,13,2.84,-0.299740683,0.135,1.187752,0.68893504,0.99977297,0.34201157,0.000836835,0.00016875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.9072,51.5,40000,7.507578716,7.507578716,100,12.47753953,19.89517745,62.71640229,20.08986365,39.74669687,50.54473763,2.503313685,7.507578716,12.47691776,13.53870283,2.502758956,-0.00062177,-6.551160817,-0.000554729,-0.000554729,-10126.28148,-10442.07091,-10541.08544,-9785.605805,0.004769038,0.45119756,0.004095527,-5.597322089,4.861256855,0.999999953,14,3.08,-0.137990939,0.13,1.2019628,0.8890818,1.0002668,0.34391344,0.00037191,0.0001625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.38225,53,40000,7.039167543,7.039167543,100,-1.722377184,5.232461132,-32.917152,3.922527719,9.092303966,43.14118548,-22.09727782,9.862881455,-8.747962731,-4.626088758,-49.49386885,-7.025585547,-8.548616477,-27.39659103,-27.39659103,-14402.80654,-13747.08987,-13137.04318,-10977.20566,0.00515339,0.44099705,-0.042448226,-7.110086467,3.445489739,0.999999949,15,3.33,0.607736652,0.125,1.1607707,0.5699399,1.000192,0.33486918,0.001103085,0.00015625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.936,51.5,40000,-12.1253568,-12.1253568,100,-12.1253568,-24.10545183,50.30130482,-52.87137542,-76.68804395,68.94343982,34.74525735,-8.167621617,-8.167621617,-53.11788047,21.81679447,3.957735187,-0.246505042,-12.92846288,-12.92846288,-10693.94762,-10706.04873,-10393.7281,-12397.4389,0.004831468,0.454647732,0.001726637,-7.450960514,3.971513748,0.999999957,16,3.55,-0.119407013,0.12,1.2616178,0.87707347,1.0001286,0.34450454,0.000259431,0.00015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.765,51.5,40000,-25.33750532,-25.33750532,100,-25.33750532,-50.37146732,50.30130482,-15.498894,-65.26691114,23.74693965,7.277350361,-32.31675371,-19.24622627,-14.16780212,7.27763052,6.091279049,1.331091882,0.000280159,0.000280159,-9954.182232,-9979.469062,-10156.33057,-7060.245745,0.003892462,0.462123106,-0.001172688,-6.516924342,4.697904534,0.999999951,17,3.77,-0.05497888,0.115,1.1309141,0.7712158,1.0000471,0.34264436,0.000350274,0.00014375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.134025,52,40000,1.262348706,1.262348706,100,2.951410441,4.198636209,70.29450264,12.28866469,16.43700124,74.76220579,18.30676187,-7.125786552,7.391189739,27.95116007,-4.990240986,4.439779298,15.66249538,-23.29700286,-23.29700286,-9433.903667,-9549.440133,-9718.32493,-11531.87606,0.002933306,0.455622781,0.006967552,-10.55988569,4.761895524,0.999999947,18,3.99,-0.215034256,0.11,1.0713838,0.83717245,0.99984694,0.34206936,0.000125177,0.0001375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.09405,55.5,40000,93.63844963,93.63844963,100,-66.20245501,26.31420599,-251.5844675,-87.29978463,-61.30082283,142.4120927,-70.0852675,132.269384,-81.74485744,-84.8941428,-71.51262251,-15.54240243,2.405641834,-1.427355011,-1.427355011,-11710.6135,-12007.80499,-12528.86728,-12215.01655,0.004459729,0.425671284,-0.00430069,-7.985495703,3.994925568,0.99999995,19,4.2,-0.062888413,0.105,1.0831939,0.776379,1.0003126,0.3328772,0.000530154,0.00013125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.206825,53.5,40000,42.65686569,42.65686569,100,-6.305208298,35.84062814,-17.59234875,8.80856674,44.21982415,19.91994973,-26.35196677,22.75075641,-9.419991335,23.80683896,-15.66477726,-3.114783037,14.99827222,10.68718951,10.68718951,-13475.4447,-12956.91139,-13622.24958,-9223.133817,0.003926584,0.396894845,-0.062978248,-5.880991158,4.575433705,0.999999943,20,4.43,1.139148341,0.1,1.0754484,0.73300207,1.000324,0.32227367,0.000525861,0.000125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.83645,55,40000,27.03328884,27.03328884,100,39.80493109,66.51436114,59.84411549,22.67592258,88.39344167,25.65339933,39.19869971,24.99039754,29.91379578,40.63361061,32.72372093,-9.89113531,17.95768803,-6.474978775,-6.474978775,-11815.66202,-12272.42776,-11905.37271,-20979.03101,0.002192207,0.392144607,0.022413438,-5.877755058,4.107817817,0.999999943,21,4.66,-0.479215858,0.095,1.4531978,0.893572,0.9999787,0.33119443,0.000239321,0.00011875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.199425,54.5,40000,12.40152351,12.40152351,100,-36.09290566,-23.83995241,151.3967186,8.545066135,-15.00928364,-56.93187189,19.24778479,3.742073472,-36.09213743,8.545066135,12.04431925,0.000768235,0,-7.203465545,-7.203465545,-13254.3641,-12896.47204,-12753.01822,-11833.62382,0.003660115,0.387669383,-0.00310076,-5.470243501,3.434364546,0.999999943,22,4.89,-0.060582974,0.09,1.5561953,0.89270276,0.99945253,0.32895136,0.000737631,0.0001125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.455625,56.5,40000,12.72209472,12.72209472,100,10.66937752,23.23906155,45.91139577,1.688295299,24.64895289,6.849359106,-27.59623529,36.53604419,-0.840792523,24.01537191,-27.59649631,-11.51017004,22.32707661,-0.000261026,-0.000261026,-17106.95369,-17884.72577,-18671.50217,-9205.433343,0.003775496,0.403145157,-0.01560102,-4.703689709,3.69341539,0.999999949,23,5.12,0.190108714,0.085,1.2959821,0.8531813,0.9999329,0.3307825,0.000307194,0.00010625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8229,56,40000,-59.02488705,-59.02488705,100,-84.30760763,-142.6253765,59.11122528,15.15219208,-125.7645324,-12.04806458,7.340835845,-59.02428775,-84.3085082,35.04196812,7.340835845,-0.000900571,19.88977604,0,0,-10063.58739,-10141.61874,-10509.47895,-11126.99034,0.003223737,0.405145257,-0.015645994,-6.262847463,3.577390033,0.999999941,24,5.33,0.257217324,0.08,1.2583231,0.87364805,0.9996865,0.33643547,0.000508553,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.04215,55,40000,8.969027045,8.969027045,100,9.353159206,18.21473731,51.34940487,9.719848964,27.71637372,35.06897787,24.5155187,-24.79302584,-24.04244723,15.65780552,27.15956319,-33.39560644,5.937956557,2.644044487,2.644044487,-51192.33566,-50059.64888,-48926.61798,-11308.42121,0.004199492,0.42179609,0.008843963,-5.181379362,6.081546787,0.999999949,25,5.56,-0.258762514,0.075,1.1569297,0.6071873,0.9997592,0.33198458,0.000731782,9.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.8724,58,40000,-76.15274314,-76.15274314,100,21.19089628,-54.049537,-39.20643443,-76.15274314,-129.5547667,58.78034833,28.29599756,-77.11502099,10.03364711,-77.11502099,28.46268742,-11.15724917,-0.962277855,0.166689863,0.166689863,-11888.49942,-11555.47946,-11943.19935,-13727.18401,0.002649137,0.392494625,0.016621913,-5.074852218,4.094025517,0.999999943,26,5.79,-0.413399517,0.07,1.1231226,0.84007335,0.999791,0.32437912,0.00020845,8.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.13515,57.5,40000,17.65041233,17.65041233,100,17.65041233,35.08937271,50.30130482,19.29739432,53.96639635,35.75816736,-8.892341348,-9.962456304,28.2654477,29.8197358,-8.891775929,10.61503537,10.52234148,0.00056542,0.00056542,-16755.7617,-16738.14659,-15995.24394,-9312.443092,0.002759712,0.395069753,-0.013072689,-5.635964683,4.838683258,0.999999938,27,6.01,0.229237462,0.065,1.0872025,0.90699565,1.0000508,0.32908624,9.01E-05,8.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.701925,57.5,40000,11.05544133,11.05544133,100,12.23689937,23.15989651,52.83658916,10.97562323,33.85806418,32.41657045,19.88435674,13.3914501,11.33661245,10.13244173,-5.375474895,-0.900286919,-0.843181502,-25.25983163,-25.25983163,-25013.25315,-25901.69071,-26791.4042,-16012.93366,0.001651974,0.401745087,0.018500097,-4.849981334,5.269529822,0.99999993,28,6.27,-0.392714085,0.06,1.0743842,0.858675,1.0001034,0.32826856,0.000108953,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.975275,56.5,40000,18.34968449,18.34968449,100,-71.6396524,-53.50979712,133.8813755,-39.88056109,-92.74931084,42.99822902,12.73910363,17.44867598,-66.10021287,-70.50037896,12.73938871,5.539439531,-30.61981787,0.000285079,0.000285079,-14799.39836,-14088.05128,-13524.99511,-9943.075069,0.000918601,0.400145007,0.015960467,-6.463190144,5.020011524,0.99999992,29,6.49,-0.360078102,0.055,1.0827581,0.850935,0.9998925,0.32941446,0.000138665,6.88E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0327,58,40000,-7.000959569,-7.000959569,100,-7.000959569,-13.91804764,50.30130482,23.25877111,9.507461677,244.637022,-42.31871135,1.071843294,1.071843294,23.2590492,-40.13728925,8.072802864,0.000278087,2.1814221,2.1814221,-9366.676741,-9373.663698,-9351.01953,-12357.55296,0.000634955,0.39919496,4.82E-05,-6.601128573,4.021991897,0.99999991,30,6.72,-0.027479031,0.05,1.0574214,0.8892193,1.0000457,0.32669714,5.49E-05,6.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.547725,58.5,40000,49.02409995,49.02409995,100,49.02409995,97.46089119,50.30130482,-63.20745805,33.08585166,-191.0407467,-7.564950944,49.58803725,49.58803725,-53.26746692,-7.564402465,0.563937296,9.939991136,0.000548479,0.000548479,-11279.22785,-11230.3018,-10768.17196,-9138.811239,0.00083541,0.398669933,-0.004861333,-5.893204325,4.127998401,0.999999915,31,6.95,0.062177854,0.045,1.0419793,0.8477462,0.9999974,0.32417342,8.50E-05,5.63E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.038475,57,40000,-11.76481533,-11.76481533,100,15.90228277,4.278409926,371.6867492,17.18028258,21.40743716,80.25380365,1.451942405,-11.76421835,15.90166769,14.98545944,1.45138635,-0.000615078,-2.194823148,-0.000556055,-0.000556055,-10030.65544,-10349.04017,-10490.31939,-9131.155286,0.000950512,0.40039502,-0.005969199,-6.029053253,4.811498662,0.999999918,32,7.18,0.103826711,0.04,1.0258427,0.899063,0.99986994,0.32688215,9.82E-05,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.57875,60.5,40000,6.714226459,6.714226459,100,4.631454278,11.2652443,41.11277264,-20.2988893,-9.168602619,221.3956711,-39.01298171,6.713933952,4.631454278,-20.2988893,-35.01440941,0,0,3.998572299,3.998572299,-9824.906867,-9671.936302,-9862.495161,-9648.061434,0.001077411,0.376618831,-0.006683442,-9.428531221,5.318446911,0.999999913,33,7.4,0.128579429,0.035,1.0154963,0.93805856,1.000009,0.3191237,1.22E-05,4.38E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.835775,61.5,40000,36.33583136,36.33583136,100,-47.35054268,-11.45001458,413.5413308,-10.708658,-22.02150141,48.62819206,-0.202754305,41.23080972,-42.72077942,-9.623394105,-0.203590246,4.629763265,1.085263893,-0.000835941,-0.000835941,-26086.70128,-24965.33934,-23994.88519,-10133.31852,0.001282908,0.378143907,0.014603391,-5.645560722,7.718458797,0.999999915,34,7.63,-0.327835503,0.03,1.0455891,0.93355525,1.0000536,0.31540596,5.55E-05,3.75E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.734425,59,40000,14.67395198,14.67395198,100,5.670818027,20.16897606,28.11653904,11.41120077,31.33855249,36.41266064,-4.831108103,9.369519284,6.38831756,13.94473008,-4.592825207,0.717499533,2.533529312,0.238282895,0.238282895,-10825.11023,-10575.33887,-10233.42338,-19637.78864,0.000933696,0.386294315,0.010220321,-8.359663791,6.364841821,0.999999915,35,7.85,-0.218224756,0.025,1.0399193,0.9602083,0.99997663,0.32442483,2.13E-05,3.13E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.821275,59,40000,-27.9349459,-27.9349459,100,-27.9349459,-55.53523114,50.30130482,30.66712061,-24.20279846,-126.7089864,-27.70188595,-22.41535186,-22.41535186,43.77003617,-26.81748824,5.519594032,13.10291556,0.884397706,0.884397706,-10184.24061,-10212.11969,-9997.81164,-14521.31538,0.001032549,0.395569778,-0.005002797,-7.07235519,6.091853364,0.999999916,36,8.07,0.07343544,0.02,1.0104274,0.9548548,1.0000046,0.32467258,1.19E-05,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.880725,58.5,40000,32.04614216,32.04614216,100,-0.108141093,31.55408829,-0.342716582,-0.108141093,31.06792922,-0.348079501,29.11581245,26.56141075,-9.583678301,-9.583678301,29.11552499,-9.475537208,-9.475537208,-0.000287458,-0.000287458,-15498.02612,-16002.49328,-16002.66517,-9649.843448,0.00151913,0.393344667,0.000955484,-7.215567633,7.758275036,0.999999914,37,8.3,-0.03769344,0.015,1.0188936,0.96751714,0.99999607,0.32396853,4.12E-06,1.87E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.30535,58,40000,-5.218699594,-5.218699594,100,-30.4297449,-35.58592447,85.5106207,-5.218699594,-40.37830469,12.92451388,-4.59931326,2.670047844,-13.23611506,2.670047844,16.26824286,17.19362985,7.888747438,20.86755612,20.86755612,-14522.77143,-15119.97394,-14558.33817,-12417.96884,0.000955964,0.393969698,-0.002981032,-9.14194268,5.84340862,0.999999909,38,8.51,0.071825305,0.01,1.0048153,0.9716675,0.9999996,0.3263518,2.22E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9152,59,40000,-24.23332946,-24.23332946,100,-3.222766978,-27.16578115,11.86333262,-24.23332946,-51.07366455,47.44779853,4.36013242,-24.23361544,3.892350836,-24.23361544,1.132803301,7.115117813,-0.000285983,-3.227329119,-3.227329119,-9608.012626,-9760.952552,-9635.365441,-9171.208632,0.001305459,0.386044302,0.015853714,-5.279423475,6.952175483,0.999999921,39,8.72,-0.29806715,0.01,1.0271418,0.9814839,1.0000006,0.32355803,5.14E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.225925,57.5,40000,25.61021365,25.61021365,100,14.02599459,39.32939788,35.6628765,14.02599459,52.88422629,26.52207582,-11.02907746,15.01454925,-2.280538365,72.87200167,-21.0539266,-16.30653296,58.84600707,-10.02484914,-10.02484914,-16449.69447,-17159.13572,-17145.18889,-13347.10674,0.001109896,0.399644982,-0.009859372,-4.373261962,4.051423382,0.999999916,40,8.94,0.178339674,0.01,1.0164543,0.9873506,0.99994344,0.32881394,5.75E-06,1.25E-05
