_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],v1_[3 0],v2_[3 0],v1_[4 0],v2_[4 0],v1_[1 1],v2_[1 1],v1_[2 1],v2_[2 1],v1_[5 0],v2_[5 0],v1_[3 1],v2_[3 1],v1_[0 1],v2_[0 1],uavg_diff,navg_diff,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
19.9427,49.5,40000,0.0009221470394302911,-1014.9363671666271,-376.715857058592,-949.7278324764042,-133.4140309723135,-1116.8008972893183,-660.0271490269599,-1206.814709697323,-933.8038134173114,-1335.6429303725156,-1225.7049186162483,-1011.4878436449123,-546.1772856995697,-1094.6057212907301,-775.8459924414782,-1385.7801382570017,-1489.108090463958,-1203.0427247906393,-1018.3837750257578,-940.4659884049703,-315.24055040980915,-378.48836902584446,-409.0226146667075,0.46124806240312016,-0.3425212130320124,-4.370646775366711,2.5769477865041557,0.9999999606334513,11,4.02,6.399110913276672,0.15600000000000003,1.133047,0.8642321,0.99996144,0.34534717,0.00031555587,0.00019500000000000002
24.56435,50.5,40000,0.0009494035042938968,-1008.0790401028909,-369.9636671314265,-945.401236475288,-132.72774392148244,-1104.8144611283553,-644.1197804373348,-1195.0444929479247,-918.2200857704725,-1323.0000064858684,-1218.3356009716579,-1003.8372582061305,-541.9071025742626,-1079.7896732272923,-767.443922142451,-1373.421108721243,-1512.5673051050856,-1193.3352640133926,-1010.807571930876,-941.9604156345835,-317.16780845410165,-373.5422368503818,-401.91915021766056,0.4632481624081204,-0.48036378996448387,-5.194321111151511,3.0416378038192953,0.9999999559801894,12,4.29,9.015781700611115,0.15200000000000002,1.2217389,0.83186555,0.99983025,0.34489244,0.00033171117,0.00019
30.7464,51.0,40000,0.0010358251778526844,-1012.495303688548,-379.19837164151306,-956.7550296749225,-135.6605202773484,-1104.689685415356,-657.4257187715308,-1190.9582951433672,-934.8168225965906,-1311.760261853645,-1261.5706762002392,-1008.1299404924406,-555.9278520475118,-1085.0591636745353,-788.9809887549501,-1363.5347487000038,-1557.5111793099127,-1198.6848649910364,-1043.7663085674606,-949.287527358843,-325.60997607230485,-354.0886406753336,-382.1168873279727,0.47154857742887146,-0.5749970794901059,-6.156152741383195,2.492866542498874,0.9999999556426785,13,4.56,10.82989227771759,0.148,1.1329862,0.8816216,1.000238,0.345847,0.00022055446,0.000185
25.829875,49.5,40000,0.0008076797594013888,-1014.2348118776112,-382.4546630663164,-963.0147980728445,-136.96137422088267,-1101.0910693951246,-656.3071578255428,-1184.438450448309,-929.5449641491907,-1302.2092280921918,-1241.3498183156164,-1010.3578976291179,-554.483055674151,-1087.8149950542738,-786.8963765655589,-1351.9733035908052,-1537.5056993411733,-1194.0219207834728,-1037.0694888531639,-954.1508471900192,-321.9471558326724,-357.8787568289501,-381.8305050135891,0.47584879243962197,-0.5357947641129788,-5.540886779437568,2.284387137374421,0.9999999516221003,14,4.84,10.115961104631424,0.144,1.0816791,0.92708814,0.9999217,0.34455034,0.00029620965,0.00017999999999999998
30.41025,50.5,40000,0.0008818035062108034,-1009.7237523710174,-378.16586493691807,-961.5445892558703,-136.83166494008398,-1092.2941949391607,-644.6011046468612,-1173.6893574499582,-910.282082871476,-1286.9391003881635,-1202.5851312186644,-1008.2331845993618,-552.8061210433624,-1084.0380653060452,-783.6277342174769,-1336.7961505926746,-1490.1409245683349,-1184.5616921078356,-1030.4014311036074,-953.406786296715,-323.65551478177304,-363.81292989782435,-383.25598266901545,0.46194809740487025,-0.6047627406906702,-5.748872592672631,1.9960772023732638,0.9999999525239127,15,5.12,11.446525514125824,0.13999999999999999,1.0497938,0.952162,1.0001131,0.3456579,0.00022556086,0.000175
22.691675,49.5,40000,0.0005956085153196999,-1005.0735961367235,-374.12046574535685,-958.7818608920796,-136.03037115533814,-1085.6638587189684,-638.8558917459013,-1164.4101975490964,-901.3950185865649,-1270.3965540298213,-1193.9423400952646,-1004.4331058630262,-550.8821296088402,-1077.8222249776459,-783.8484556404619,-1320.0260302070583,-1471.9474299353471,-1175.8596918042826,-1027.6271707991377,-950.7620082586786,-332.12446430528644,-360.2455390819881,-380.02381225950415,0.4735486774338717,-0.5893468762089863,-5.7871678636767765,2.2289593630093787,0.9999999394594762,16,5.39,11.128998637199402,0.13599999999999998,1.0587139,0.93876797,0.99986124,0.3443868,0.00026882696,0.00016999999999999999
28.1593,50.0,40000,0.0008592190502178947,-1002.3924377310191,-376.58939319790096,-957.2326983738392,-135.274339509532,-1079.4278916754954,-645.0054142458866,-1156.0518290365142,-896.3148956187352,-1258.940809787021,-1181.0196190795402,-1002.2033097246098,-548.0331591229304,-1073.7287977998276,-786.2707236221534,-1309.0858799766452,-1476.2089623251509,-1169.8872221741058,-1020.3432076186865,-950.5820713139226,-327.715836863462,-356.67573963890214,-377.6315117174355,0.45974798739936995,-0.6009921754191995,-5.788469865638693,2.1117752737907733,0.9999999513686497,17,5.67,11.334356725215912,0.13199999999999998,1.107977,0.88158405,0.99993575,0.3448789,0.00019440714,0.00016499999999999997
25.947925,50.0,40000,0.0008143022659741274,-1000.1724266423063,-379.90130542266974,-953.4863094956479,-134.91386410508275,-1073.5587851368182,-640.3622228417996,-1148.0800923052639,-894.3624500484777,-1248.436108893861,-1191.8138412024227,-999.0194285692512,-552.1176158475928,-1069.4008538910375,-798.0184815097809,-1301.7363364715914,-1495.48718218622,-1164.790082315636,-1029.629422614728,-949.1062333795414,-330.25580507305114,-346.09244662491295,-362.19949931044624,0.4613980699034952,-0.5148977899078437,-7.246679405829582,2.6641679450565645,0.9999999517963226,18,5.95,9.680107057094574,0.128,1.2523031,0.8407854,1.0001141,0.34415618,0.00032521988,0.00016
22.76785,50.5,40000,0.0007387297368062446,-998.2854081540994,-375.03190429921517,-951.9657830108024,-134.3273236155038,-1068.8683114831256,-631.8123501508444,-1140.960375841699,-886.8452664810262,-1238.8166653926858,-1186.5258189850472,-996.9174367440133,-544.8834444856669,-1065.6058055593462,-793.6793650544932,-1296.575533353683,-1486.9639292861611,-1159.2451680673173,-1029.9641253534421,-950.334567888694,-331.04199440152297,-346.64995333825425,-366.2579886402442,0.4513225661283064,-0.47179035423838095,-4.810472962352409,3.0269471304069673,0.999999953017834,19,6.23,8.920914024114609,0.124,1.1220994,0.87442136,1.0000577,0.34461486,0.00022466338,0.000155
25.580275,50.5,40000,0.0007092570857405396,-996.6162558365951,-376.54005301139915,-952.1505917291545,-134.37102811579342,-1064.8672763481404,-629.9187795753753,-1135.3665426640137,-891.3232332339484,-1233.1210296144477,-1196.1143188954527,-995.1785829937508,-534.411008720105,-1062.712207921061,-784.2876771575902,-1294.8920694440483,-1489.4286784763367,-1154.1673109411581,-1028.4433853250282,-952.0125108180029,-322.08255140361297,-345.41636643957304,-361.09639415540926,0.4551227561378069,-0.5918659614598641,-9.862506912363056,1.9178216667925663,0.9999999454997218,20,6.51,11.145817220211029,0.12,1.0799046,0.91589004,1.0003389,0.34294343,0.00031441965,0.00015
27.014975,51.0,40000,0.0007732524325798671,-995.811833136716,-371.7432902646126,-952.8797698330649,-134.34999588172548,-1061.16011635966,-628.3735344362773,-1130.6706420283401,-888.0202048028119,-1225.9915230455704,-1175.963115760853,-994.0083989545329,-531.0099519106973,-1061.152264801812,-781.9677230373212,-1288.267195106188,-1478.4279556971567,-1151.8623761449426,-1020.9218005594146,-953.762613321048,-323.74276678234025,-348.10463935986644,-364.4641983833127,0.4393719685984299,-0.6657203167375912,-8.622209318169745,3.291794865372974,0.999999943906103,21,6.79,12.60421097278595,0.11600000000000002,1.071224,0.8821684,0.99996096,0.34236184,0.00014204728,0.00014500000000000003
30.242075,52.0,40000,0.0006957682191568529,-995.9460335866492,-366.0425665846575,-953.4835633287782,-133.76358887661888,-1060.7191897874811,-624.6415751473824,-1129.2910475748297,-885.5558885127506,-1223.116291766831,-1172.1707524746873,-994.4121689405349,-528.4648753357968,-1060.4703325170997,-779.115602967658,-1285.8518083126462,-1469.022218785867,-1150.3876986615458,-1017.6774100748171,-955.1432848079348,-323.8812540575659,-350.84856864665295,-364.90228841331015,0.42442122106105307,-0.7459544358991906,-7.059590248568953,2.1163947365245286,0.9999999448566842,22,7.08,14.055819988250732,0.11200000000000002,1.0622329,0.8484014,1.0001932,0.3354969,0.00037476706,0.00014000000000000001
26.90345,53.5,40000,0.0007403893400071146,-995.9043761066941,-366.21440589541237,-954.1704731684082,-133.9612173304595,-1059.1426709191555,-624.9531767925112,-1125.7422320400033,-882.6135893055288,-1220.1430530751857,-1176.2923804199997,-995.2547967516555,-525.7477424260486,-1058.7987085237737,-773.747205539403,-1283.1525086944077,-1471.0071095113772,-1148.1959497793287,-1025.0982627959177,-956.0151130187544,-321.18564326219587,-349.5699148798513,-365.0819329133149,0.4234711735586779,-0.691082039860111,-8.25848154536577,2.1701558285638662,0.9999999393045715,23,7.36,13.095947027206421,0.10800000000000001,1.24151,0.88513005,1.0001489,0.3411892,0.00025805944,0.000135
26.046175,52.5,40000,0.0006414323679947776,-994.2425831479096,-366.48650792313913,-952.7241205056304,-134.05367506654838,-1056.515707850195,-628.2517160965806,-1122.1528706630284,-888.2753810817038,-1216.6510498156972,-1185.8163352032207,-995.1852645573199,-529.8400768415117,-1056.6307438170859,-777.8017920000101,-1278.914249048822,-1476.1771214186804,-1145.0998592432563,-1031.7876594191548,-956.5178700384613,-325.484111122828,-343.06599425140286,-357.0687886189683,0.4333966698334917,-0.7266762980475473,-8.887994055465144,1.973403994515573,0.9999999349589451,24,7.65,13.778808772563934,0.10400000000000001,1.0773373,0.8798561,1.0000255,0.33879974,0.00029164247,0.00013000000000000002
19.959375,50.5,40000,0.00038594183050201,-991.7494572604603,-363.9544056848791,-950.5650092437196,-133.23752201549195,-1053.0741121244475,-620.6055550525623,-1117.1896266225547,-875.7010223539945,-1210.025947138816,-1167.77673499686,-993.2028427952824,-525.1049784375956,-1053.766443322658,-772.233584671255,-1272.4295024918322,-1454.8240047223305,-1140.150463785187,-1022.3745939699132,-955.1246528158574,-322.4973115803583,-347.8968344115575,-360.7379516220676,0.41774588729436474,-0.7127471300175666,-7.212907899516242,3.3211575805818767,0.9999999181274088,25,7.93,13.501069188117981,0.1,1.0578223,0.9641417,0.9997597,0.34183475,0.00019221488,0.000125
22.361775,51.5,40000,0.0004733882774254872,-988.4794132777047,-359.544112105932,-948.1212894203505,-131.77856362870426,-1048.667616095932,-612.0351090633038,-1112.254382121854,-863.4828986691774,-1204.5305193402862,-1155.7338019626302,-990.1159506205424,-517.165575407594,-1050.07271070681,-764.8901864752969,-1268.366503729385,-1446.8993629218164,-1135.1737477300521,-1015.4801762745019,-952.5688073793021,-316.51684299746006,-351.4824310915802,-363.74741654067395,0.4337466873343667,-0.7997597278755332,-7.609971696637159,1.3610622987780294,0.999999918579089,26,8.22,15.090322971343994,0.096,1.0625511,0.88732094,1.0000014,0.33846918,0.00033066163,0.00012
26.4198,53.0,40000,0.0005135254553930901,-986.4188762366856,-359.38571290658905,-947.8192203222535,-131.67863042161832,-1045.9002126980588,-611.310347277096,-1109.4573169838106,-870.1364293356613,-1201.184696182541,-1160.856607009788,-989.6829846627448,-512.1738161319706,-1048.1307152247812,-758.6115332732979,-1265.345392730104,-1450.487806613753,-1132.1275032625206,-1015.6013225779045,-952.4363717703642,-311.3313745236765,-349.69297100025096,-360.35719278772774,0.4174458722936147,-0.9064831123957986,-6.852016010634502,1.9705749593535908,0.9999999183277061,27,9.07,17.188962817192078,0.092,1.0862131,0.84293187,0.99975586,0.33565378,0.00021709608,0.00011499999999999999
19.719425,51.0,40000,0.0004346637974425658,-984.0615662299283,-360.30467588358414,-946.7682324340644,-131.03218516337697,-1042.2889686295068,-613.3526470808065,-1105.1558198614723,-873.6591140812325,-1196.8764601638104,-1159.5493005099881,-989.1145900949459,-508.5004322575681,-1045.415179643643,-752.6725657596177,-1260.7297530243538,-1440.8686339283122,-1127.9962787849004,-1014.7901306419385,-952.8015394702122,-309.85385375046144,-348.66248492799514,-359.9205299657614,0.4093954697734887,-0.7392309961525044,-6.51758572854152,2.1533658449847626,0.9999999149738408,28,9.35,13.981489479541779,0.088,1.0490977,0.8847934,0.99989307,0.33394572,0.00024640074,0.00010999999999999999
27.7996,49.0,40000,0.0006370767742355864,-982.4045810652934,-360.96623562302034,-945.3234889100345,-130.64820554132464,-1039.4629083018988,-611.5047647824626,-1101.3020839824255,-872.5582563215901,-1193.3963686404,-1160.9157501285174,-987.7380959720921,-505.83168779661884,-1042.9157712328179,-745.3383714892676,-1257.7674412568442,-1438.805412251304,-1125.125232834005,-1005.2171351935499,-951.9074732114957,-306.11500886484174,-348.94426174148094,-359.33857572233245,0.36676833841692086,-0.917325762432193,-6.562524303805588,2.0341203229005576,0.9999999241027533,29,9.64,17.379896998405457,0.08400000000000002,1.4000325,0.9217158,0.9998661,0.32936153,0.00065612973,0.00010500000000000002
32.93905,50.0,40000,0.0005645408732477559,-983.3998773236234,-359.72337225769854,-945.9202675663547,-130.81718947089638,-1038.8359358396197,-606.5688903253903,-1100.22069988224,-863.4137604431986,-1192.479730095507,-1152.0273210851128,-988.1032632113421,-503.96017108987974,-1042.892834433586,-745.5010396970239,-1257.5111214826056,-1431.61391785414,-1123.8091105123046,-1001.0929101809315,-952.4446240907159,-307.90396147676427,-352.2994930556863,-360.0362408456534,0.36439321966098304,-0.9412775292045313,-7.52043205248815,2.2279542072883136,0.9999999321780184,30,9.93,17.868184685707092,0.08000000000000002,1.1040714,0.9747015,0.9999706,0.32478178,7.428803e-05,0.0001
30.8729,51.0,40000,0.0005421447143053827,-983.4376031276693,-361.833653448553,-945.7180779577524,-131.5896557988794,-1037.4263576968672,-608.0645297241487,-1098.8932994994068,-868.7485262628433,-1191.0075185727092,-1162.7595617675208,-987.2522723606521,-508.2600142515021,-1042.0943757785585,-748.5635341486161,-1257.051365267587,-1451.0492750186806,-1121.9558515713177,-1009.1066523847471,-951.8460681207036,-307.24151130168616,-345.94658758460463,-355.1195429185403,0.38141907095354766,-0.7398400292222365,-7.29792015618722,1.2798909857389924,0.9999999431226327,31,10.23,14.02479338645935,0.07600000000000001,1.0230719,0.92752606,0.9999512,0.32475904,3.8868744e-05,9.5e-05
33.521025,51.5,40000,0.0007193872537839711,-983.3034011655013,-363.0410189417029,-945.6101482481837,-132.33972361550477,-1036.440807159845,-611.3816836560547,-1098.228402220008,-870.095943311078,-1189.818091256419,-1160.3825259191178,-987.4292899779708,-513.9709331536377,-1041.6029458986845,-749.3172896880232,-1256.0089818184429,-1447.5383009885784,-1120.117794192772,-1006.7201915235468,-952.6496722870212,-310.8527402209694,-344.5569183206635,-352.3098355968144,0.3704435221761088,-0.9500382334677702,-7.075023815933795,3.3372675357008004,0.9999999346312742,32,10.52,17.993814706802368,0.072,1.0266193,0.9171825,0.99985605,0.3213061,0.00017589061,8.999999999999999e-05
88.57735,33.5,40000,0.0007317080801166515,-983.2914737368201,-361.2317765773249,-945.3663239516469,-131.39563976186778,-1035.5310517873204,-607.1324406136631,-1097.1434155977513,-862.9898775605249,-1188.7113170529233,-1150.0497482372189,-988.2626160468523,-510.77317178611895,-1041.453877805734,-741.5667709667682,-1254.2690800526964,-1432.562754570985,-1118.2406653868131,-996.9481613675823,-954.4010976489037,-309.5387123549843,-350.2481865270423,-354.6810308283508,0.2255362768138407,-1.0786520128817274,-3.7024729829899123,0.9789562356482682,0.9999999730732584,33,10.83,20.488243460655212,0.06799999999999999,1.2653029,0.98058105,0.99991757,0.23324326,0.00012785537,8.499999999999999e-05
21.528675,52.5,40000,0.0004768244787313403,-980.8369704454614,-361.1511385934694,-944.1255108652961,-131.87337411019624,-1032.5445765068298,-607.9570456062634,-1094.5033364454944,-865.7230255263831,-1185.701062437118,-1157.92260920388,-986.8137725527631,-510.1510289429298,-1038.6931899816661,-739.2798745832109,-1251.8329920867184,-1439.9144696144422,-1114.775574552943,-999.5176883986367,-954.8174999205942,-311.17703545591314,-345.99771957595595,-354.73217821192173,0.3931946597329867,-0.668019024819448,-6.43745155599124,3.2718020925602085,0.9999999284953208,34,11.12,12.663823783397675,0.06399999999999999,1.034533,0.9096523,0.9998799,0.33165893,5.822424e-05,7.999999999999999e-05
40.502025,46.0,40000,0.000695895093800725,-978.5536984130113,-359.575879849776,-943.8396490370695,-131.64773197589167,-1029.848486581287,-604.4040214044292,-1091.7907391036404,-859.0238661128577,-1183.0320962644566,-1154.6260037359361,-986.0483968407422,-514.6164201242398,-1037.4512105107453,-742.2027895206663,-1250.2416186617745,-1441.207319806175,-1113.0875586372076,-999.6295678031946,-955.9161700948847,-317.7316399223601,-344.5144383889292,-350.54018535493725,0.32264113205660283,-1.0248972406875543,-6.027982678395461,1.8416506736162508,0.9999999406665812,35,11.41,19.430109322071075,0.06000000000000001,1.1870099,0.95360976,0.9999211,0.30504382,0.00010232313,7.500000000000001e-05
58.622475,38.5,40000,0.0005923761265886788,-978.3395108881471,-358.66149204027425,-944.0399316535262,-131.65282466505218,-1029.56496610153,-601.8793575533841,-1091.3628691358556,-860.9513332871278,-1182.3895608309429,-1157.2145678430966,-985.1029316767562,-516.0333017568184,-1037.0847271973985,-746.7243981832914,-1249.722882583101,-1440.2155627866348,-1113.1069053531096,-1005.8249183145048,-955.7131275239495,-318.2449545709918,-342.902470194314,-347.1532593336851,0.26833841692084603,-1.1105699720195115,-4.035152221329984,2.508444872246353,0.9999999555187131,36,11.71,21.115204572677612,0.05600000000000001,1.0141791,0.9373928,1.0000225,0.266291,2.5592519e-05,7.000000000000001e-05
32.898375,46.0,40000,0.000565777323361261,-978.3549964915974,-361.07293882727697,-944.6609866341176,-132.49622945037885,-1029.1457050892577,-606.916563976807,-1090.8107272713578,-863.3764664089349,-1181.7779478436012,-1161.7903772175775,-984.6302350291418,-519.38966152095,-1036.6806911608635,-749.768175724482,-1249.766561283379,-1448.9588675429245,-1112.861150287624,-1008.5829230437197,-956.8824063158372,-321.84277715773015,-339.1376426535996,-345.91074333275475,0.34029201460073005,-1.038506716791496,-5.896418544051264,1.8247315519081655,0.9999999246275961,37,12.01,19.70287549495697,0.052000000000000005,1.0236932,0.96600646,0.9999232,0.31403962,2.2872886e-05,6.500000000000001e-05
20.30995,51.5,40000,0.0003468835791471409,-978.0031276863801,-362.62364810903756,-944.8328829147188,-133.08853387400208,-1028.911633505088,-609.1011482949688,-1090.2017702352464,-868.099762865598,-1180.8898748182414,-1167.9370210524894,-984.2911518705056,-519.0793101227239,-1036.3564552359082,-752.04769435174,-1249.547197242961,-1456.9541652289813,-1112.5078727949315,-1011.7186448247093,-958.0028484755397,-322.6373228594461,-336.02575631958246,-344.87145478690223,0.3905195259762988,-0.7828425862657511,-7.0536791274722335,3.0194848301982864,0.9999999134281085,38,12.3,14.848824381828308,0.048,1.0251483,0.9435206,0.99991083,0.33025053,0.00012615143,6e-05
30.882725,49.5,40000,0.0006554369919781472,-977.9137679863491,-361.26022368574485,-944.7694672065124,-132.89656418739523,-1028.7837366734614,-608.405174886416,-1089.883310559848,-867.2222572968528,-1179.7745144382413,-1168.7337177854345,-984.0463617825595,-517.5232900264474,-1035.7660030999634,-751.6205201502196,-1248.5226471229337,-1458.3838791846608,-1112.016435238714,-1011.3323478667495,-958.1881516233021,-324.49710234096113,-335.7789318321003,-342.11541502744365,0.33696684834241714,-1.0112145178145198,-6.84165284427314,1.7378749566748648,0.9999999241934769,39,12.6,19.215242624282837,0.044,1.0928745,0.9786272,0.999928,0.3172843,4.9899998e-05,5.4999999999999995e-05
22.90405,52.5,40000,0.0005071226411925045,-977.7646544501536,-361.1974249011692,-944.9518918621559,-133.21744963352856,-1028.1973072317726,-609.0592550877786,-1089.0890239313808,-871.987944285173,-1177.929395186358,-1170.3529777965157,-984.3812479526878,-519.7224798880264,-1035.2774522612171,-754.9436328234104,-1247.5119958935923,-1459.5364199725946,-1111.009715093172,-1018.2615548054441,-959.4082003432403,-323.3179575185972,-333.3923787493493,-341.6086304449267,0.3713935696784839,-0.8212717919050303,-7.470305133677388,6.084526051451398,0.9999999164049617,40,12.9,15.586634159088135,0.039999999999999994,1.0590973,0.9779902,0.9999676,0.32826325,1.8477243e-05,4.999999999999999e-05
