_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
28.534,49.5,40000,0.050921710793995975,-481.7541222487297,-472.102049490242,-523.1246676726704,-624.9123962679795,-718.8642208494035,0.4726381909547739,-1.1021723331388382,-5.658879679309659,-0.07469425766710176,0.9999999986839674,1,0.32,20.906137347221375,0.196,1.1793661,0.751644,0.9995196,0.3443579,0.000700577,0.000245
79.189175,37.5,40000,0.004235906419648447,-919.8613640222875,-1062.9930410426405,-837.4777524921009,-910.5197669123493,-771.8247725216239,0.2931407035175879,-0.6761256749010844,-3.412932932213603,1.8690897194582778,0.9999999996954955,2,0.67,12.831327259540558,0.192,1.0408375,0.9301578,0.9999672,0.22834608,3.0268287e-05,0.00024
88.1203,19.0,40000,0.0006252809989631138,-919.8613640222875,-1062.9930410426405,-837.4777524921009,-910.5197669123493,-771.8247725216239,0.16374371859296483,-1.1143685144605335,-4.7239712227057735,1.9730369099154836,0.9999999994721332,3,1.01,21.16739857196808,0.188,1.0112013,0.89887077,1.0000407,0.13949944,1.2374314e-05,0.000235
290.55415,3.0,40000,0.0003306124113112847,-919.8613640222875,-1062.9930410426405,-837.4777524921009,-910.5197669123493,-771.8247725216239,2.5125628140703518e-05,-2.852462175800993,-5.469752336523385,-0.6802488925485943,0.9999999995616377,4,1.45,54.203988552093506,0.18400000000000002,1.2480644,0.9998585,1.000002,9.382864e-05,2.8018223e-07,0.00023
