_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
26.347375,49.5,40000,1.0050225111068079e-05,-34.428888321315426,-45.29536422583807,-25.502581343216733,-40.93229473071332,-51.47964893999453,0.5044772386193097,-0.007360362041067618,-6.773190344258779,6.889980501950973,0.9999999984556595,26,7.1,0.13939212262630463,0.096,1.0274924,0.963547,1.0000086,0.34644622,4.1726917e-06,0.00012
28.929975,50.0,40000,8.061564442251584e-06,-33.77601015994239,-44.276245138784,-24.692027455721398,-41.03593262760094,-52.709479732025024,0.5048524262131066,-0.018276284676361772,-6.662539855060853,6.76485040739752,0.9999999985006733,27,7.38,0.3564687520265579,0.092,1.0097529,0.98957765,1.000009,0.34643298,8.7666086e-07,0.00011499999999999999
20.372375,49.5,40000,5.182355040973022e-06,-31.441674019713446,-41.09996668488373,-21.58545987571339,-37.27812536079373,-50.95140262272928,0.510280140070035,0.02961392697096292,-7.791009841992194,6.61815791824814,0.9999999981199812,28,7.66,-0.5380269978195429,0.088,1.0276701,0.9692262,0.9999641,0.34650153,3.3676981e-06,0.00010999999999999999
30.607825,50.0,40000,1.0405185877635464e-05,-30.930172648936363,-39.4447716266194,-21.92974052733206,-36.544190578800695,-50.71981417589213,0.5006253126563281,-0.024202180138289352,-7.369885995275314,7.324265749526673,0.9999999986041663,29,8.01,0.4529951149597764,0.08400000000000002,1.0144253,0.9821943,0.9999925,0.3464051,3.589489e-06,0.00010500000000000002
28.8877,50.5,40000,8.997561323711601e-06,-30.057263708851753,-38.765370823463016,-21.352369973573143,-36.76429374530535,-49.11657513892685,0.49819909954977487,-0.008052490661317071,-7.254518520824666,5.761619334700875,0.9999999984545604,30,8.35,0.12763915094546974,0.08000000000000002,1.0104764,0.9908081,0.99997646,0.34644207,1.1045316e-06,0.0001
21.613025,49.0,40000,7.452609268624712e-06,-29.547993405539604,-37.93635998806776,-22.477193231304575,-36.4262948013362,-46.210616350046685,0.512256128064032,0.01911227065200465,-7.807340166117139,7.745380217747309,0.9999999981595427,31,8.69,-0.3667589141987264,0.07600000000000001,1.0241097,0.981671,0.9999771,0.346466,4.208371e-06,9.5e-05
20.158875,49.5,40000,7.0114147203695236e-06,-28.6623078898784,-36.606576388028955,-22.15194860385091,-35.135372674313494,-44.93147995028524,0.5015507753876939,0.02386055041963354,-7.570427732649123,6.232434953243346,0.9999999980949085,32,9.01,-0.46748105715960264,0.072,1.0160615,0.9812759,1.0000048,0.3464863,1.1302501e-06,8.999999999999999e-05
29.148425,49.5,40000,9.74474613080044e-06,-28.5794643688655,-36.6520519268418,-21.85575665806717,-34.280103031809865,-44.111284663992485,0.5025012506253127,-0.009293923747258447,-7.951990205442782,7.825205530925561,0.9999999984794695,33,9.34,0.19869755068793893,0.06799999999999999,1.0186269,0.9746874,0.99996465,0.3462238,4.21204e-06,8.499999999999999e-05
25.211925,50.0,40000,7.75201537159763e-06,-27.738237378437837,-35.77547663404488,-20.77420457036395,-32.08138535244175,-42.030163069372335,0.49967483741870933,0.02348181011121849,-5.403160316002082,12.161446958493325,0.9999999984604687,34,9.66,-0.42711421893909574,0.06399999999999999,1.004991,0.9951799,1.000008,0.34639663,5.7327355e-07,7.999999999999999e-05
21.013425,49.5,40000,4.5571871861061824e-06,-27.477308319177645,-35.699831738853504,-21.005375871305695,-33.117469823569756,-42.95129056731217,0.5060280140070035,0.022122979336139045,-8.669407441341198,7.320283828889894,0.9999999980669009,35,9.98,-0.42911505280062556,0.06000000000000001,1.0097879,0.9890479,1.0000076,0.34648028,5.0624067e-07,7.500000000000001e-05
