_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
24.24726,49.5,100000,0.04846781474381328,0.45689913798275966,-0.1752268469548484,-5.296593209558044,3.804045302108282,0.999999975155067,-5838.351030259006,-48797.371989845524,0.0,81197610.14276843,1,0.48,7.245607383549213,0.19753086419753085,1.475769,0.34531707,0.9977174,0.3421707,0.0033838835,0.0002469135802469136
175.57652,24.5,100000,0.008569274714359308,0.1612632252645053,-0.7933420766399373,-3.5542934764786596,1.2954095187228774,0.9999999916541122,8967.416741623018,-36587.04973881512,61398.862545295575,412815764.60685605,2,0.95,37.96001660823822,0.19506172839506175,1.2166842,0.054574225,1.0001677,nan,nan,0.00024382716049382717
107.75076,10.0,100000,0.002533419967516826,0.05969119382387648,-1.30230970956082,-6.3699490401674534,4.587107727026064,0.999999972222907,-6822.032224848415,-31928.298110219876,-3183.417973093581,6345478.186505799,3,1.4,62.37300992012024,0.19259259259259262,1.1442852,0.26811418,0.9995641,0.047391504,0.000937556,0.00024074074074074075
245.86512,2.5,100000,0.0036774117816208676,0.0021700434008680176,-1.735387852019408,-6.3409496618577155,3.242358703160722,0.9999999820049236,-26413.804327241673,-53611.09558431516,-5445.429417202746,127517158.25817874,4,1.95,83.27699720859528,0.19012345679012346,1.1772836,0.026980706,0.9999948,nan,nan,0.00023765432098765433
248.77801,20.0,100000,0.006604716777869315,0.004030080601612032,-1.874706147787316,-5.030810847479844,2.0480087391141413,0.9999999770993541,-42967.69770554433,-88235.8481889809,-7249.33201540995,343388068.0366764,5,2.45,89.97386837005615,0.18765432098765433,1.0993942,0.79021156,1.0001059,nan,nan,0.00023456790123456788
308.27794,6.0,100000,0.014035550239781203,0.005440108802176043,-1.9843396296964204,-4.439856398097262,1.5075798254039325,0.9999999769409006,-68858.98636412666,-121440.54437936969,-7118.227666155632,878893823.3493912,6,2.98,95.24928629398346,0.1851851851851852,1.2280364,0.9286852,1.0000235,nan,nan,0.0002314814814814815
97.56139,6.5,100000,0.005744637777271591,0.017120342406848135,-1.0543437268008924,-7.007824711475236,6.409111149640043,0.9999999482771144,-28843.04868837543,-68237.90814865743,-6844.412441774992,206311443.2443924,7,3.48,50.60312634706497,0.18271604938271607,1.2065151,0.6043539,0.99993944,0.021862552,0.00013756273,0.00022839506172839507
171.13875,4.0,100000,0.011773224881234733,0.010270205404108081,-1.1038041653438446,-5.701211487665197,3.625369888664147,0.9999999653831712,-54207.88720910064,-129459.61050592849,-7146.118165520984,1373068242.0908372,8,3.99,52.962884068489075,0.18024691358024691,1.7014151,0.72228706,0.99998784,nan,nan,0.00022530864197530865
119.21903,7.0,100000,0.006911904449051068,0.01731034620692414,-0.9125274946713888,-4.620865874145696,3.8872802703429814,0.999999948459149,-42430.92420122964,-102903.40487067231,-7363.871885872739,554047551.9858316,9,4.5,2.712172031402588,0.17777777777777778,1.3683875,0.9846232,0.99999315,nan,nan,0.0002222222222222222
281.69312,38.5,100000,0.034177505803842496,0.0,-1.6814016327649772,-4.670951242112108,0.7544463377891505,0.9999999557750188,-102831.63091085947,-169483.46672025687,-12650.689263320324,1348120804.121306,10,5.01,80.6838229894638,0.17530864197530865,1.0,1.0,1.0,nan,nan,0.00021913580246913581
