_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_full_-1,adv%1,adv2_-2,adv2_full_-2,adv%2,adv2_-3,adv2_full_-3,adv%3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,diff0,diff1,diff2,diff3,val1_0,val1_-1,val1_-2,val1_first,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
25.716225,49.0,40000,-29.28725505260809,-29.28725505260809,100.0,40.538322563375914,11.60192882629807,349.41019868599585,-29.28725505260809,-17.82431733364907,164.31066898320464,-52.148354222237685,-21.215478995423837,59.918642529661156,-21.215478995423837,-39.21448932808562,8.071776057184252,19.380319966285242,8.071776057184252,12.933864894152066,-21047.620565613335,-10990.776512865108,-10571.077076729127,-21047.620565613335,0.007146368128030969,0.33539176958847944,0.01899780298790894,-5.968143237082958,3.971039701541212,0.9999999600236463,11,5.76,-0.4248778289183974,0.145,1.4026465,0.84086716,1.0001373,0.30773926,0.0006900367,0.00018125
56.29425,43.0,40000,7.493813352977668,7.493813352977668,100.0,89.51110674415577,96.91514421316477,92.36028844705237,-39.331897307556574,56.422203477934474,-69.70996324689524,3.9445590812119917,7.493813352977668,89.51076792222375,-39.33222291795755,3.9448243302194896,0.0,-0.0003388219320186181,-0.00032561040097789373,0.00026524900749791414,-9010.22926417507,-11899.109702272022,-11391.498348779573,-9010.22926417507,0.009500477840770297,0.25701285064253215,-0.02082688877406557,-7.947810143162164,4.021497565807876,0.9999999568899335,12,6.42,0.32291279826313257,0.13999999999999999,1.7689699,0.76621383,0.9997409,0.26191467,0.00043490515,0.000175
22.26755,55.0,40000,4.904718096855504,4.904718096855504,100.0,2.835903739756759,7.6818633138119345,36.916873210407495,0.7871240550521179,8.376958646364585,9.396298684054175,50.1539231738534,-5.524570961923018,-7.320912589173531,-9.101835336539807,50.1539231738534,-10.429289058778522,-10.15681632893029,-9.888959391591925,0.0,-24758.87319186041,-21517.153875653144,-22119.65395322458,-24758.87319186041,0.005097947230197378,0.33884194209710483,-0.004368646519294547,-5.043429125244033,3.033419897011049,0.9999999469375191,13,7.02,-0.09137798054143786,0.135,1.7410536,0.8012574,0.9999793,0.32599226,0.0014295309,0.00016875
19.29065,55.5,40000,13.797513153302134,13.797513153302134,100.0,-74.64071469115879,-61.008495745433216,122.34478785152807,-74.64071469115879,-134.91832865756172,55.322887137599764,-11.578890894497817,13.797513153302134,-81.70439876705859,-81.70439876705859,-21.827533736235637,0.0,-7.0636840758998005,-7.0636840758998005,-10.24864284173782,-13140.537781063416,-9757.794283721698,-9876.847359064162,-13140.537781063416,0.0025964156300902607,0.3616680834041702,-0.008393317793330081,-5.4124328221732005,3.2416585582077584,0.9999999474935578,14,7.65,0.06856569601222873,0.13,1.3591845,0.78081715,0.99995047,0.3324304,0.0016447828,0.00016250000000000002
28.8909,59.0,40000,67.08332670456548,67.08332670456548,100.0,27.945278183746268,94.22494663439106,29.658046177705717,37.06788322502507,130.16401499873612,28.477827167043824,-84.07476783431412,75.65343938042861,46.084230420286985,48.980502941803934,-94.64278985247256,8.570112675863129,18.138952236540717,11.912619716778863,-10.568022018158445,-9762.585955677912,-10328.580735795435,-10066.392671140098,-9762.585955677912,0.005352122849070012,0.3887194359717986,0.011106661525166693,-8.672732594383675,7.828546272826038,0.9999999507476888,15,8.29,-0.33576671895571053,0.125,1.1518542,0.68017715,0.99971944,0.3215204,0.0008427366,0.00015625
27.3099,59.0,40000,-44.56297855439698,-44.56297855439698,100.0,13.545127438670534,-30.483986632644772,-44.43358279184289,33.70415794966175,3.5853694768760604,940.0469928423736,-18.58247997345643,-44.56297855439698,13.54542370211675,33.70446316687412,-19.173836625695913,0.0,0.0002962634462164715,0.00030521721237164456,-0.5913566522394831,-12064.78046094164,-9745.875478554397,-10000.425795471117,-12064.78046094164,0.003377627604863385,0.3758937946897345,-0.013306017187662512,-10.842836347494526,9.08708626235613,0.99999994789813,16,8.93,0.15019693365320563,0.12,1.2427145,0.75723445,1.0001968,0.322346,0.00045569916,0.00015
26.06515,59.5,40000,77.23908912503248,77.23908912503248,100.0,-27.85646073289172,48.457304104422875,-57.486608567539264,77.23908912503248,125.11587472628437,61.734043976440404,-43.659962061879924,77.23966337914862,-30.054587459291724,77.23966337914862,-43.659962061879924,0.0005742541161453119,-2.1981267264000053,0.0005742541161453119,0.0,-10661.479650633559,-9640.385910874968,-9703.81384197361,-10661.479650633559,0.0026674427216028937,0.379993999699985,0.0020176274061499636,-9.308644185781333,8.463859459524498,0.9999999439887834,17,9.56,-0.13770633446983993,0.11499999999999999,1.17812,0.6700586,1.0000116,0.32103258,0.0008116132,0.00014375
23.210675,57.0,40000,39.883730426838156,39.883730426838156,100.0,39.883730426838156,79.28965376316279,50.301304815846926,26.9329148823781,105.2726785934582,25.5839551555324,16.896786470968436,30.790007608949963,30.790007608949963,26.932061007288212,26.18344093129599,-9.093722817888192,-9.093722817888192,-0.0008538750898878789,9.286654460327554,-9062.498661560609,-9695.858457073162,-9656.054494107177,-9062.498661560609,0.004116200640205451,0.39484474223711186,0.012790141178717157,-9.675435757105543,6.431461802101741,0.9999999415105032,18,10.13,-0.29642277862876654,0.11000000000000001,1.1467896,0.9055927,0.99996907,0.33119443,0.00083218055,0.0001375
27.30395,58.0,40000,3.3009197625142406,3.3009197625142406,100.0,5.040169113257434,8.301543857016753,60.71363592203765,5.11990061004326,13.321991971652952,38.43194486933772,59.025434175324335,14.099841918035963,15.57775580606176,15.701542464717932,59.025434175324335,10.798922155521723,10.537586692804325,10.581641854674672,0.0,-10582.859922360878,-21069.853377112486,-20305.665512963755,-10582.859922360878,0.003580586900639333,0.40679533976698834,-0.018929882494183353,-10.093234670581461,4.280182883596222,0.9999999427900792,19,10.71,0.23060081899166107,0.10500000000000001,1.2811368,0.7553817,1.0000612,0.3224303,0.00083080324,0.00013125000000000002
19.253625,57.5,40000,17.788595030691795,17.788595030691795,100.0,-13.708906024749012,3.866581637475093,-354.54846968396174,5.810004220544215,9.630264210002357,60.33068349786005,12.007248616620927,18.576811962042484,-13.452769521554728,13.435102604489657,-5.970193209133868,0.7882169313506893,0.25613650319428416,7.625098383945442,-17.977441825754795,-18970.129146433137,-9449.068826844308,-9603.765458496619,-18970.129146433137,0.0021470202296118954,0.40927046352317614,-0.005910411570569025,-8.476145534122988,6.380749559443535,0.9999999311725704,20,11.25,0.03314017714001238,0.1,1.3663061,0.7931995,0.99988693,0.32518345,0.0006251198,0.000125
21.334175,60.0,40000,-8.76918018881588,-8.76918018881588,100.0,-0.8673723574192991,-9.531497767573166,9.100063584656775,-0.8673723574192991,-10.284682781736938,8.433632576004566,22.70458127904567,-8.769466074751108,17.28981114299131,17.28981114299131,21.89413927768328,-0.00028588593522727024,18.15718350041061,18.15718350041061,-0.8104420013623894,-11026.568457732348,-9599.739883313816,-9811.927607935857,-11026.568457732348,0.002901535839244464,0.38354417720886047,0.006346002643311306,-9.65861080828374,4.802507821158966,0.9999999347566323,21,11.78,-0.17709544720128179,0.095,1.2486477,0.9407418,0.99982285,0.32706168,0.0006739024,0.00011875
30.38845,61.5,40000,-15.395098726543438,-15.395098726543438,100.0,-26.714241882153146,-41.924907325952596,63.71926281066897,-26.714241882153146,-68.13688881834082,39.20672391335002,-33.52804875070615,-15.394823215530778,-26.714516264733902,-26.714516264733902,-33.52776368641389,0.00027551101265999023,-0.0002743825807556277,-0.0002743825807556277,0.00028506429225672036,-9321.754628936169,-9245.615801851543,-9222.115659786243,-9321.754628936169,0.004825684599759253,0.3870693534676734,-0.00647233166379879,-8.441246000705288,4.787554046169748,0.9999999432457308,22,12.35,-0.01018978119827807,0.09,1.1283809,0.7210934,1.0003419,0.31083533,0.0008544853,0.0001125
22.42755,59.5,40000,12.768417327044517,12.768417327044517,100.0,12.768417327044517,25.383869014511042,50.301304815846926,-87.42367241994361,-62.34390215622641,140.22810474851298,-2.2158480827383755,12.768973480149725,12.768973480149725,-87.89690780086676,-2.2158480827383755,0.0005561531052080682,0.0005561531052080682,-0.47323538092314266,0.0,-10171.374068185358,-9336.701309235455,-9323.958428743064,-10171.374068185358,0.0036207638316350455,0.3841942097104855,-0.005690838003338164,-8.045195243726692,5.014893232374198,0.9999999404632579,23,12.9,0.05078138830140233,0.08500000000000002,1.1339587,0.8403847,0.99982214,0.3244063,0.0002180631,0.00010625000000000001
28.506825,61.5,40000,11.905427948946453,11.905427948946453,100.0,11.905427948946453,23.668228871064528,50.301304815846926,36.10860681032864,59.49329029951781,60.69357843303096,-48.472409308118586,-15.303782626393513,21.385786329094117,23.134385536213813,-48.472409308118586,-27.209210575339966,9.480358380147663,-12.974221274114825,0.0,-10694.181740635782,-18386.424650176054,-18374.543033083006,-10694.181740635782,0.00783195707627463,0.38184409220461024,-0.025646925878856565,-6.500210930860537,4.737265205466979,0.9999999457196881,24,13.44,0.4212936768308282,0.08000000000000002,1.1135181,0.848803,0.99981433,0.31760964,0.00018675173,0.0001
22.79045,61.0,40000,29.980294932916877,29.980294932916877,100.0,29.980294932916877,59.60142593253741,50.301304815846926,26.468936926266906,85.35633777613252,31.00992570192977,0.007647937844012631,40.62521664663291,40.62521664663291,39.628534584368026,25.240432401518774,10.64492171371603,10.64492171371603,13.15959765810112,25.23278446367476,-29063.273713717197,-27754.593923817083,-27724.67358947403,-29063.273713717197,0.0031770245487631244,0.3783439171958598,0.03629835720686812,-4.171038645057496,3.805018169232925,0.9999999462087011,25,13.97,-0.738849020563066,0.07500000000000001,1.0723746,0.82866114,1.0000459,0.31550068,0.00020481771,9.375e-05
29.641625,62.0,40000,-4.142650981893894,-4.142650981893894,100.0,-4.142650981893894,-8.2356730050247,50.301304815846926,24.763183055891204,16.626173413466702,148.94096458679883,42.05750707662992,-4.142650981893894,-4.142650981893894,24.763461334909152,44.277512765585925,0.0,0.0,0.00027827901794807985,2.2200056889560074,-11889.918018895118,-9262.901440044394,-9267.035805724325,-11889.918018895118,0.007078848944659236,0.3775438771938597,-0.007525055099076881,-7.966778228198131,4.654505537426684,0.999999951708559,26,14.53,-0.1067193653434515,0.06999999999999999,1.223705,0.65668076,0.99991786,0.30833852,0.0011808461,8.75e-05
23.0756,59.0,40000,11.765228625459713,11.765228625459713,100.0,0.7570221204332483,12.381303306959953,6.114236132214775,14.063831546272922,26.296806839615495,53.48113796495666,4.339647284041348,21.92396081149127,10.769236866084611,23.752793695719447,4.339647284041348,10.158732186031557,10.012214745651363,9.688962149446525,0.0,-8870.119141334704,-14226.47695887454,-14510.614560961358,-8870.119141334704,0.003245029898212377,0.3828941447072354,-0.012085916302641114,-4.81025446525282,4.444031510503507,0.9999999417196337,27,15.08,0.14967310009524226,0.06499999999999999,1.2031301,0.8708582,0.99973553,0.32421005,0.00036832658,8.125e-05
22.954575,61.5,40000,-55.76659524018396,-55.76659524018396,100.0,-125.05909530706776,-180.15760673627432,69.41649457529535,-125.05909530706776,-303.0584139146415,41.26567340324414,3.968792745270548,-40.77089915962097,-101.69552898670008,-101.69552898670008,3.197476465571526,14.995696080562993,23.36356632036768,23.36356632036768,-0.7713162796990218,-13851.21689355982,-10695.089837427684,-10391.647751106771,-13851.21689355982,0.003447488427046308,0.38546927346367316,-0.007744172346728109,-5.724122375534099,4.680853092432309,0.9999999439579839,28,15.64,0.13341458095237613,0.06000000000000001,1.0517359,0.9131315,0.9998385,0.31314301,0.00047534364,7.500000000000001e-05
18.18165,59.5,40000,20.80977285318295,20.80977285318295,100.0,-11.16449423438462,9.3959775400172,-118.8220617475442,20.80977285318295,30.093186582270743,69.15111098750482,-37.10045670641921,29.299198036211237,-3.763894143532525,29.299198036211237,-37.32188727124776,8.489425183028288,7.400600090852095,8.489425183028288,-0.22143056482855172,-8751.362045952954,-15358.364055271817,-14656.402200301907,-8751.362045952954,0.002145770161490286,0.36591829591479574,0.025615610399629268,-4.9186431713330725,3.7567571540911686,0.9999999367144495,29,16.17,-0.47677746415138245,0.05500000000000001,1.0571897,0.87362707,1.0001676,0.31434506,0.00013559774,6.875e-05
20.746975,59.0,40000,6.788988793938188,6.788988793938188,100.0,6.788988793938188,13.496645502124997,50.301304815846926,6.788988793938188,20.123944482947728,33.73587518933439,-30.59702354412184,38.83272171603676,38.83272171603676,38.83272171603676,-30.59702354412184,32.04373292209857,32.04373292209857,32.04373292209857,0.0,-10210.95269552295,-25223.12507370606,-25216.349662889712,-10210.95269552295,0.0020280782132712162,0.3653432671633582,-0.02026322844879609,-11.292953763957224,5.597366659620851,0.9999999286615178,30,16.73,0.38339611259289086,0.05,1.0377177,0.90123427,0.99988055,0.31668717,9.7070064e-05,6.25e-05
23.7109,60.5,40000,-56.11447256893189,-56.11447256893189,100.0,-15.881543205743583,-71.32376439329967,22.266832577944434,-28.10858139699485,-98.5778870928628,28.514083863976385,-19.360764560984535,-61.065859365307915,-34.74927830334855,-31.61454586693617,-19.35995653690952,-4.951386796376028,-18.867735097604964,-3.5059644699413184,0.0008080240750132361,-8676.109851533916,-16252.948456943932,-15975.629880579538,-8676.109851533916,0.0025467521986330876,0.37316865843292163,-0.007899979979437376,-6.7284571728153075,4.992198781834124,0.9999999293659021,31,17.28,0.12039614142850041,0.045,1.0290226,0.91064954,1.000053,0.31355605,4.433184e-05,5.625e-05
24.5509,61.5,40000,-35.639321446573376,-35.639321446573376,100.0,10.931228462313811,-24.28113391332962,-45.019431552629804,25.315161077076482,1.324915148028552,1910.700554276623,-27.73161787331992,-35.639321446573376,10.931228462313811,25.315161077076482,-28.703123672068614,0.0,0.0,0.0,-0.9715057987486944,-17606.540654977485,-9524.932290196573,-9401.379001841366,-17606.540654977485,0.002886285632201438,0.36589329466473325,-0.007153407260701387,-4.083295899640646,4.1056693165358915,0.9999999391392679,32,17.83,0.132657676236704,0.039999999999999994,1.1150124,0.937506,0.9999082,0.31175724,0.000102845996,4.999999999999999e-05
19.214575,60.0,40000,24.588830637450883,24.588830637450883,100.0,24.700840773897653,48.99509722031188,50.41492348270601,-30.214211333050116,18.193924622562427,-166.06758552567177,-17.894437208948148,14.774734462236665,12.103435900666227,-5.074543521244777,-17.14768178117083,-9.814096175214218,-12.597404873231426,25.13966781180534,0.7467554277773161,-16134.675034095151,-9385.78812248755,-9487.542709374926,-16134.675034095151,0.0017960416876048608,0.36749337466873344,0.006702774266714709,-5.682574698831574,3.589391189115707,0.9999999332482756,33,31.97,-0.19114976492710412,0.03500000000000001,1.0486236,0.96190584,0.99964786,0.31793317,0.00017002458,4.375000000000001e-05
22.832825,61.5,40000,9.420604638173245,9.420604638173245,100.0,7.056557502564829,16.36430329717276,43.12164944891959,-38.38848603023507,-22.220227086562442,172.76369805171925,52.4381454669965,10.910629807691294,-4.677069973246034,-35.53651751512007,62.92851530513326,1.4900251695180486,-11.733627475810863,2.8519685151150043,10.490369838136758,-12801.466710082605,-14482.739551611827,-14723.401054068538,-12801.466710082605,0.0019347591322520592,0.3752687634381719,-0.007052607799724733,-4.2301071449518455,4.565539087782372,0.9999999384043187,34,32.53,0.08608885016292334,0.030000000000000006,1.064056,0.87675357,0.99998426,0.31278718,3.9639104e-05,3.7500000000000003e-05
27.041475,62.5,40000,12.093090069152822,12.093090069152822,100.0,12.548460835492733,24.496675685617106,51.225158044037755,12.093090069152822,36.29629558005624,33.317697786761535,-73.97948054685912,6.388737806297286,19.076625552497717,6.388737806297286,-72.50985033634424,-5.7043522628555365,6.528164717004984,-5.7043522628555365,1.4696302105148789,-10743.817047458242,-9486.842456805847,-9329.700994650493,-10743.817047458242,0.0017660464995128409,0.37444372218610933,0.0025970078678167773,-4.88411718513747,4.0364534717736085,0.9999999278290456,35,33.08,-0.03590725548565388,0.025,1.0742731,0.91943806,1.0000248,0.30905998,3.1413827e-05,3.125e-05
29.2228,62.0,40000,-14.65000565103037,-14.65000565103037,100.0,7.076451559592897,-7.398047023738128,-95.65296809937371,24.042655718270908,16.73323729787716,143.68203408745686,14.05936770122571,-11.790425926643366,10.23305718827578,28.089939564595625,14.05936770122571,2.859579724387004,3.1566056286828825,4.047283846324717,0.0,-8959.33913081363,-16164.25938065103,-15556.128238455136,-8959.33913081363,0.002282021394421554,0.38044402220111007,-0.0019886978122958727,-5.5463474514431255,4.240880737494149,0.9999999315805808,36,33.64,0.04659535642713308,0.019999999999999997,1.0465344,0.9519786,0.9999468,0.31099972,2.7124486e-05,2.4999999999999994e-05
25.35115,63.0,40000,-1.3361878519572201,-1.3361878519572201,100.0,-1.3361878519572201,-2.6563681734479925,50.301304815846926,43.03736080382441,40.41281592109433,106.49433805319207,15.017669625593044,2.0586186317468673,-3.286013424705743,23.288278187037577,15.017060978210793,3.3948064837040874,-1.949825572748523,-19.749082616786836,-0.0006086473822506377,-12530.104558269195,-13048.672125351957,-13050.00564082821,-12530.104558269195,0.0018013199801138163,0.3838941947097355,0.00939080463654343,-5.075273725768691,3.4192178805103217,0.9999999307993199,37,34.17,-0.20424383878707886,0.014999999999999993,1.0201956,0.9598405,1.0000639,0.30972764,2.494234e-05,1.8749999999999988e-05
27.088225,61.5,40000,30.70717120658628,30.70717120658628,100.0,14.857135979238592,45.19643527476997,32.8723623642334,14.857135979238592,59.51211795941681,24.964892006313978,1.7829106196950306,4.267184000851557,29.9652940737451,29.9652940737451,1.060041592354537,-26.439987205734724,15.108158094506507,15.108158094506507,-0.7228690273404936,-14973.092176780472,-12188.669781918414,-12476.562536844089,-14973.092176780472,0.0025722394204604018,0.38789439471973597,-0.010195561598598264,-4.182146942857406,4.007863769601187,0.9999999295527595,38,34.73,0.20724186580628157,0.010000000000000009,1.0298252,0.9560359,1.0000378,0.3124701,7.765408e-06,1.250000000000001e-05
24.8368,62.5,40000,5.960204744113071,5.960204744113071,100.0,5.960204744113071,11.849006235391666,50.301304815846926,21.512044656459693,33.219099797151365,64.75806023589,-40.08511471256497,10.532645340610543,3.225735252210143,13.636979751472609,-37.1494588729056,4.572440596497472,-2.734469491902928,-7.8750649049870844,2.9356558396593755,-10582.44394206158,-10178.356201505887,-10172.407917171262,-10582.44394206158,0.0034074125180175627,0.38944447222361117,0.014134117894633204,-4.120889954079303,4.661857440769867,0.9999999375681377,39,35.27,-0.2798044481314719,0.01,1.0171157,0.97693306,1.0000302,0.3137098,1.0714068e-05,1.25e-05
22.1733,62.5,40000,16.093102491577156,16.093102491577156,100.0,16.093102491577156,31.993409615305218,50.301304815846926,-44.350994508136864,-12.740865940023003,348.1003152918882,18.59149926684222,32.02601360402514,2.977091942268089,-27.722886679976,23.240024183854985,15.932911112447982,-13.116010549309067,16.628107828160864,4.6485249170127645,-11431.17999658503,-10844.580725633423,-10828.519809346828,-11431.17999658503,0.002110069043271164,0.3922946147307365,-0.018301107012161862,-4.5744263245145245,6.421233903174649,0.9999999418110878,40,35.76,0.3333467913325876,0.01,1.0133568,0.9762739,1.0000325,0.31426477,1.23209065e-05,1.25e-05
