,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,
0,1,-106.6000704,1,-395.8737381,0,232.9955211,0,-145.4762592,0,82.46166197,1,-1230.915595,0,-154.2849687,1,-276.4742641,0,200.6883933,1,294.209451,0,-1052.980457,1,-417.5542642,0,-252.1953615,1,139.87734,1,291.1712334,0,-551.2992343,0,-61.81713682,0,-7.115942716,0,437.8695236,0,333.6292822,0,87.6278153,1,359.7412814,1,220.3743013,0,52.14465352,0,350.6710943
0,1,-114.6896092,1,-689.4140944,1,188.770155,0,-368.7286547,0,292.0061689,1,-795.8292298,1,9.032014794,0,200.4715806,1,320.8485705,1,16.48242099,1,357.3754235,0,-314.5891083,1,-350.1644916,0,351.3014018,1,156.6782577,0,341.1306214,1,-606.6607364,1,-5.657890654,1,-288.0192611,0,112.8136173,0,331.0281276,0,-717.1521322,1,222.3525628,0,266.977765,1,386.725248
0,1,-41.50107908,0,-712.971553,1,202.0296697,1,480.9556006,0,378.1540325,1,-314.4162974,1,315.9053252,0,209.2007151,0,-182.3027918,0,339.1190824,1,379.6549102,0,-32.98976966,0,-3.974214432,0,-60.17493503,1,-364.5295181,1,-546.4701544,1,-113.1400213,1,-49.04825818,1,-66.5106608,0,281.2013905,1,373.2365764,1,-394.1232425,0,353.5956021,1,312.9985553,0,412.2250385
0,1,-50.71577239,1,-380.7537724,1,378.8937934,1,499.8703461,1,315.2991584,0,142.1704466,1,-2427.181616,0,272.6705745,0,-393.8199742,1,334.0030249,1,419.7197157,0,253.9012249,1,-182.1571583,1,324.6109904,1,388.0441696,0,399.2414277,0,-268.7013248,1,-143.9106175,1,-78.65393231,0,308.6597023,1,313.7287489,1,-657.0507055,1,360.4663146,0,343.6144751,0,416.0325076
0,1,-90.10620199,0,-222.9313404,0,267.2673637,1,163.8214946,1,328.4773828,0,-10.01099747,1,386.2394556,0,280.0153662,0,-404.1498599,1,87.34774036,1,430.2066824,1,389.8337682,1,-291.9146296,1,135.1815241,0,306.8370209,0,362.2870351,0,-78.66442188,1,-22.50529109,1,-88.28831985,1,257.7675633,1,137.1362071,0,417.645811,0,63.95135861,0,306.8134247,1,404.8219734
0,1,-102.2363613,0,496.9578285,0,70.27181253,0,353.0887748,0,-14.40690296,0,107.413136,0,343.1694503,0,315.3570085,0,454.8378298,0,-78.86816064,1,-970.1866628,0,404.0564341,0,-253.3757565,0,142.3938027,1,426.8457427,0,-674.5276559,1,-582.3327042,0,-68.57626626,0,-50.43130647,1,226.7937448,0,191.4270579,1,266.3252845,0,372.0693038,0,-613.9290523,0,403.7562234
0,0,-104.2435653,0,337.4594227,0,242.9774392,0,443.7681832,1,-674.525454,0,225.4796892,0,207.8279118,0,247.5016022,1,309.6458457,1,-66.51675297,1,31.32448344,1,391.7756199,0,381.1264793,0,-133.7796283,0,418.7956037,0,-104.9484645,1,439.1068721,1,86.92438268,0,258.8389774,1,336.2930841,0,301.3887604,0,288.6023988,0,89.24938575,0,-253.9358953,0,294.0461222
0,1,-108.9344762,0,-966.2879777,1,104.886961,1,461.7756472,1,202.6042421,0,318.1937363,1,387.4870973,0,269.4937486,1,354.3896198,0,272.7775465,0,35.88230135,1,265.7953503,0,347.8590684,1,-324.8879313,1,439.6040852,1,-326.7741682,1,100.6924379,0,288.2083576,1,309.6222767,0,125.6605972,0,288.0110241,0,409.0616557,0,-408.9622101,1,-164.3317902,1,315.0924481
0,0,-91.85764882,0,-1407.832952,1,-212.342178,0,473.3653654,0,328.8893617,0,-287.3734409,1,94.72443677,0,280.1733296,1,399.7484076,0,272.0446908,1,128.7081818,1,233.8099212,0,295.7695603,1,-882.5648974,0,315.5527481,1,43.54598094,1,170.1372846,0,318.7555939,0,-281.5680506,1,204.5662708,1,-120.4367085,1,94.23575611,0,-165.4963424,1,-401.06944,0,318.9897595
0,0,-89.30672645,1,-2307.157351,1,264.4157104,1,485.0956119,0,113.741598,1,-314.0473798,0,155.7239031,1,159.4870798,1,355.0355321,1,319.4689803,0,326.674344,0,416.2484435,1,375.1120505,1,-903.3444975,0,183.7624575,1,-1475.357094,1,-93.67721855,0,103.8052364,0,-428.098678,0,341.5339258,0,-372.2022467,1,314.37286,0,-426.9884472,0,-308.3523929,0,-104.6397097
0,1,-167.4652557,0,354.0672083,0,275.4578031,1,309.1925392,0,-73.79812286,1,-683.2389996,0,-196.733722,0,51.22435457,0,374.4164301,0,310.2284935,1,405.0901458,1,371.1480145,1,377.7291011,1,401.9357332,0,98.9741419,1,-259.0467258,0,-111.5628807,1,327.7225764,1,-451.0623524,0,382.7592315,0,-393.774998,1,319.2877777,1,-579.245265,1,-456.4139823,0,13.12436313
0,0,-30.32526755,1,-1482.411711,0,110.7989929,0,-379.4790464,1,-725.5528553,0,-563.2153655,1,-651.7633451,1,-30.47208159,1,381.5926215,1,293.7899914,1,286.5725449,1,-879.2934455,1,182.3339561,1,-126.9610201,0,171.0499934,0,-3.222406333,1,-117.4228558,1,333.5351362,1,-215.6134333,0,339.5100818,1,345.781167,0,-589.735365,0,-154.8118166,0,-480.0740019,0,302.9511829
0,1,-17.80932292,1,187.0485673,1,144.234603,1,-132.8496959,1,193.2298194,0,-334.6653118,1,163.4865353,1,156.0642317,0,91.66362183,1,300.3174598,0,149.0864009,0,-781.190669,1,-260.3716032,0,64.94554275,0,283.9999754,0,-79.56833613,1,-391.6842635,1,403.0575461,0,-588.7157878,1,399.4458589,1,426.0108956,1,-364.7537276,1,-55.91209918,0,150.1547196,1,181.2495245
0,1,-22.43956485,1,-1444.153887,1,238.2966478,1,273.3761269,1,241.6345202,0,-583.5081779,1,172.6108828,0,157.7736524,1,91.74958925,0,289.8049597,1,148.8643335,1,-526.3212578,0,384.2575914,0,63.73327986,0,-157.0681989,0,-69.92096204,0,254.3938774,1,412.3251987,1,-779.4057103,0,-143.1078612,0,321.1053464,1,225.8105306,0,28.47903888,1,269.5268753,1,-55.46658355
0,1,-31.0414375,1,-1418.082425,0,265.7740206,1,376.0452898,1,-46.73378917,0,-736.6636611,1,320.7558605,0,264.1913528,1,83.27895193,1,323.8168846,0,-56.66121339,1,347.8809048,0,311.9119072,0,-26.58847041,1,-48.71546005,0,-569.8968699,0,261.513,0,421.7052239,1,80.21706429,1,336.0431606,0,439.8874959,1,260.1251109,0,343.743296,1,364.2309275,1,-60.33570894
0,0,-123.7187234,1,-1481.38494,1,397.504758,0,350.434817,0,407.1401178,0,-893.8667755,1,199.9484112,1,355.8173674,1,83.84024126,1,381.8082308,0,-60.85400879,0,272.5166489,1,315.9290736,0,86.34206376,1,359.6700893,1,223.1668946,1,313.4289392,0,-1055.773219,1,-243.8637227,1,17.0667831,1,-179.7159871,1,14.72081417,0,323.8153257,1,299.5120985,1,279.717858
0,1,-137.7308389,0,518.0126531,0,403.7369404,1,245.4834395,0,-154.0933275,1,319.2783992,0,-10.6393949,0,396.4752613,1,307.7662845,0,340.8599352,1,-326.0603153,1,337.6041217,1,343.2254397,0,383.1435283,0,368.4824522,1,289.5959224,0,326.5010399,1,-1079.249311,0,-498.6440801,0,139.5381224,1,150.8774212,0,-427.1544895,1,247.9141225,0,143.2612568,0,179.2093598
0,1,-70.53129559,0,-1077.717778,1,290.4452937,0,275.0409862,0,410.8879189,1,-577.2939277,1,171.731023,0,406.9435015,0,335.1124684,0,-16.68367925,1,-374.7131032,1,302.9262195,0,368.3994774,0,-113.7386144,0,417.0617201,1,7.600150408,1,277.9524773,0,-441.5060456,1,-625.4895795,1,3.533358886,0,153.6724906,0,-333.9417539,1,426.3033817,1,148.9541663,1,126.0750365
0,1,-74.59214017,0,-1913.214032,1,-782.1759877,1,250.5159733,1,71.22887495,0,256.4620895,0,-873.6164227,1,77.05137849,0,331.4352365,1,273.7978202,0,-497.8044484,0,433.5194197,1,375.5955945,1,-476.1514413,1,427.4070841,0,250.293845,1,64.75684289,1,-316.5055667,1,283.5252713,0,261.8470177,0,258.7813516,0,-570.7033653,1,-10.95630178,1,144.5313871,1,-679.4222971
0,0,-56.89619349,1,-2469.008108,1,-798.3434371,0,-365.6059809,0,-659.040352,1,69.63592985,1,-392.7315154,1,49.49921776,0,183.3604398,0,392.1733066,1,404.5230628,1,444.1332126,1,-1308.927361,0,-735.3145009,1,344.8027155,0,351.4413057,1,91.87226853,1,-487.0251482,1,163.6527454,0,136.4152276,1,77.68395502,0,-880.6643436,1,-1035.579372,1,-167.4428145,1,-607.6318656
0,1,-48.65398725,1,-2538.765951,0,241.2854391,1,198.937328,1,233.6749625,1,-104.907871,0,-901.4067232,1,209.0733443,0,100.4396816,1,325.7137085,1,414.0033701,1,454.8757006,0,67.10562405,0,-468.2279586,0,370.756956,1,349.5798714,1,127.3434248,0,198.3819809,1,283.882664,0,-45.58696297,0,77.2332265,0,-1664.399302,1,-912.5692417,0,-75.29146611,1,477.9088099
0,1,-148.9771191,1,-965.2533759,1,58.67433519,0,198.1316291,0,130.0670906,0,296.1192261,0,156.9089588,0,293.9711157,1,-306.4071734,1,308.8699605,1,80.27781244,1,385.1205394,1,-4.506403384,0,-480.3867147,1,425.1865791,1,432.5279458,1,267.6509378,0,97.20858568,0,290.9038159,0,379.1403584,0,-187.7993696,1,-2353.247794,1,-648.4732127,0,93.08364132,0,-5.815991287
0,0,-76.42144197,1,-1000.574696,0,247.0385982,1,467.2286351,1,-539.2084873,0,288.2321483,1,285.9664544,0,301.606764,0,-185.6894311,0,-389.9864044,1,-44.97921457,0,395.9362791,1,344.5676061,1,-158.9221101,1,295.8813805,0,427.9719498,1,214.1911199,0,95.66404698,0,158.039389,1,207.7329239,0,-919.7920157,1,93.16767421,1,444.3602624,0,-80.20839509,0,435.832112
0,1,-67.11231569,0,-1451.843389,1,64.49725287,0,478.8844722,1,-416.9578852,1,225.2301783,0,-353.1309651,1,332.3789002,0,183.6056422,0,264.3427289,0,-415.5260458,1,422.8859616,0,277.1264685,0,-422.3016562,1,71.41176065,1,453.9410982,1,263.9389605,0,301.2826698,1,163.5014202,1,-386.5680535,1,-1274.268029,1,-327.4142479,1,432.6840557,0,-89.79414592,1,403.7412936
0,0,-102.3245015,1,-491.5430588,0,260.4129171,1,391.9468713,0,306.4245129,0,96.32375017,1,-1778.062014,0,48.43315498,0,-613.6858464,0,195.1803662,1,-426.9087356,0,-240.187935,1,135.5301414,1,-204.5849023,0,202.2389482,1,247.0618303,1,-459.0330566,1,279.7541747,1,280.9004193,1,-1515.675906,1,-1027.593736,0,-222.7352885,1,210.5021854,1,78.40511275,0,413.9186966
0,1,-74.25956804,1,-627.4565029,0,267.645008,0,401.9337259,1,313.6088978,0,300.7404691,1,111.0356112,1,188.6483094,1,-652.5606927,0,41.20409384,0,-228.1141177,1,-248.7532144,0,-864.502193,1,381.9065392,1,295.0227421,1,388.1684973,0,-637.5538366,1,285.1005073,0,294.3708768,0,162.5489313,1,339.953149,0,131.8179292,1,393.1044589,1,-4.134509157,0,-17.68567508
0,1,-75.96850511,0,-1022.699343,0,-131.641348,0,-22.79304744,0,-215.3636589,1,377.5814904,1,-92.87826395,1,339.1580009,1,245.5168446,0,59.1796243,0,-321.9597481,0,-376.301287,0,166.6220319,1,170.3567826,1,301.4073127,0,369.4164976,0,-502.6779238,1,380.7378291,1,-171.2363781,1,325.0954346,1,420.0406884,1,-339.0172796,0,334.7502075,0,-443.6581605,0,-149.8257398
0,0,-83.28921198,0,-375.1170249,1,306.2021448,1,-53.67669744,0,315.8056628,0,162.1757278,1,-230.3523925,0,346.3939462,0,-789.0846735,1,61.56659792,1,-140.9237987,1,295.3921642,1,-18.85644903,1,30.49287326,1,208.3507209,1,445.1619076,1,354.4525799,1,389.7348493,1,-181.5385637,0,291.3489082,1,445.6473668,1,369.9490557,0,128.3986238,0,-25.54860363,0,-725.6029351
0,0,-66.81205102,1,-931.2527974,0,-997.7400043,0,80.58763878,0,323.1037967,1,50.43471491,0,389.8735798,0,-1538.769795,1,-660.7753185,0,330.2999603,1,-67.79252526,0,163.664182,0,-100.3996425,0,123.3812718,0,271.9108756,0,206.5620712,1,246.892866,0,-105.6318154,0,-195.7010784,1,-36.73280727,1,-60.18324909,0,182.5222061,1,119.6927274,0,138.6043485,1,453.408553
0,0,-63.74002041,0,-1610.820913,1,109.2659913,1,170.8878775,0,-85.47460139,1,-115.9794366,1,340.8624661,0,-524.8049257,0,-946.9328668,1,339.0032129,0,170.0595811,0,212.9021605,0,-717.0561715,1,-64.63180542,1,-713.058622,0,105.8957189,0,444.7194247,0,-35.163175,0,-323.2155661,1,-13.61329703,1,-632.4921993,1,333.8495376,0,169.2864625,0,-447.9835776,1,447.4915549
0,0,-19.55804022,0,-1948.788676,0,-446.0312113,0,318.2533105,1,247.9173376,1,-133.772897,1,-921.8081742,1,212.5176106,1,-1176.84187,1,-91.23434384,1,337.0435702,0,-130.236143,1,-472.652104,1,-20.09681385,1,-1553.27987,0,396.4606083,1,328.952258,0,43.85318734,0,-332.1501099,0,181.6515568,1,-847.4106587,0,286.1998656,0,238.5111227,1,-84.93014161,1,283.5324473
0,1,-155.2003767,1,-1740.520621,0,-455.7321317,0,67.07577822,1,329.5111791,1,-808.5814903,0,352.4680337,0,-604.9605354,1,375.0429971,0,-100.5636367,0,377.7877732,1,211.9218431,1,367.7875373,1,253.8748823,1,133.8860239,0,287.5849791,0,291.4102723,1,41.006908,1,-439.1265042,0,269.7088927,0,15.77850127,1,373.0435258,1,251.5244661,0,187.4623976,0,-284.3063933
0,0,-77.66554967,0,339.8428317,0,-1421.323673,1,215.4303116,1,391.5289205,0,-833.7865791,0,-987.9567802,1,-617.3113971,1,385.0879124,1,-120.311305,1,344.7594748,0,79.18176152,0,-186.3098753,0,368.8613809,1,402.2309614,0,381.430037,0,344.4583486,0,38.09118644,1,-1101.177037,1,233.06016,1,190.5547622,1,256.3660686,0,280.2699688,1,199.2888991,1,-515.4105637
0,0,-77.60191347,0,365.7042818,0,-502.8305871,0,344.6851058,1,245.7089899,0,-868.9588247,1,-963.4976,0,-922.4979226,0,-77.18901952,0,-494.7765342,0,366.8929993,1,-14.8132765,1,300.1791424,1,-493.1229919,0,327.9625333,1,388.7452424,1,391.1500798,1,430.094932,1,-93.44046319,0,239.4263197,1,325.8879368,1,222.152069,0,328.9451932,0,215.1742812,1,382.720554
0,1,-77.53750567,1,244.1188353,0,-511.8946383,0,351.6826652,0,212.4229295,0,-887.3924239,1,-145.9798825,0,149.1654334,1,194.4981276,0,-229.8077854,1,351.8814261,1,-17.77302669,1,186.0107819,1,88.34572834,1,-266.6572431,1,-621.6779112,1,349.4031135,0,-165.9529292,1,17.37794639,1,264.3410269,0,255.0180342,0,171.4465566,1,392.7678186,1,287.5995313,0,367.0007663
0,0,-69.92693163,1,-585.3983929,0,-691.6975633,0,358.8509479,0,329.6458058,0,313.6061699,1,-524.7554829,1,321.396746,0,343.7569255,1,-121.6775739,1,358.4066118,0,-9.656597095,1,327.7849031,1,127.9959484,1,-91.66331989,1,429.7705921,1,416.246177,0,-396.0111099,0,133.001417,1,353.2962377,1,-59.10488467,1,292.6126952,1,274.2069003,1,-458.571832,1,231.0972745
0,1,-63.56426817,0,-87.91440689,1,-721.9613376,1,274.1750873,1,148.2156876,0,390.6031912,1,333.5430649,1,154.2346653,1,350.8791211,1,375.5644896,1,-497.4714898,1,-193.948416,1,404.2372852,0,330.1975413,0,-676.3824761,1,405.8525147,1,346.982536,0,-406.4759929,0,136.1378978,0,304.1711313,1,107.773455,1,287.0018128,0,58.45916852,0,-652.1866716,0,234.867773
0,0,-58.08596503,0,28.32200005,1,-289.4361939,0,213.2242485,1,160.7341151,0,-974.0632712,1,-378.3766733,1,296.954931,1,347.3930639,1,231.3064671,0,122.2501462,0,-19.98228078,1,220.4739088,0,28.54889745,0,-426.7519575,0,350.735695,1,405.2228509,0,371.539052,0,-50.8783738,0,346.803826,1,309.3164031,0,350.9575437,0,-133.9896002,1,-1056.561106,0,-19.69178729
0,1,-57.78492126,0,366.0092803,1,-1861.132406,0,-337.4770807,1,221.0461233,0,-1147.829501,1,-681.8419249,0,173.0952571,0,353.6903173,0,317.5864443,1,330.5741039,1,155.2105347,1,-3.477936769,0,26.05560612,0,388.3668801,1,404.4765206,1,112.78826,1,378.7191449,1,-272.6398987,0,343.325837,1,290.9069431,1,366.7427337,1,-395.0996775,0,-1879.829824,0,60.93403601
0,1,-57.61829572,1,260.5120961,0,-1934.884426,1,-1524.103521,0,176.1385389,1,-844.4084928,0,-211.5533687,1,382.118847,0,-700.458147,0,313.1907436,1,282.4733823,0,43.79005676,0,-131.2600477,0,118.8902017,0,94.5514598,1,382.9222491,0,11.78445283,0,323.3011792,0,-280.9611994,1,355.1314677,0,372.0227826,0,301.3043191,0,-574.4140081,0,160.8980507,0,125.0368014
