,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,
0,1,-54.65221227,0,535.8910962,0,-1079.55559,0,100.7027417,1,179.2439543,1,-123.9122212,1,105.9875168,1,-945.3316088,0,-210.9222707,1,305.9569941,1,150.6093447,0,-350.8128433,1,-35.09231102,1,246.3544011,1,-153.5296846,0,-99.7398046,0,320.3410029,1,-86.022708,1,419.8303494,0,-480.7045053,0,-41.22195553,1,383.2887847,0,-312.9440925,1,292.3217957,0,-185.3142656
0,1,-75.85143908,1,-5.660492921,1,-2028.401293,0,191.2468814,1,403.6435894,0,-1184.969391,0,128.2805129,1,141.6236094,0,443.5299451,0,267.9526029,1,-356.9234508,1,-50.62418468,1,281.2548817,1,123.5995286,1,-81.00301718,0,-37.05213311,0,419.6002737,1,-93.22566776,0,429.2894025,0,-493.0836934,0,-465.5326634,1,-932.5920728,1,28.18351208,0,339.6081968,0,-1814.494628
0,0,-79.31163175,0,-776.7256372,1,-2468.81558,1,283.7219069,0,256.0658301,1,-630.6357095,1,256.9908811,0,86.35182359,1,311.3960032,1,315.3272749,0,294.5896635,1,191.8994854,0,-342.2346352,0,24.62526434,1,79.7792266,0,-52.62021761,1,364.5388931,1,-90.42094867,0,-791.1073182,1,-254.963119,0,-341.8653348,1,255.6383208,1,-693.7679438,0,388.7204904,1,-2265.410319
0,0,-116.9836375,1,-1147.298057,0,-51.56275684,0,230.4085571,1,335.7776817,1,71.42321099,0,316.142187,0,-49.43812879,0,-117.6978789,0,254.2523442,0,378.3255422,1,210.4704935,0,23.29418176,0,-170.9415254,1,203.9105662,1,-113.6367592,0,169.6579297,0,-68.20121884,1,418.3832281,0,-1217.573199,1,-362.753549,1,-1501.333331,1,340.6886519,0,-359.1149469,0,-2158.230873
0,0,-121.8290252,1,-93.51471348,1,-266.3029299,1,402.1024245,0,276.528687,1,-822.0029022,0,322.4310866,1,99.19135493,1,-165.3632033,0,284.7433169,0,301.3965635,1,228.4242237,1,284.2221489,1,-562.1997681,0,212.0746998,0,365.8901534,0,181.0445227,1,-600.4806216,0,341.7359053,1,-988.9756588,1,-381.4758698,0,-203.0106173,1,367.6107899,0,-162.5172771,1,377.157886
0,0,-124.0737953,0,-324.5971608,1,-272.9793985,1,-509.9485177,1,105.8638204,0,341.4324708,0,318.8044244,1,-241.3553451,1,362.8492336,1,-704.9656582,1,-87.36206915,1,-447.3479263,1,387.1712469,1,-839.3667544,0,-16.87520662,1,162.0873668,1,316.3221642,1,-0.670623638,1,360.1725595,0,-721.9612534,1,280.9563322,0,142.4857071,1,405.7368918,1,334.3810555,1,322.1567127
0,1,-80.33610871,1,-124.8362739,0,-535.6937054,0,-157.0308044,0,-728.3794831,0,354.3334675,1,387.123357,0,-247.4311188,1,92.58894326,0,-895.5149134,0,-86.1122538,1,-894.8771415,1,-206.2934192,0,-1194.516082,0,-19.87775817,0,-227.9685765,1,434.024684,1,134.7571961,1,277.9200805,0,-842.2439619,1,346.5050264,0,-70.03596004,0,160.6526132,1,301.6150809,0,372.9314088
0,0,-84.16325205,0,-892.7315272,0,-1661.200135,1,-74.03773446,0,-913.0459724,1,322.6353958,0,397.8465232,1,-221.3097979,0,-77.16591959,0,-819.3082682,1,-293.0649026,0,-2574.953018,1,-467.8460351,1,-1072.393017,0,105.6713961,0,306.7191263,0,393.1151606,0,209.2096093,0,276.4742548,0,-1144.806934,1,-758.1912512,0,-28.82309765,1,-118.8942628,1,150.4613954,0,439.4156823
0,1,-70.79982005,0,-63.8432908,0,-1383.210085,0,-345.8317871,1,-931.8758549,1,296.9464623,1,348.9320835,0,88.91791687,1,-82.3690261,0,-1148.279648,1,-303.1826019,1,385.4289883,0,-436.0354726,0,274.0605948,1,40.42575204,1,193.3528568,1,374.996396,1,261.0302101,0,279.0142847,0,124.7758555,0,-218.8828574,0,158.0504505,0,35.59895297,0,-147.9172326,0,396.3462561
0,0,-64.79777575,1,244.9864165,0,-2161.732395,1,-618.9052446,0,-1811.581046,0,256.0403589,0,-1505.474815,1,-160.9144263,0,269.2275563,1,386.1813365,1,303.8991468,0,410.4419122,1,-1408.85964,0,351.8502897,1,-150.6535439,1,62.1260769,0,103.6640607,0,345.7296255,0,366.315673,0,284.1755473,0,-474.5680058,1,-188.007863,1,176.6425832,1,-13.22248243,0,375.685729
0,1,-62.68030363,0,364.0578259,1,408.9948423,0,26.73596327,1,-2674.850753,1,315.9770913,0,-1202.327717,1,286.4335594,1,268.2471698,0,-420.0217807,1,-472.9256604,1,365.2710774,0,359.3413772,0,-0.809938808,1,-1013.33206,1,-66.02045438,1,102.3570792,1,105.2017124,1,436.6662347,1,298.4405546,0,-240.0291867,0,16.38079546,1,180.116985,1,-569.3234511,0,213.5317813
0,1,-47.19674615,1,518.903929,1,125.1543982,1,-469.711601,1,386.757612,0,330.4685557,0,-813.1023991,0,299.2087753,1,165.090077,0,-15.58584983,0,-489.1872879,1,428.0135863,1,-1319.40538,0,403.7265121,0,-635.6207235,1,172.304218,1,239.3926217,1,468.6676191,1,-408.5414965,0,364.5434818,1,-80.34390354,0,115.8059826,0,364.3574466,1,356.6843288,0,297.4742179
0,1,-35.09242415,1,-41.04893998,0,-61.78050549,1,-535.5521231,0,31.63765798,0,-300.3179833,0,-831.0846319,0,333.646072,1,412.2912061,0,-69.79259975,1,379.6262909,1,360.9971862,1,-112.1737531,1,376.5197648,1,113.584535,1,262.5826231,0,332.944501,1,453.7208351,1,-438.0181207,0,355.9373181,1,446.744003,1,105.2022123,1,46.61230033,1,356.5349965,0,-303.7848538
0,1,-71.08698637,0,264.1267907,1,97.95460432,0,-1184.941764,0,-132.790276,1,253.45224,0,365.9567332,1,389.8183007,1,392.5703809,1,-323.1313682,1,368.6590386,1,-138.5108767,0,-117.1449523,1,-758.3407296,1,112.3931719,1,354.8569355,1,385.5102787,0,464.4243235,1,151.0628606,1,362.9411675,0,-595.2502969,0,248.1012958,0,433.4824154,1,349.8217987,1,-468.7054942
0,0,-45.90864419,1,71.91717004,0,-1377.264667,1,-32.95327148,1,38.3255021,1,300.1560186,1,282.5495475,0,140.3331165,1,416.3481376,1,-639.2297453,1,162.8135403,1,345.5328148,0,360.5126185,1,-1205.650838,0,365.9924439,1,287.140825,0,275.3726066,0,362.0789548,1,156.3546817,1,-706.3121744,0,-329.6217499,0,334.4830009,0,459.3862176,1,423.5568655,1,-76.41155521
0,0,-67.62898345,1,-256.8338299,0,-1018.686641,0,326.6064725,1,298.7580308,1,307.9827553,0,161.1123973,0,-929.8918512,0,-60.12263175,0,348.3834772,0,277.3471187,0,446.443845,1,422.6383255,0,333.2731689,1,299.9499344,0,346.4944344,1,344.4317811,0,384.1505204,0,254.1040899,1,17.57871299,0,-485.0326123,1,341.1770551,0,206.8224327,1,-635.1947979,1,-767.5229295
0,1,-60.49843368,0,38.2180996,0,268.5156127,0,189.094658,0,311.5332394,1,-50.33431771,1,-430.6788936,0,194.8969565,1,-64.23522463,0,357.3059972,0,305.0125012,0,309.665493,1,456.7538487,0,297.4634545,0,-7.237807572,0,348.2403355,0,357.8246301,0,393.1889203,1,258.2156068,0,390.1903067,0,-361.6017256,0,128.2962819,1,29.78678695,0,138.7748056,1,309.5786416
0,0,-88.31639339,1,119.4365426,0,249.3030466,1,76.85478911,0,255.7026588,1,-104.1205484,0,304.8474609,1,404.2629081,0,-22.2628275,1,366.3367051,0,184.1542554,1,338.6189112,1,412.5446275,0,306.4267786,0,108.7916736,1,241.7005442,1,-557.4929538,1,45.78053639,0,313.4365167,1,305.3204927,0,-455.0057253,0,-1244.194792,0,-132.0315602,0,55.89177722,1,153.6873248
0,0,-99.50568087,0,189.1306254,0,66.78915829,0,-359.9155063,0,232.1839464,1,144.9073596,1,-181.2068655,1,414.8255756,0,-114.700315,1,360.452893,0,-82.14520415,1,406.644438,1,-873.2949567,0,-39.47811576,0,185.637864,0,-295.9625546,0,-315.3395111,1,162.8268708,1,26.21196661,1,265.710639,1,-767.8805414,1,-920.9076605,1,-263.5071162,1,-138.5227938,0,361.9210051
0,1,-108.3521845,1,193.2107381,0,67.51903986,1,-390.6634077,1,315.7997756,1,141.1142405,0,256.6028251,0,188.7164361,0,17.88088886,1,385.2328684,0,-91.55899358,0,57.84713531,1,127.6474472,1,345.043427,1,-267.930284,0,-113.5602451,0,-55.14801467,1,327.900321,0,411.2956439,1,326.3989677,0,-800.8329487,1,321.855762,0,-563.1553461,0,283.1546817,0,436.8104597
0,1,-127.1756895,1,-492.1955515,0,391.8787203,1,-134.0813041,1,323.0978381,1,153.5634272,1,314.6702611,0,-258.997432,0,228.3859203,0,-364.78773,1,58.06154704,0,-635.4292858,1,-1417.586682,1,-712.7776278,0,107.6818164,0,211.5266588,0,36.60226934,1,157.9133252,1,421.4848614,0,243.9463643,0,432.2032324,0,422.3486806,1,-445.9417494,1,55.45026493,1,453.1587528
0,0,-28.97718305,0,-775.1554748,1,278.4432895,0,482.708926,0,330.4843915,0,111.7740368,0,63.92059389,1,-304.9705136,1,28.01993689,0,-175.5101505,0,-319.3092315,1,365.0184976,0,-1488.520085,0,338.1578006,1,71.41878289,1,-20.56035404,0,237.7690726,1,-50.984324,0,367.1102396,0,-203.8713934,0,-1084.73296,1,-968.7405692,1,-897.8616402,1,-747.3115948,0,469.9059042
0,0,-54.94647572,0,-890.6996445,0,398.7280737,0,-286.2705642,1,29.40620444,0,174.3666568,1,-262.7050299,1,167.140661,1,179.8648105,0,341.0148629,0,-23.52081622,0,85.19279785,0,-79.48884093,0,345.0169507,0,259.158017,1,52.3426396,1,258.9572314,0,-873.0670065,0,438.2366654,0,-481.4939105,1,-1260.754459,1,147.2834075,0,18.10203129,0,-1059.985134,1,487.0616448
0,1,-50.165873,0,-936.279239,0,401.6174652,1,250.8679841,0,-136.7489333,1,307.8383033,0,-293.337796,1,-29.5025394,0,-182.0989881,1,417.0505174,1,-20.98851608,1,-179.4712635,0,-84.06372702,0,368.7845741,1,-74.15130445,1,-130.7730692,1,128.316178,0,-750.2663301,0,448.7525498,1,336.5544727,1,278.1848421,0,373.9818185,0,16.20364512,0,-790.3386559,1,426.0164039
0,0,-48.6043285,1,362.4960717,1,-689.6648737,0,360.7413804,1,113.803753,1,320.4069925,0,-304.6644178,1,-94.4110355,1,9.076764769,0,125.6005485,0,-931.909355,0,-192.5470691,1,113.7465659,1,382.6269134,0,-302.9727654,0,34.56056243,1,216.6388911,1,-398.9563373,1,198.9035819,0,367.3691141,0,283.3457475,1,442.8281706,1,14.28224052,1,-669.064015,1,388.7010009
0,0,-46.41540471,0,330.7288797,1,-714.602093,0,-119.5779882,0,114.922337,0,303.7190193,1,-125.5975282,1,66.30968469,0,-100.7849883,1,126.041189,1,-424.7896603,0,-25.38723225,1,473.3094222,0,-101.8785956,1,-1255.588766,1,297.3133847,0,-42.71842656,0,364.4488799,1,236.7610358,0,-455.4809321,0,429.9768998,0,261.7251078,1,155.0674,0,303.2793292,1,441.9195735
0,0,-101.0149431,1,-17.66724164,0,-508.3879962,0,92.25352286,1,37.58531506,0,316.4540599,1,169.3616688,1,102.3085314,1,164.0346509,1,-351.8163734,0,-326.2048005,1,-201.3281243,0,89.34815331,1,-117.8736391,1,239.5230467,1,206.8392913,1,-243.0601059,0,-804.335389,1,200.2818709,1,-521.0771111,0,388.5920035,1,333.6793724,0,320.2792812,1,435.4396191,1,462.325321
0,1,-97.50435329,0,-242.8143194,0,-573.501324,1,60.13947392,0,-369.5123353,1,238.5171994,0,378.1843337,0,-4.091646032,0,347.490161,0,-534.3164344,1,-760.2679783,1,69.55042509,0,200.8829203,1,219.8013221,1,314.6459115,1,386.1015607,1,-553.5714591,1,-823.5300036,0,-121.2640112,0,401.1735289,1,318.4824041,1,-12.73243198,1,328.7331757,1,67.45048509,0,485.9018652
0,1,-42.09756327,0,167.5668125,0,-558.4607233,0,-98.38335263,1,-390.5909334,0,334.3566279,0,-960.5516138,1,-3.936765232,1,354.657623,0,331.308325,0,-1170.899046,0,127.605888,0,198.2528515,1,353.4772948,1,36.62925016,1,107.0787961,0,-407.1855774,0,245.7748241,0,-350.9593774,1,358.1476574,0,304.2082013,1,268.5524443,1,168.2880686,0,197.741154,0,-631.8799688
0,0,-39.67359624,1,318.800223,0,155.9416711,1,247.4527329,0,-678.0706524,0,380.058142,0,-1312.57057,0,188.1953488,0,459.4711877,0,273.0827941,1,-947.3932842,0,47.86794752,1,13.15790254,0,402.0561853,1,-283.9920449,1,-66.89883894,0,317.0309458,0,-36.68872705,1,214.4606826,1,171.2663976,1,309.6846468,0,176.8826502,1,339.0457508,1,40.17644713,0,379.2114379
0,1,-117.791092,0,146.540532,0,243.7809344,0,455.5100623,0,375.1042405,1,280.5516975,0,107.2629111,0,78.7461376,1,-319.0743537,0,-334.3587977,0,286.6713228,1,225.0753411,1,147.7883304,0,418.1033414,0,-192.0772871,1,-11.46887646,1,407.5085407,1,177.8371946,1,333.9983913,1,412.7594323,0,365.4711111,1,1.435503869,0,283.3450045,0,120.2553598,0,25.87882882
0,0,-181.7412289,0,-923.9974218,0,285.8295037,1,172.0363074,1,306.48403,1,288.1843903,0,241.1189804,1,-86.34191025,1,56.74775996,1,-103.8087002,1,113.2464845,0,332.5146955,1,-982.8505401,0,428.5159069,0,-1022.700817,0,-323.6921267,1,388.0227853,1,-98.41795686,1,-10.31845093,0,264.74135,0,372.5378861,1,-91.48798759,1,289.2632728,0,-119.1868536,0,-164.9108922
0,1,-86.7872162,0,-349.3178474,1,309.520811,0,176.1177472,1,315.9866647,1,-617.4298681,1,315.6092628,0,-209.9857029,0,308.5039654,0,225.2513132,0,262.5419449,0,247.8864609,0,405.7469857,1,61.28485109,0,87.91676253,0,-109.5178166,1,-5.809978361,0,59.73468905,1,-240.8536582,0,70.24242765,0,392.5190825,1,281.1325277,1,202.2365501,0,-123.4619567,0,242.2336756
0,0,-32.43731447,0,-93.02661739,0,318.9300895,0,456.5610831,0,201.4980914,0,34.17525389,0,256.842201,0,-52.34180898,0,327.2461723,1,284.7630267,0,427.3460154,1,69.01493353,0,413.395951,0,142.6573608,0,200.4364264,1,-760.3045038,0,-535.2726103,1,207.6451556,1,303.5205518,0,-101.2999039,0,402.4693086,1,339.6624114,1,324.348347,1,249.4563386,0,189.8260284
0,0,-61.33045119,0,-182.6156852,0,-495.8295438,0,468.0875734,1,-104.3135199,0,203.081506,1,392.7235724,0,27.35857671,0,335.8982322,0,357.8977215,1,0.189134008,1,117.6630947,1,-207.9047897,0,-272.0625434,0,-36.58159512,1,-823.9577487,1,-147.7825856,0,-27.25253862,1,123.4800857,0,4.022125143,0,412.5401838,0,296.4903543,1,174.4138705,1,405.3727512,1,277.0186291
0,0,-47.7647861,0,-2522.686514,0,235.7583892,1,500.8107303,0,-31.03300696,1,-691.531825,1,-365.9051346,0,-354.5394832,0,382.5041887,0,331.515563,1,423.2634673,1,73.85315727,1,-445.6555061,1,-549.4798454,1,8.624691462,1,-83.83007417,0,-1139.665846,0,-38.20665056,1,-226.098582,1,179.6109753,0,343.7291527,0,302.8432016,1,-611.8240836,1,277.3197456,1,251.4726981
0,0,-54.54124182,0,-1572.359936,0,-2058.383708,0,-2014.39373,0,-143.0596548,0,231.1647739,0,61.08785607,1,-154.190548,1,196.7897923,1,389.6002577,0,414.3185533,0,-20.17240454,1,-605.1117505,1,-1020.023531,1,150.6638585,1,-273.3148501,0,-1317.207635,1,-213.7518384,0,335.4803703,0,190.2705833,0,-93.83201838,0,322.5929964,0,116.2891961,1,195.2904486,1,444.4320041
0,0,-47.99202286,1,142.6187178,1,71.00536787,1,186.7460981,1,39.21608462,0,307.2892138,1,243.9328307,1,343.4572359,0,120.5376215,1,-251.4402049,0,82.41918958,0,158.1957279,0,281.8420701,1,-963.445144,1,217.0524178,1,-187.8955585,1,-1213.75821,1,-157.6723211,0,394.0464575,0,258.3096947,0,-105.3101782,1,247.9825775,0,-49.90290648,1,85.67887041,1,412.4104551
0,0,-35.90710367,1,134.0579719,0,35.80784409,1,208.1473258,0,275.9501683,0,384.2096404,0,109.439219,0,294.5207721,0,18.16033846,0,-258.838619,1,217.0356324,1,203.0399315,1,147.1944549,1,219.467577,0,399.3786362,1,-191.7282317,1,283.9446386,0,-411.5795733,0,350.5093186,1,188.8113352,0,-111.1490129,0,-245.0800826,1,54.28480387,1,7.841476135,0,-915.1366504
0,0,-24.41379849,1,320.5207977,0,-543.1808723,1,162.3928187,1,294.2642641,0,102.9960408,1,220.5805636,0,301.2154794,1,146.1710469,0,-504.4664012,0,204.4992504,1,205.8165144,0,1.788203435,1,41.5006623,0,409.5095882,1,37.93506235,0,-149.4633789,0,-444.3672109,1,265.4429303,0,330.2120844,0,199.4969856,0,125.0512692,1,-78.1913969,0,2.410066718,0,-648.4884501
0,1,-125.7882646,0,22.3202091,0,-278.6035467,0,-187.0757703,0,293.2232594,1,-50.65867812,0,-101.9497408,0,328.392833,0,322.2621227,1,334.4705214,1,116.6141454,1,162.1139993,1,416.4344255,1,-451.2240476,1,372.5526542,1,149.6079901,1,74.27012342,0,196.8588141,1,-462.463442,1,288.3679261,1,-576.9047172,1,250.4293456,1,-103.0566417,1,89.69446481,0,424.0882161
0,0,-49.16132697,1,46.57637089,1,-1383.955086,1,105.7502975,1,302.4023639,0,-163.0949926,0,71.95578117,0,396.5256605,0,362.0858951,1,123.7758019,0,101.0255232,1,185.3944989,0,409.5298332,1,-238.2515527,1,-769.3032138,0,197.1850556,0,-98.27836562,0,83.24926077,1,-487.4155571,0,269.9641298,0,-606.2583521,1,390.5555295,1,-106.5475768,0,52.50443199,0,445.0927818
0,1,-43.35312448,1,-474.2458655,0,-994.3411429,1,242.4043919,0,229.7071305,0,-170.1311453,1,-211.1308748,0,-250.6991978,0,378.5225625,1,-782.6295187,0,-14.27418249,1,257.1339696,1,434.3763335,1,-52.4821541,1,-903.0303601,1,278.921344,1,204.8524156,1,340.9058953,0,-768.527239,1,-27.24994718,1,-340.7632806,1,339.7105177,0,-51.41809933,0,242.1023827,1,277.9174898
0,1,-33.09262875,0,-885.4360445,0,303.1446023,0,352.9987558,0,-215.9650564,0,344.5250098,0,-476.4670546,0,-362.9796643,0,355.6840977,1,-506.6673723,0,-196.4129636,1,-439.5804415,0,372.8735961,0,-1311.122857,0,-444.5738959,0,349.2123469,1,422.8624699,0,104.0127292,0,417.3510892,1,-129.3565502,0,-247.8417807,0,-71.33698293,1,-274.1335048,1,287.8215525,0,289.7349621
0,1,-62.12165345,0,-1970.925418,1,164.6251371,1,370.0501128,0,-109.2515396,0,-419.6969044,0,-488.2552368,0,-372.8747331,0,430.0020595,0,347.9119149,1,-582.0815869,0,-608.4133665,1,428.5876082,0,-201.4391409,1,-3.628030321,0,-590.259438,1,307.5899553,1,353.905271,0,-272.126484,0,147.0011521,1,-1.3971246,1,2.82801143,0,-181.2321914,0,365.6302928,1,383.4118004
0,1,-54.27603871,0,21.81587448,0,-68.64739393,1,43.11442571,1,-278.7019991,0,-194.7140553,0,-1220.648677,0,254.4714288,1,386.0272988,0,271.567729,0,-139.5127103,0,425.9976024,0,382.2312706,1,-35.2576918,1,110.6269477,1,-694.6945384,1,276.8619184,1,113.8087733,1,-595.8936293,0,222.8114222,0,20.82609209,0,6.481364852,1,-204.5474609,0,-34.49483379,0,392.0596848
0,0,-30.30283915,1,268.3702147,1,115.9554896,1,283.0149689,1,-88.39376691,0,-424.9493493,0,45.78799452,0,119.1886627,1,-12.11244766,1,169.4939528,0,-367.9369528,0,334.181236,1,414.3343355,0,-153.5585152,1,-820.9741331,0,-1319.688229,0,-494.211001,0,-57.59740446,1,-1293.290812,0,261.5790104,0,-165.4908037,1,-6.796166949,0,-286.0918987,1,-37.03403213,0,312.0906988
0,0,-54.47106865,1,102.3228289,0,145.1507603,0,121.367964,1,367.8338469,1,-213.4642081,1,118.0450171,1,225.13851,0,173.9998857,1,41.21698573,0,-156.5805478,1,289.9761244,0,452.7714536,1,28.40235148,1,113.2571453,1,-1805.547131,0,-836.8657497,0,-1226.194804,0,233.5356082,1,382.3760511,0,-77.25439499,0,19.19976249,0,-862.4210163,1,-223.4557561,1,-27.17632492
0,0,-42.54422225,0,-1227.515563,1,181.7620843,0,358.2631414,0,276.1448914,0,171.2477488,1,211.4778167,1,-95.02719736,1,0.800134091,0,-790.7172198,0,370.9352924,1,287.9860411,1,441.4846589,0,155.9623536,1,120.5343331,0,251.6223543,1,-228.5483762,0,-1253.203764,1,-13.04364318,0,258.7683488,1,381.4254088,0,287.9331911,1,-593.038792,0,143.4640349,0,119.7028127
0,0,-30.3263901,0,-66.39310831,0,-21.57470897,1,293.1017911,1,242.3612666,1,275.4176652,0,289.7717389,1,58.59811338,1,168.369777,1,-1262.601088,0,-67.90281297,0,369.3641488,1,176.629203,0,379.7863148,1,308.0395018,1,288.3246426,1,-52.858773,1,257.5314978,0,-1446.511677,0,82.78474359,1,438.6973833,1,100.6271072,1,-66.64469216,0,168.6938482,1,200.9012389
0,0,-22.5971034,0,-259.484876,1,73.68536541,0,209.7000593,0,228.7951436,0,176.9483619,0,297.381649,1,330.8107018,1,182.368841,0,-1327.916822,0,-448.4545864,0,375.920367,0,-10.30183013,1,392.2520556,1,146.328577,1,443.5939537,0,298.5166618,0,231.6725253,0,-69.45179147,0,-319.3458151,1,393.5216088,1,-1247.343831,0,-957.8296383,1,-814.3079606,0,-171.1628408
0,1,-116.4098013,1,-48.25490921,1,390.5339234,0,259.1948076,1,56.38933481,0,401.869206,0,260.6653731,0,363.2437063,1,-185.9102416,1,327.9827113,1,-270.3518621,1,374.3567646,1,360.1981543,1,-86.19014016,0,-32.6200353,0,-99.55581056,0,429.9828587,1,409.5494127,0,-223.5251129,0,-275.5086391,1,-1931.576424,1,-1539.497812,0,-705.4083762,0,220.5844146,0,88.96530609
0,0,-155.5505291,1,-444.7371004,0,410.5236846,1,288.9724366,1,217.1457412,0,412.6090405,1,319.9034172,1,-322.0453038,1,96.30487028,1,-759.087464,0,-676.4470848,1,320.6150485,0,408.6241245,0,-15.02798801,1,-127.4336883,1,220.3472462,1,440.4472121,1,304.8917197,0,-466.1793725,0,-102.4681013,0,105.3016929,1,-1110.787973,0,-118.5282467,0,293.1531751,1,185.4303035
0,1,-169.728114,0,297.6070676,0,211.8022341,0,388.5266333,1,308.4320897,1,137.5696301,0,73.6026389,0,326.9443462,1,90.27326487,1,-804.637453,0,-1100.178682,0,209.6241192,0,216.0623078,1,221.0517342,0,281.6530426,0,347.4309372,1,-505.0539883,1,-297.3506076,0,363.4417143,1,-53.07165421,1,416.724759,0,193.1833625,1,-379.4508511,1,299.3341836,0,-17.09576549
0,1,-53.88834152,1,319.9180711,1,298.5853813,1,481.6768803,1,166.4449738,1,-131.1955647,1,52.26649673,1,296.3474513,1,53.25384394,1,-1101.274522,1,-1488.903229,0,368.6929112,1,-1184.499438,1,8.632773927,1,417.6557696,1,386.0807014,0,299.877283,0,-2123.760056,0,342.2394066,1,169.6123224,0,-38.82200139,0,95.36020344,1,-652.968794,1,194.8585835,0,424.2855981
0,0,-38.56614106,1,86.40309942,0,225.3914889,0,150.8909394,1,168.6459489,0,268.1924468,0,52.07909843,1,235.9843079,1,-95.77362159,0,-1497.86538,1,-514.1809084,0,358.5072693,0,-1585.354079,1,-63.32994691,1,-157.8855252,1,-392.7411948,1,-653.3737858,1,459.5778033,0,333.1679178,1,229.135434,0,-210.1405307,1,226.5915895,1,-893.0256827,1,393.9101355,0,10.40741184
0,1,-30.93676349,0,338.4736214,1,88.77769602,0,151.2982814,1,-88.72851099,0,204.9474901,1,-153.1500887,0,246.0623822,0,304.617182,0,308.0518932,0,-137.5204186,1,283.2718609,0,-1971.880067,0,96.99480392,1,-69.17444506,0,263.9439259,1,253.2348599,0,191.0049349,0,-994.7646386,0,373.8453989,0,-435.0340691,1,290.4915069,0,333.1234223,1,416.1345935,1,107.49472
0,0,-34.99901995,1,-432.712504,1,134.2710125,0,150.8325668,1,-595.4681333,0,86.04593067,1,-659.2562171,0,-951.9397933,1,250.8289082,1,234.2905671,0,110.2506762,1,348.8700285,0,-1340.436765,0,86.20031622,0,73.1423307,1,425.0728761,0,334.7261119,0,10.07390318,0,310.3811289,1,103.5861265,1,-200.0158907,1,251.0641815,1,406.0169781,1,41.51042127,0,-39.3910178
0,0,-25.25647247,1,-455.0899864,0,-1774.186336,0,257.3907781,1,-1423.285925,0,-8.761511469,0,-548.4677942,0,-92.61565597,1,256.8277325,1,409.4991024,0,-228.1677756,1,411.4136704,1,52.03388408,0,222.125529,0,331.6078012,1,261.1098702,1,295.5279373,1,4.93516374,1,369.7536796,0,-892.7545806,0,77.51629157,0,-232.3524139,0,428.3427919,1,-401.5756187,1,113.329574
0,0,-51.51219386,0,-77.30081661,0,-111.3935879,0,312.1725253,0,293.5837009,1,-439.3714268,0,-561.9613556,0,307.5538934,0,260.3910437,1,217.8075001,0,-163.2928369,1,134.6254827,1,234.4512961,1,267.30904,0,429.9236007,1,281.5654067,1,221.0900222,1,227.5659133,1,359.8845819,1,-2196.057442,1,346.9177785,0,359.9260623,1,308.9073034,0,407.7597638,1,398.23365
0,1,-117.4642642,0,-492.0704676,0,-313.5663293,1,292.1871748,0,-716.8431867,1,-744.3640579,1,-117.2383101,0,195.5657258,1,137.061085,0,358.3249778,0,-63.89944254,0,293.1677083,0,-152.838022,1,338.4892825,1,440.4249184,0,293.8025714,1,402.7338645,0,-3.39875395,1,432.2798345,0,250.9234199,0,362.2246129,1,303.2004976,1,434.8847092,0,25.63275624,0,189.3919038
0,0,-89.97671551,0,-318.530022,0,-6.616524974,1,70.17054103,1,-468.074801,1,-92.25712189,1,-347.1490907,1,21.42980567,1,-751.2839424,0,368.1917356,1,-69.02490706,1,321.9210866,1,254.5911414,0,-266.8650701,1,324.8577288,1,383.5700835,0,-1519.440315,0,-152.6934574,0,-402.1974824,1,336.4135183,0,379.998403,1,34.28781915,1,453.8691192,1,173.7130245,1,189.3576072
0,0,-87.98836577,1,500.2452332,0,227.978406,1,130.6153787,0,385.4534833,1,256.2386518,1,322.1666011,1,-146.0987486,0,-1078.479441,1,271.1522369,1,-763.2783349,0,365.7501586,0,125.8907923,1,-806.8847329,0,331.5200854,1,237.9844176,1,1.706287377,0,252.2479151,0,341.0788223,0,137.7539349,1,122.4650995,1,354.8440652,0,-292.1382699,0,331.2414896,0,127.8160757
0,0,-85.98375073,0,358.3959658,0,139.1664308,1,219.4164718,0,396.0970647,0,193.551058,1,377.8857663,0,108.1875901,0,-1102.801982,0,351.2626434,1,-407.9708317,1,389.9574365,1,265.3812323,1,-13.02063754,0,-684.6533065,0,300.6935938,1,-291.1117517,1,252.1495636,0,388.3325804,1,258.1817676,1,-1079.220394,0,358.615544,1,-316.2527817,1,384.454452,0,267.4812452
0,0,-66.60428532,0,-732.4571832,1,377.2729448,1,318.7786701,1,406.8697024,0,266.4680707,1,379.7707594,1,-1868.35208,0,-691.8918203,0,347.3532529,1,283.1579015,0,371.6617862,1,-122.6287308,1,-901.0332184,0,439.3292884,1,319.8233182,1,-468.9454391,0,138.1780164,1,369.9903737,0,304.1202467,0,-82.78885694,0,223.2567636,0,427.3210314,1,-136.1322745,1,391.1801149
0,1,-62.26204448,1,66.07786043,0,203.2007308,1,378.7447105,0,417.7729611,0,394.0755831,1,305.7417345,0,-235.7683459,1,377.1685816,1,286.7980852,1,374.2511317,1,296.5858797,1,333.1970003,0,308.2974679,1,290.4279313,0,118.9465322,1,-619.2428384,1,262.1662827,0,442.7879681,1,345.2343428,0,-103.5148453,1,273.1128411,0,348.9178968,1,207.3832752,0,364.3397808
