_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
24.81193,49.0,100000,0.05882957902490138,0.4857897157943159,-1.026733796731833,-5.889610925189186,2.8147103768838432e-14,0.9999999586281708,1,0.55,49.25855225324631,0.19753086419753085,1.1141874,0.86609125,0.99951875,0.3459127,0.00048104848,0.0002469135802469136
27.45641,48.0,100000,0.002360940204975047,0.5075601512030241,-0.034964706145233955,-4.150055321183786,4.948519787679411,0.9999999970016193,2,1.04,1.6622328655794263,0.19506172839506175,1.1624022,0.7501905,0.9997128,0.3439332,0.000997523,0.00024382716049382717
25.23847,47.0,100000,0.0004467572430591015,0.5349306986139722,0.07856681795088334,-1.738783616571224,19.721117912993176,0.9999999989127868,3,1.54,-3.7803635681048036,0.19259259259259262,1.1174833,0.90037996,0.99989563,0.34380615,9.257914e-05,0.00024074074074074075
21.81731,47.5,100000,0.00011953182340610009,0.5391307826156523,-0.06406655024589983,-5.551201778929562,4.298985950557012,0.9999999963046896,4,2.11,3.079811847768724,0.19012345679012346,1.0573866,0.9420723,1.0000099,0.3434518,0.00020196514,0.00023765432098765433
23.08401,47.5,100000,5.774802577466872e-05,0.5515810316206324,0.05363452060526319,-3.255168921330883,16.327517570067393,0.9999999973026604,5,2.65,-2.559421627782285,0.18765432098765433,1.0421876,0.9805932,1.0000494,0.34372324,2.8780722e-05,0.00023456790123456788
33.98762,46.0,100000,0.00010850902478964553,0.5586911738234764,-0.028270527240144644,-4.018482790227303,3.7631801094633204,0.9999999969004021,6,3.18,1.3522778670303524,0.1851851851851852,1.0502633,0.98023516,1.0000747,0.3426164,9.954818e-05,0.0002314814814814815
20.62115,48.0,100000,2.4221637878535898e-05,0.5379807596151923,0.031430891546671225,-4.553672272182989,10.556311820814026,0.9999999961813365,7,3.77,-1.5328573626466095,0.18271604938271607,1.0276198,0.9717402,1.0000188,0.3447186,6.5155837e-06,0.00022839506172839507
22.30018,48.0,100000,1.8413926822807383e-05,0.5424708494169883,-0.034398872015530324,-5.6066509527910995,4.553759556583008,0.9999999961088111,8,4.34,1.6807788303121924,0.18024691358024691,1.0281265,0.9778571,0.99996156,0.34508783,6.975377e-05,0.00022530864197530865
22.46633,47.0,100000,1.634457327731742e-05,0.5369207384147683,-0.002798826396055312,-4.885527026093458,4.859037242640546,0.9999999961660994,9,4.89,0.14979180495720357,0.17777777777777778,1.0796827,0.96043956,0.999859,0.34574032,0.00013982956,0.0002222222222222222
26.49404,48.0,100000,2.148510651849285e-05,0.5245004900098001,-0.032223428283619356,-4.921991873169911,3.9473583856292427,0.9999999964842995,10,5.45,1.49287751596421,0.17530864197530865,1.0241897,0.98833084,1.0000165,0.34543943,8.594905e-06,0.00021913580246913581
23.54857,48.5,100000,1.6130690187882022e-05,0.5230804616092322,0.05444523922678063,-3.3743970656762015,16.05863890548679,0.9999999972062945,11,6.01,-2.615129290148616,0.17283950617283952,1.0556,0.8926573,1.0000484,0.34519964,9.231084e-05,0.0002160493827160494
22.80031,48.0,100000,1.548922737408435e-05,0.5277205544110882,-0.035121768277365295,-4.3990717954211505,4.1386462743383365,0.999999996231576,12,6.57,1.6697626877576113,0.1703703703703704,1.081569,0.930917,1.0000542,0.3455574,1.7460903e-05,0.00021296296296296298
28.20814,47.5,100000,1.2999087646203724e-05,0.5274605492109842,-0.03752947578146496,-4.528566521179109,3.835228236223863,0.9999999966563278,13,7.12,1.7880227440036833,0.16790123456790124,1.0228028,0.9407656,0.9999955,0.34458122,1.5420756e-05,0.00020987654320987653
26.26931,47.0,100000,1.1214131433005714e-05,0.5295405908118163,0.06492274649508588,-3.571890064868081,11.606801409470956,0.9999999969912757,14,7.68,-3.1454471237957478,0.1654320987654321,1.0479017,0.9526432,0.9999816,0.3447076,1.0371308e-05,0.00020679012345679014
21.61409,48.0,100000,9.352983417666512e-06,0.5253405068101362,0.08733183774590712,-1.8884371994773133,20.0267507433499,0.9999999983886698,15,8.24,-4.199191760271788,0.16296296296296298,1.0516917,0.888098,0.9999914,0.34451017,0.00010404902,0.00020370370370370372
26.00728,46.5,100000,1.1021510680277945e-05,0.5383207664153283,0.06212647280790154,-2.887503290478797,17.250871087343544,0.9999999976311552,16,8.79,-3.006718898192048,0.16049382716049385,1.049884,0.9565857,0.99998766,0.34324464,1.7889928e-05,0.0002006172839506173
26.67012,46.5,100000,9.305721246868703e-06,0.5435608712174244,0.040257483611236274,-4.135440565326588,12.99110208280375,0.9999999971630845,17,9.34,-1.9464224250987172,0.1580246913580247,1.0316967,0.96708286,0.99997056,0.3429456,1.2642975e-05,0.00019753086419753085
26.80641,47.0,100000,1.222372288740097e-05,0.5356007120142403,-0.03195268135093139,-4.3253378973297165,4.022500023271967,0.999999996583232,18,9.88,1.5473451535217464,0.15555555555555556,1.0176018,0.98735756,0.9999962,0.34374055,8.199402e-06,0.00019444444444444446
27.52387,47.0,100000,1.157920793498788e-05,0.5355707114142283,-0.0011084361029152646,-4.422354368151421,4.44145262539658,0.9999999965461933,19,10.44,0.04936350043863058,0.15308641975308646,1.0390929,0.8376118,1.0000035,0.34187707,0.000110256035,0.00019135802469135804
