_AverageReward,_No_optimal_actions,Steps,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
22.59835,49.0,40000,-216.17007048409764,-77.95053816763425,-335.9110354800206,-500.8123978228467,-736.5416962139518,0.05093887241733176,0.5209260463023151,-0.806619495321717,-6.12380562442676,0.0,0.9999999989208902,1,0.26,15.32748532295227,0.19333333333333336,1.0800586,0.9002113,0.9998081,0.3460357,8.426262e-05,0.00024166666666666667
27.4838,48.0,40000,-1096.6164841634636,-1106.639998243523,-1165.2789625894861,-1139.5223681537352,-1142.0717726647642,0.00706597610959207,0.5150757537876894,-0.4873487558347508,-6.207933915916686,7.606691902605328,0.9999999993102895,2,0.44,9.260637670755386,0.18666666666666668,1.0166525,0.97489417,0.99991906,0.3458082,1.8294879e-05,0.00023333333333333333
43.76025,47.0,40000,-1116.3928876376806,-1163.6275732176928,-1157.5912701528014,-1148.9790144701117,-1209.6862643812121,0.0030887385583610047,0.5310015500775038,-0.47518777892838837,-7.08224772797118,3.2377068472403185,0.9999999994645541,3,0.63,9.010587900876999,0.18000000000000002,1.099785,0.8051994,0.9998373,0.34339902,0.0002537029,0.00022500000000000002
25.28455,48.0,40000,-1088.4873089809591,-1140.1904447280942,-1116.147647889913,-1141.9337809684616,-1114.311110111075,0.00038541403617047205,0.5245762288114406,-0.3327230001304067,-6.957076334510391,4.2932739810492775,0.9999999992293229,4,0.9,6.31920251250267,0.17333333333333334,1.0523938,0.9741748,0.9999965,0.34558734,1.0522279e-05,0.00021666666666666668
21.2785,48.0,40000,-1046.0692344587014,-1092.9611512936576,-1075.7299091849472,-1090.1504180416855,-1091.954931042316,0.00026796933854255327,0.5186509325466273,-0.27842574759530575,-5.814437308749135,7.375642087319319,0.999999999042152,5,1.13,5.282511323690414,0.16666666666666669,1.0074759,0.9885573,0.9999815,0.3458693,2.5585207e-06,0.00020833333333333335
25.845025,48.5,40000,-985.2589059721541,-1018.2116760413228,-1019.4940649613104,-1014.854973174083,-1017.7355779469104,0.0001991816078129809,0.5260513025651282,-0.23507201818393506,-6.474383812096037,5.020700777304473,0.9999999992432594,6,1.38,4.488951414823532,0.16000000000000003,1.038731,0.9429656,1.0,0.3449984,8.444163e-05,0.0002
24.5558,48.0,40000,-924.4906979029802,-968.7988473949537,-958.7612165936919,-950.0854404966318,-924.0422268215024,0.00015730425758903575,0.5303015150757537,-0.2175075926873725,-5.444794504230856,5.426884489919539,0.9999999991365207,7,1.61,4.122703865170479,0.15333333333333332,1.0507497,0.96935856,1.0000488,0.34554565,2.3949213e-05,0.00019166666666666665
19.821125,48.0,40000,-821.1002296911672,-865.0946697285034,-841.3786660264022,-861.5477838046165,-864.808746044445,9.574389169511993e-05,0.5264513225661283,-0.10571154565509683,-5.544713634055061,5.647512774541957,0.9999999989036276,8,1.85,1.9629687145352364,0.1466666666666667,1.0205928,0.9672918,0.9999552,0.34526584,2.0558122e-05,0.00018333333333333336
20.338375,49.0,40000,-771.4944150235287,-809.4286370786074,-794.9571580564327,-825.855997518088,-826.5964829536688,0.00011292830570606514,0.5338266913345667,-0.057785356063594216,-6.903439388065584,5.599702601415881,0.9999999990387461,9,2.09,1.067699823062867,0.13999999999999999,1.0288604,0.9575189,1.0000256,0.34527335,8.756601e-06,0.000175
33.138425,46.5,40000,-746.6583858841452,-790.4631373233826,-766.2767937569179,-799.7500846176446,-810.665316262872,0.00017395833001713083,0.5419020951047553,-0.21952856697974635,-5.48796177946724,4.373955236890341,0.9999999993296642,10,2.34,4.156580373644829,0.13333333333333336,1.0151513,0.97444063,1.0000073,0.34377676,1.0212215e-05,0.0001666666666666667
22.770875,47.5,40000,-722.3132571366216,-764.5980673824869,-735.0219133656077,-766.8290011623708,-787.8362842691113,6.371064950908241e-05,0.5371268563428171,-0.044394869251645666,-5.466339724429346,10.514628051667163,0.9999999991318119,11,2.58,0.8212478812783957,0.12666666666666668,1.0245178,0.9566431,1.0000473,0.3449549,8.366866e-06,0.00015833333333333332
26.827,46.5,40000,-659.1834894620147,-692.0061308986285,-676.9344143892574,-717.9871659465036,-747.8396380780925,6.586124932425499e-05,0.5425021251062553,-0.08770500174729229,-6.82073243172396,6.924012687417666,0.9999999992613433,12,2.82,1.6644230969250202,0.12,1.084244,0.9640289,0.99991876,0.3446834,5.945081e-05,0.00015
25.239375,48.0,40000,-625.3419647426547,-661.5756206456607,-632.4278722249014,-679.595953543936,-711.797607089885,5.540429449110987e-05,0.5321766088304415,-0.04086187456574737,-5.92783158681241,4.476770201220174,0.9999999991872336,13,3.05,0.7839965056627989,0.11333333333333334,1.0111408,0.9830681,0.99998575,0.34512427,4.236969e-06,0.00014166666666666668
29.58445,47.5,40000,-597.6208689501705,-630.0549941057814,-608.0392884858918,-645.9606670088108,-673.132604454048,8.390945434042477e-05,0.5347267363368169,-0.10262650053507642,-5.568271670055526,5.285148449228615,0.9999999992926417,14,3.28,1.943804882466793,0.10666666666666667,1.0376463,0.98184496,0.9999838,0.34455013,6.8899476e-06,0.00013333333333333334
21.3766,48.5,40000,-553.9977737250111,-583.3726927024563,-562.9940208891823,-598.0388542162834,-635.8041112588614,5.311869467288694e-05,0.5242762138106906,0.03176865158469912,-9.668333973856308,6.029452144759816,0.9999999990782603,15,3.52,-0.5990188927389681,0.1,1.054025,0.9019517,0.99990016,0.34490827,5.316625e-05,0.000125
21.0703,48.0,40000,-496.25181698992185,-523.1659726789751,-502.2416067911411,-531.2153193928599,-578.3125111282866,4.22648354236114e-05,0.5328516425821291,0.050634420515336356,-8.470615052059793,6.062351690190538,0.9999999990798158,16,3.78,-0.9849546290934086,0.09333333333333334,1.0057642,0.99409926,0.99998564,0.34505877,2.1908643e-06,0.00011666666666666667
33.872675,46.5,40000,-480.1076925410556,-500.59752797158757,-484.6551941429899,-498.47406249303805,-544.0908329783238,9.335126841420283e-05,0.5441022051102555,-0.12227512035961302,-6.171014005912509,5.6582087656106,0.9999999993968847,17,4.02,2.3136859238147736,0.08666666666666667,1.0440832,0.9847727,0.9999969,0.34331623,2.7767398e-06,0.00010833333333333334
31.911875,46.5,40000,-460.63621492076913,-480.13826606467944,-460.2205345943923,-475.40511844211426,-528.3592577515988,8.746733730706273e-05,0.5459022951147557,-0.11066983307572717,-5.108896903557686,4.634684492945946,0.9999999993028013,18,4.25,2.1110615506768227,0.08000000000000002,1.0073564,0.98635286,1.0000024,0.34402657,8.512014e-07,0.0001
25.116025,48.0,40000,-450.8027390320945,-466.94504524000365,-453.99926619381927,-469.245958703074,-526.8983419373224,5.300272185145238e-05,0.536376818840942,-0.014854339751896584,-5.661411475304386,5.803843846847161,0.9999999992124875,19,4.48,0.2792877797037363,0.07333333333333335,1.0400587,0.92950857,0.9999472,0.34368125,6.0492202e-05,9.166666666666668e-05
25.894875,46.5,40000,-432.3532297302011,-444.8715962548737,-436.4445208054775,-451.8992050698991,-501.5873297634362,5.336141263058661e-05,0.5427771388569429,-0.020889668557382463,-5.730728881862081,8.54903520759585,0.9999999992178796,20,4.72,0.37931461725383997,0.06666666666666668,1.0059872,0.98583937,1.0000103,0.34375253,1.6414457e-06,8.333333333333334e-05
22.381075,47.5,40000,-411.49284470045734,-422.65773685103545,-416.6123864399281,-435.1309520603592,-477.65408336107765,4.1873864805131834e-05,0.5407270363518176,0.04840428949241258,-6.626598896684636,5.792891354650512,0.99999999906537,21,4.96,-0.9224680257029831,0.06000000000000001,1.0188841,0.9665212,0.99997747,0.34409982,1.0869737e-05,7.500000000000001e-05
28.2005,46.0,40000,-408.35995632758295,-429.0710842983351,-416.5388463411797,-429.3297373000672,-465.8730544663324,6.557930560889228e-05,0.5538026901345067,-0.061114226806576535,-5.925354029752321,6.62076094528021,0.9999999992585079,22,5.2,1.1526556499302387,0.053333333333333344,1.008758,0.98476315,0.9999702,0.34291562,2.0116308e-06,6.666666666666668e-05
30.437925,46.5,40000,-398.9676644644433,-416.67061534316224,-404.8667617843438,-416.14594886236324,-459.0765416176235,5.147044117186648e-05,0.5493774688734436,-0.06232842119948883,-5.216753840051218,5.756313515894105,0.9999999993077788,23,5.43,1.1639004228636622,0.04666666666666666,1.0060745,0.996667,1.0000021,0.3428022,1.0691099e-06,5.833333333333332e-05
27.543,47.0,40000,-384.76481999695994,-400.63227578840366,-391.9737920231376,-408.17058344895224,-449.71168241804827,4.0577312075331554e-05,0.5467773388669434,-0.03002751461503903,-6.049723842649198,4.962117408893811,0.9999999992776044,24,5.67,0.5809801747091115,0.039999999999999994,1.0060668,0.99253815,0.99999297,0.34324408,5.5979405e-07,4.999999999999999e-05
31.76385,46.0,40000,-367.66453885909993,-379.7036374867753,-375.69760275832357,-393.3716232551607,-437.6351766759159,5.070348005710418e-05,0.5496024801240063,-0.08838714420874004,-6.787187418195129,4.8870340154216025,0.9999999993437456,25,5.91,1.7134946659207344,0.033333333333333326,1.0024198,0.99404615,0.99999034,0.34245124,4.6901218e-07,4.166666666666666e-05
23.888225,47.0,40000,-361.7351939636356,-370.168517081429,-372.04797703181623,-384.17945642102796,-418.62577618204807,4.4360700318876155e-05,0.5493774688734436,0.029400450962262424,-6.559825796913713,5.770975717693803,0.9999999991568924,26,6.15,-0.5520530268549919,0.02666666666666666,1.004438,0.99200964,1.0000182,0.34350342,1.4103551e-06,3.333333333333333e-05
21.7922,48.0,40000,-342.6987206548406,-352.71571868784264,-346.7359232235488,-361.0343067467788,-397.0601007496053,2.3320075760714624e-05,0.5408770438521926,0.09730694053260251,-5.540611340566205,5.718090932824248,0.999999999004173,27,6.38,-1.8791482001543045,0.019999999999999997,1.0041314,0.99804,1.0000006,0.3442776,1.6000517e-07,2.4999999999999994e-05
