_AverageReward,_No_optimal_actions,Steps,val1_[1 0],val1_[0 0],val1_[2 0],val1_[3 0],val1_[4 0],val1_[1 1],val1_[2 1],val1_[3 1],val1_[0 1],val1_[5 0],v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],v1_[3 0],v2_[3 0],v1_[4 0],v2_[4 0],v1_[1 1],v2_[1 1],v1_[2 1],v2_[2 1],v1_[3 1],v2_[3 1],v1_[0 1],v2_[0 1],v1_[5 0],v2_[5 0],ad_diff_avg_diff,ad_diff_full_avg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
20.76665,46.0,40000,-2944.063485938849,-2944.3529363699836,-2990.560473446576,-3039.013906783862,-3114.481009644135,-2929.898672364691,-2966.3553962582805,-3014.355811294999,-2923.553373199562,-3217.1469038538617,-3.6126898756319767,-2710.2905247411304,-17.139965536852408,-2711.6897778845614,-2.623974530198353,-2744.503923348548,-12.039825110466035,-2779.4993878464797,-7.271808430887112,-2840.2348268053165,23.797781316311788,-2696.0446956787932,16.58107568534941,-2732.3933754824825,10.537860865927728,-2782.868835151529,-15.249015700787705,-2688.305571385327,2.780385250125663,-2945.8140448370755,2813.453668938648,2762.7404787094133,0.003326038009399497,0.6300565028251413,-0.00542147287763935,-5.839755269426153,3.2724450683619835,0.9999999273777903,11,2.87,0.03242539195343852,0.12666666666666668,1.062479,0.80462027,1.0003902,0.3222534,0.00073111395,0.00015833333333333332
23.068825,44.5,40000,-2963.0615904861174,-2961.7232414677037,-3008.3087304763003,-3055.8740591874202,-3131.3602449063005,-2950.6052620089713,-2988.1432921594906,-3035.7242271143587,-2942.1923570769213,-3231.3963135532595,-2.572799241233639,-2747.4303162994274,-15.699129659767339,-2752.0926427361414,-1.3984365846550444,-2781.130393444491,-10.929206747630433,-2836.5276705650635,-6.627417998504062,-2901.3871661144035,23.13401182726277,-2752.425173378448,17.234978415660017,-2780.923953080016,11.23071826527881,-2832.487102281305,-16.45564850113178,-2766.693491823934,1.086870710502613,-3007.066313923052,2861.551218863982,2815.7168164132067,0.0019683398367397746,0.6528076403820191,-0.010938586052819303,-5.356055812083168,3.721229028192934,0.999999919811558,12,3.15,0.1592530095949769,0.12,1.0732384,0.84850425,0.99997246,0.32529816,0.00038510832,0.00015
38.955325,40.5,40000,-2972.6781571686724,-2970.775928865849,-3018.643118692504,-3068.032811858693,-3144.0679227515134,-2958.560703792776,-2996.023045605895,-3046.335962494694,-2952.8589560445835,-3242.4383508586598,-2.0550250016136,-2836.746633027189,-14.723151483570819,-2833.052834888079,-2.2281048546894437,-2876.227448071653,-11.458844599744403,-2903.791198300869,-7.1387551779344784,-2973.3850001988358,23.467272280380634,-2825.5881545787292,18.907159074455343,-2842.6432284196853,14.4638893570581,-2874.4085108119707,-17.61498765545493,-2822.170790030719,0.501089227305687,-3068.035425110151,2919.1716148346873,2885.816976460407,0.0017903480690019766,0.6622081104055203,-0.004558776918301613,-5.051297499163176,3.501323389889838,0.9999999226411318,13,3.43,0.026741330977529287,0.11333333333333334,1.0811243,0.83282936,1.000186,0.30183956,0.0008661396,0.00014166666666666668
22.503925,44.5,40000,-2988.9132781703333,-2984.581289989677,-3034.959169912247,-3085.6914838033827,-3162.4181594044667,-2975.8590792801833,-3012.8901852093477,-3063.3805585848727,-2971.5004612369057,-3259.366883110459,-1.6159076443029203,-2814.164318510813,-13.828464960708711,-2829.617239284083,-1.898167498152441,-2852.0192110979797,-11.421554458716852,-2891.9238411603073,-7.980767347551037,-2949.6737147975387,22.930427875674155,-2824.5054625888733,19.53320004281138,-2856.208260405555,15.366773037006368,-2898.1103175859776,-19.41331787698347,-2828.3129374720697,0.794323436446512,-3035.920212999841,2915.0434004724193,2878.2922060508563,0.001236912796832742,0.6654332716635831,-0.01211102168135696,-6.106876369153917,4.0608550059369035,0.9999999112447724,14,3.71,0.18038012902252376,0.10666666666666667,1.1273183,0.872768,1.0005434,0.31165215,0.000659978,0.00013333333333333334
21.451975,44.5,40000,-3003.800729155729,-3000.2402626424932,-3048.155606482105,-3100.8503059580307,-3179.5089743888957,-2989.7141560329283,-3024.8826025646235,-3076.577033320675,-2988.3357818700365,-3274.350241083853,-1.5916154094634414,-2841.2605138522604,-13.393155937134821,-2830.949837591498,-1.2008674197247795,-2884.4557664024483,-10.494856108470534,-2930.773135055393,-9.916556883717679,-2988.6640209214556,23.09178556998874,-2833.005821495566,20.17061053884863,-2867.4507916854272,15.23776229954215,-2925.5260380444993,-19.686907990123537,-2824.5844551326054,2.1395287120621407,-3069.80285315983,2936.692772605382,2900.0828960712793,0.0014545678952422444,0.680134006700335,0.0030938333329602113,-7.5492921072719055,3.4607267319363366,0.9999999102308554,15,4.0,-0.06643974804319441,0.1,1.1178287,0.9459611,0.99999696,0.30729592,0.00013896063,0.000125
33.3503,42.0,40000,-3012.6670969393113,-3008.038715726877,-3057.3896652072203,-3110.4086975128516,-3186.759807277769,-2998.047329877592,-3035.3197430771593,-3088.0176202338344,-2998.3952790105045,-3280.1104971555337,-1.1849555984897582,-2881.203354126265,-12.601914758863634,-2882.0175332356803,-0.6078631101851121,-2919.1670886865263,-10.10842277144901,-2965.5157512369883,-9.653718174197884,-3042.2496852783784,22.388466758653184,-2874.912965954534,20.099882182777314,-2902.2856978417008,14.217726355387377,-2953.1064243061896,-20.693826615033853,-2876.9752109461374,3.5673445222489866,-3138.421525876838,2973.737092588569,2944.127795628009,0.002145218901371399,0.7012600630031501,0.01345673501304003,-6.87496713879565,5.118718459573158,0.9999999213910609,16,4.37,-0.28833837946876884,0.09333333333333334,1.1700791,0.9464478,0.99995154,0.3092325,0.0005062479,0.00011666666666666667
20.64525,46.0,40000,-3020.705298374973,-3015.1906875922678,-3064.126320022725,-3117.6081780301283,-3193.09719115858,-3008.381482439301,-3045.6143704036217,-3098.8028717811358,-3010.7518402077117,-3283.8620605851056,-0.5367333787102943,-2862.869059888675,-12.174345816823232,-2878.260147405331,1.0449510820328478,-2896.7482118441285,-9.173971226444172,-2945.3106808139555,-9.864067151903509,-3020.474915259723,20.870299032804223,-2868.22560791093,19.246406100390306,-2901.180228911824,12.086310363131451,-2942.368406294825,-22.340598335025344,-2870.370919283725,4.205280701584386,-3116.68127720886,2967.4318178267954,2930.5852986193013,0.0008869637758751646,0.6747087354367718,0.008485992019874291,-5.9291270478512175,4.635345614589824,0.9999999028996148,17,4.71,-0.1744332076050341,0.08666666666666667,1.0811043,0.96490145,0.9999561,0.31927395,0.00041229784,0.00010833333333333334
44.569025,39.0,40000,-3028.4531532432247,-3021.60278705724,-3070.715164950557,-3124.5562420364945,-3199.4669072825423,-3016.510821176051,-3054.0439727374337,-3108.7073975494072,-3018.819652992161,-3289.7089553227547,-0.42963581710956295,-2932.9642190449085,-11.854728682723147,-2929.0264573203044,1.5342163449148174,-2974.5123189083774,-9.079013644193068,-3022.9810696676964,-10.099141915580434,-3101.2377436331744,20.770518784249557,-2925.5959221475982,19.267372186806558,-2957.7657176848425,11.206314494224502,-3006.2338280696313,-22.18336964276274,-2930.8106804538957,4.7249438900768395,-3183.6233608029756,3012.330299791052,2996.860879373131,0.0011725989971757423,0.6814090704535227,-0.013121022992572937,-7.009023947093565,4.548249722762657,0.9999998973242954,18,5.09,0.250551522243768,0.08000000000000002,1.1227155,0.96132964,0.9998873,0.3076653,6.651363e-05,0.0001
22.50385,46.5,40000,-3033.8731775500073,-3026.3251950464705,-3076.356830523212,-3130.9246987957413,-3206.321559138682,-3021.1769009321433,-3058.147674883954,-3114.8795084194603,-3025.0217389672925,-3294.7999524461334,-0.13972042633866924,-2916.0075205377148,-11.318814093925141,-2907.951260178791,1.5886012977828896,-2952.3271919282724,-9.074114126007839,-3004.2115569594607,-11.225820913078465,-3072.144435137487,20.836713751417875,-2913.433867420322,19.748846874482314,-2943.8790487554575,10.890787027519869,-2996.1591479608132,-22.259463497046642,-2910.768112833847,5.115271414442265,-3154.4239598224785,3003.4181357650864,2977.546838884389,0.0010598923411155397,0.6509325466273314,0.014020720711085927,-5.508151165716464,4.045307425768385,0.9999999096465279,19,5.46,-0.3218599217943847,0.07333333333333335,1.0624307,0.85266906,0.9999864,0.3161239,0.00041194825,9.166666666666668e-05
28.15485,43.0,40000,-3045.098013179858,-3036.2833976222346,-3087.535348499427,-3142.168736337679,-3215.906044601964,-3032.2829477052414,-3069.0252678118645,-3128.0478383412014,-3038.55491215584,-3301.9526837221556,-0.5139895103644936,-2937.3127902453793,-10.738493653233425,-2934.822749939889,1.76712872685649,-2971.4172706402455,-8.450225625414038,-3023.7707155800654,-10.741453772075987,-3100.3698412230833,20.757576061717256,-2926.1878231296064,19.738546832075155,-2964.766229703084,9.420568191852977,-3015.1684034364384,-22.549735219510033,-2924.2274811062766,5.630683574876454,-3184.3255446926655,3025.3440938845806,2998.6689455303513,0.0014689933526901044,0.6676833841692085,-0.03462844921914752,-6.058751671418974,3.041364157277648,0.9999999113311374,20,5.81,0.580983872525394,0.06666666666666668,1.1850457,0.9566486,0.99998665,0.3209131,0.0003481558,8.333333333333334e-05
20.682425,46.5,40000,-3054.0750179625993,-3044.7872667881716,-3094.6851913234777,-3148.6695180830225,-3223.3690609669034,-3041.209426267434,-3076.719757031587,-3136.7449619502986,-3048.343869259313,-3307.397842607224,-0.5996066086037121,-2934.985530553549,-10.659823487482125,-2931.870722876465,1.9692334568679408,-2974.477933584786,-7.199323268207924,-3026.626160438772,-11.414284016200751,-3103.5750894808466,21.23580207403578,-2927.893300692035,20.195381629416115,-2962.4681482609744,9.188510886050723,-3019.5259192178505,-21.845794446944595,-2931.56411265879,6.252121927977199,-3181.007932076266,3029.311766910396,3000.1117067987243,0.0011037743288807654,0.6499824991249562,0.013649289081363782,-4.581656129488494,3.8579217067194675,0.999999903579749,21,6.16,-0.25333277974277735,0.06000000000000001,1.0259128,0.93771183,1.0000377,0.3215717,9.706231e-06,7.500000000000001e-05
21.391025,46.0,40000,-3058.978588167294,-3048.5573405113814,-3098.899366519373,-3153.324377403831,-3227.525520098433,-3045.877881541282,-3080.8222250456233,-3141.803041690094,-3052.802025650017,-3310.377761010549,-0.811588504927829,-2942.8430001693373,-9.990221007527618,-2934.2953613970594,1.6272994617218413,-2980.379534659308,-6.859378886876988,-3029.7806568081583,-11.486295565103248,-3106.8603352256337,21.584660640454402,-2937.1882618753752,20.598990499572633,-2978.708666450289,8.559893233120205,-3039.943403587953,-21.603523447829126,-2945.9820635584133,6.363551514691059,-3190.826745765585,3039.184113305196,3009.4791417434412,0.0007578037569893414,0.6542577128856443,0.025638430495498448,-4.946901524764588,3.2222711203286263,0.9999998983193997,22,6.47,-0.5621610963717103,0.053333333333333344,1.0448275,0.86621755,1.0001007,0.31533134,0.00026773562,6.666666666666668e-05
32.337075,42.0,40000,-3064.0938623951542,-3053.6615766440723,-3103.5494380488026,-3158.0186224856866,-3231.988570403254,-3049.897817975168,-3084.829973305206,-3147.0985801376264,-3056.6048068372297,-3315.8404054703765,-0.7808234074620107,-2981.85436653994,-9.888965463734667,-2974.3657106329174,1.365610017964022,-3018.0469603049805,-6.827681678673251,-3072.6027577060463,-11.406201100892506,-3140.854678904999,21.801089361558745,-2976.263097668304,20.974267893246434,-3005.538035344634,8.395395475189162,-3069.9008339663137,-21.485396222154847,-2988.264587732024,6.3705847123123505,-3209.775402950154,3065.749882448974,3044.5984311337666,0.0025406060816491106,0.6696084804240212,-0.025717964783189433,-5.7030108229011045,3.8514690471123085,0.9999999040007392,23,6.77,0.47568159829825163,0.04666666666666666,1.0196465,0.94930845,1.0000516,0.3109354,6.763201e-05,5.833333333333332e-05
31.42435,43.0,40000,-3064.930515889482,-3054.5309081638857,-3104.241513771024,-3159.272780278655,-3232.636533582073,-3050.911750056354,-3086.29873121325,-3149.601549832851,-3058.7474673019983,-3317.292005554637,-0.6325123223475542,-2990.628093209555,-9.108747588167809,-2985.3638654756587,1.3541844202528701,-3024.291050201758,-7.104816302780614,-3072.8089319303185,-10.804279613665798,-3147.264668434221,21.262237631259225,-2977.2840159052507,20.894067226321233,-3009.1427341457966,7.5946274774451155,-3070.2266554432636,-22.51269629722553,-2981.7822583412285,6.261819171902533,-3220.7676048627527,3065.44506701286,3048.67637617528,0.0019033345170435968,0.6769838491924596,0.031666159129399477,-5.469418397361931,4.359843838999604,0.9999999092802162,24,7.07,-0.6111443541012704,0.039999999999999994,1.0896443,0.98107415,1.0000132,0.3127348,1.5554322e-05,4.999999999999999e-05
25.65825,45.5,40000,-3070.902622102894,-3060.5482529965734,-3109.961120336517,-3164.8214059790216,-3236.595616473167,-3057.271701440482,-3093.4643918021993,-3156.1035040787465,-3065.1364450127253,-3320.2495054557257,-0.3228940562946808,-2976.756323962992,-8.819847327610018,-2968.336620432094,0.8556506895936642,-3011.841110522867,-7.62809619303448,-3072.8233542538446,-10.016783462132206,-3147.5784481424175,21.000902148530663,-2967.673794237122,20.594699257470648,-2998.8777915951932,7.103485219137135,-3060.67321542532,-22.82634695923971,-2979.176708786116,6.9161314609351745,-3230.7912232066774,3066.6310619729293,3042.1385491342,0.0010861508035238327,0.6759837991899595,-0.01722689984092494,-4.770312065712899,3.8270991289032783,0.9999999029962496,25,7.38,0.33156034839339554,0.033333333333333326,1.0548073,0.98176575,0.9999244,0.3152674,7.1247494e-05,4.166666666666666e-05
22.021,45.0,40000,-3074.419520069837,-3064.4532123458753,-3114.1657787467448,-3168.729808443149,-3240.3390296543585,-3060.9078101394953,-3097.7015403872415,-3161.9194832475087,-3069.3374760379475,-3324.380291339557,-0.07482151514610778,-2993.0635322227836,-8.228136720157352,-2983.9417551299034,-0.10653523604355236,-3026.8988235809215,-7.2647118301058535,-3076.1694539404016,-9.787778048201826,-3136.9871218372596,20.82437833641506,-2986.8700667274697,20.836787389666846,-3018.781138704462,6.206686749973429,-3074.317810116342,-23.31062093765614,-2989.726348359472,6.765597482082291,-3207.901975915729,3071.1054093756857,3050.0518872205575,0.0007847824393499349,0.6656082804140206,0.011970097194372652,-5.086188635369284,3.6340230054528497,0.9999999013658665,26,7.68,-0.2341142948716879,0.02666666666666666,1.01394,0.9551262,1.0001148,0.31437138,5.8099326e-05,3.333333333333333e-05
25.831025,44.0,40000,-3076.4333385011228,-3064.4296716858858,-3115.7648978566654,-3170.1765123363084,-3241.3714924578235,-3062.793559635529,-3100.2113669330897,-3164.7784224234074,-3071.042588939925,-3324.939468686211,-0.4643683896068967,-2990.49753890145,-6.808216039019411,-2984.1856229306086,-0.07331856698141732,-3029.051073716485,-7.854648948593095,-3084.6740251605534,-9.087020696940941,-3149.8663992098413,20.357180930447917,-2990.841904126476,20.54234751733815,-3022.1415829045554,5.488062992177228,-3082.362976006919,-24.313906426492274,-3007.753556470675,6.494280691423903,-3231.6684251535385,3077.1622827713545,3057.7323497644857,0.0014274675578400146,0.6738086904345217,0.0030168224740742856,-8.363127162513402,3.3335119639060165,0.9999999150010928,27,7.99,-0.06317741284146905,0.019999999999999997,1.0397865,0.9661782,1.0000266,0.31285167,1.3345149e-05,2.4999999999999994e-05
26.342275,44.0,40000,-3079.5368077743155,-3067.878459538546,-3118.9470437346436,-3174.3544075490495,-3244.867480018032,-3066.294353830609,-3103.7556469982915,-3169.294610819858,-3074.24822728654,-3328.882090441089,-0.5427174856377586,-3005.8646339244447,-6.696303135730397,-2991.6414355157235,0.23470508759433606,-3035.8211505890454,-8.104474313671012,-3083.061819256272,-8.457330302093442,-3150.255552711384,20.407131442291956,-2991.4309845161165,20.499734489445988,-3025.4406395716514,5.022588649008327,-3094.931492335203,-24.28654426048104,-3003.860014509495,6.1951859936195754,-3237.8417619521874,3079.2685317739206,3062.4421461045868,0.001385703196177603,0.6648332416620831,-0.018121750851428604,-5.035429323916755,3.6208700677070826,0.9999999068424786,28,8.3,0.34215572685934603,0.01333333333333333,1.0271223,0.98925483,1.00001,0.31460515,3.4760071e-06,1.6666666666666664e-05
23.8176,45.5,40000,-3082.8954668625875,-3070.6604101087446,-3121.9047470417536,-3178.482840088852,-3247.93416290216,-3071.2259963992437,-3108.610122408029,-3172.8843169423753,-3080.2030496727957,-3331.824539419546,-0.3607359638386559,-2998.534491543717,-6.198226766872856,-2990.826986660225,0.8778621296386333,-3036.133187984122,-9.25827505297563,-3090.9865762773525,-7.754560133138791,-3155.114263801152,19.794006745670103,-2991.0035979178683,19.56628692074825,-3026.092088700365,5.246832322070691,-3089.527000108151,-25.28457212657573,-2995.0431851497406,6.318407806151156,-3237.7223739362967,3085.4863010256604,3061.3930777959868,0.001008694675406354,0.6762088104405221,0.016824482260756047,-6.592836906433196,6.952398718711531,0.9999999108437865,29,8.73,-0.3124883212149143,0.01,1.0200278,0.99512535,0.9999694,0.31329697,5.775405e-06,1.25e-05
19.689475,46.5,40000,-3085.7510977011857,-3073.7417265156164,-3124.1685344836806,-3180.9513669022217,-3249.5711059697996,-3073.8920956416914,-3111.2243661972716,-3176.0918796584565,-3082.2337027135013,-3333.6393290090905,-0.5284358061557578,-3002.387983980262,-6.312563347942583,-2991.7992814902964,1.3686299845884513,-3037.233072095266,-9.40601598415298,-3093.516020794231,-7.181210192186584,-3161.4763242861536,19.961694941707453,-2988.2107832317156,19.3209545253074,-3026.8652468699584,4.645408774940747,-3091.038545791669,-24.81378515175463,-2995.9171762253673,6.422526700422571,-3243.568821090809,3083.7257059465555,3063.5490460300502,0.0009898862677643401,0.6731586579328966,0.00653342060722187,-8.343684741668191,6.947819907962127,0.999999895887439,30,9.1,-0.13914051232859492,0.01,1.0185852,0.9931341,0.9999772,0.31436554,7.30315e-06,1.25e-05
