_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
21.49845,50.0,40000,3573387.190684534,0.49477473873693684,-0.6717913152473652,-4.842850238683824,0.0,0.9999999996697744,1,0.19,12.724737226963043,0.196,1.1553899,0.69418854,0.998979,0.34466416,0.00065356103,0.000245
23.868225,53.0,40000,3692633.9116705833,0.44824741237061855,-1.1338003395764804,-6.25510604134913,0.12667091476621337,0.9999999987312816,2,0.33,21.520718216896057,0.192,1.5523386,0.9223925,0.99978864,0.34240997,0.00030841652,0.00024
22.571225,52.0,40000,2351235.4688234413,0.47292364618230914,-0.7245861142498695,-3.7205584722220126,2.109547724732478,0.9999999986958708,3,0.46,13.736424624919891,0.188,1.1130209,0.7625916,0.9994496,0.34151304,0.000595567,0.000235
29.66485,49.5,40000,4049956.5755037754,0.3981449072453623,-1.0462694637792584,-4.132429793337017,1.138565173319588,0.9999999983388711,4,0.67,19.889496088027954,0.18400000000000002,1.0212281,0.9554295,0.9999648,0.3205132,7.5856037e-06,0.00023
41.041025,41.5,40000,6361528.820541027,0.33559177958897946,-0.8921775029982496,-4.8331977897235365,0.966465988281199,0.999999998496011,5,0.88,16.909323275089264,0.18000000000000002,1.6893582,0.96026826,0.999931,0.2866381,0.00045381172,0.00022500000000000002
24.91115,52.0,40000,3605085.0342517127,0.44174708735436774,-0.39732082236529404,-3.75655822686924,0.9010107920972364,0.9999999990203308,6,1.08,7.546925067901611,0.17600000000000002,1.0456437,0.7576244,0.99996376,0.3358632,0.00012115045,0.00022
91.237075,35.0,40000,14560822.049702486,0.24831241562078105,-1.1539128771249334,-4.075391100334967,0.6750285996359039,0.9999999988462246,7,1.28,21.926581263542175,0.17200000000000001,10.057346,0.8836717,0.9991443,0.22160783,0.0050842315,0.000215
128.309975,28.5,40000,4871969.668483424,0.23456172808640433,-0.3825985888568925,-4.077758549168992,1.1714524478398554,0.9999999990375426,8,1.49,7.274610996246338,0.168,4.259306,0.94383794,0.9993808,0.18985844,0.0010936243,0.00021
148.879425,45.0,40000,14083287.212160608,0.22851142557127857,-0.6553302594593818,-4.1137018563703815,1.1733840470969363,0.9999999982819501,9,1.7,12.431817173957825,0.16400000000000003,8.406919,0.90393025,0.9989007,0.19650698,0.00489537,0.00020500000000000002
