_AverageReward,_No_optimal_actions,Steps,adv2_-1,adv2_-2,adv2_-3,adv2_first,adv1_-1,adv1_-2,adv1_-3,adv1_first,adv_-1_diff,adv_-2_diff,adv_-3_diff,adv_first_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
27.0364,50,40000,-36.06822652,-8.895556523,-36.06822652,1.760271703,-66.05236766,-39.00599978,-66.05236766,-26.3750913,-29.98414114,-30.11044325,-29.98414114,-28.135363,0.002902941,0.499374969,0.137545523,-4.281857668,4.722610748,0.999999996,18,4.63,-2.611929178,0.08,1.0130607,0.9839471,1.0000097,0.34514478,6.30E-06,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.4276,50,40000,-13.14103255,-78.11065022,-13.14103255,18.86133931,-14.58850136,-72.12185676,-11.06781568,18.86215113,-1.447468811,5.988793458,2.073216867,0.000811821,0.001693995,0.505275264,-0.225810833,-4.285354242,3.654031147,0.999999995,19,4.93,4.320428133,0.073333333,1.0300852,0.9679413,0.99996495,0.34539688,1.69E-05,9.17E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.484125,49,40000,-1.160245872,16.41652809,16.41652809,1.723079627,-1.159954186,16.41681817,16.41681817,1.723079627,0.000291685,0.000290077,0.000290077,0,0.002903074,0.505450273,-0.062662265,-4.009141394,5.011369099,0.999999995,20,5.23,1.185172468,0.066666667,1.0303452,0.96087265,0.99998575,0.3442438,9.03E-06,8.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.594175,49.5,40000,27.55358439,-119.1955782,-22.87228575,0.52393866,52.85042232,-104.8322395,16.46384872,0.523633287,25.29683793,14.36333875,39.33613447,-0.000305373,0.001691738,0.501175059,0.14730263,-4.807184741,5.389303839,0.999999995,21,5.52,-2.795797318,0.06,1.0352356,0.9819503,1.0000418,0.3454261,1.56E-05,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.56755,50,40000,7.14032813,7.14032813,29.04331288,-17.68975434,7.140052933,7.140052933,29.04331288,-26.13462084,-0.000275197,-0.000275197,0,-8.444866504,0.0018356,0.498324916,0.016167633,-5.259997742,4.14326372,0.999999995,22,5.82,-0.33881559,0.053333333,1.0197392,0.97047484,0.9999934,0.34546372,3.21E-06,6.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.781575,49.5,40000,90.31348902,90.31348902,-52.66699574,0.187620979,91.82605604,91.82605604,-99.97313538,-15.76347753,1.512567028,1.512567028,-47.30613964,-15.95109851,0.002744335,0.500300015,-0.073957658,-5.019869384,4.882808074,0.999999995,23,6.11,1.418594435,0.046666667,1.0280135,0.97124934,1.0000038,0.34522626,2.10E-05,5.83E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.075725,49,40000,5.178376124,29.49409337,5.178376124,27.21302431,5.178376124,29.49466261,5.178376124,-16.26461195,0,0.000569241,0,-43.47763626,0.001302609,0.502725136,-0.00014702,-4.768203713,3.950748065,0.999999995,24,6.41,-0.012267223,0.04,1.0134196,0.9843393,1.0000149,0.34550443,1.77E-06,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.13665,50,40000,20.37239566,20.37239566,22.09466507,22.72687969,22.8093157,16.78463363,17.76464254,22.72772346,2.436920038,-3.587762034,-4.330022529,0.00084377,0.001629946,0.502125106,0.033385763,-3.703752518,4.256129882,0.999999994,25,6.71,-0.646169825,0.033333333,1.0433351,0.9601124,0.99998057,0.3456208,3.07E-05,4.17E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.524925,48.5,40000,-12.36400487,-12.36400487,15.93029711,45.95885383,-5.058034361,-18.84670139,6.661020123,45.95857212,7.305970512,-6.482696517,-9.269276992,-0.000281716,0.001277814,0.495524776,-0.07098936,-6.802311043,5.203848877,0.999999994,26,7,1.364448152,0.026666667,1.0364586,0.9718958,1.0000331,0.34447527,8.44E-06,3.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.83245,49,40000,3.561361725,4.868406967,8.348743504,-28.61625609,-6.068554484,2.396636079,2.327976873,-4.563506053,-9.629916209,-2.471770888,-6.020766631,24.05275004,0.001096614,0.496749837,0.07900757,-7.1032954,5.030427371,0.999999994,27,7.3,-1.533977237,0.02,1.0105919,0.9862337,1.0000025,0.3451678,3.25E-06,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.077125,50,40000,8.905595953,25.43644383,-6.047943517,52.20141168,-2.563096435,22.49387273,-5.550647885,52.20169525,-11.46869239,-2.942571103,0.497295632,0.000283575,0.001497367,0.496674834,-0.02544858,-8.942319289,4.140982265,0.999999994,28,7.61,0.496396734,0.013333333,1.0041313,0.98922354,1.0000056,0.34490818,4.04E-07,1.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.621825,50,40000,-2.783617728,-23.41001787,-2.783617728,-8.36392298,-5.586223669,-13.08093148,0.251638119,-13.21506271,-2.802605941,10.32908639,3.035255848,-4.851139733,0.001142028,0.501150058,0.209639465,-4.214982731,6.486841598,0.999999993,29,7.91,-3.977160081,0.01,1.0017233,0.9958473,1.0000024,0.3451718,1.16E-07,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.83235,49.5,40000,6.527272262,6.527272262,6.527272262,-25.02027339,8.890635565,8.890635565,8.890635565,-32.83893235,2.363363303,2.363363303,2.363363303,-7.818658959,0.002256367,0.496774839,-0.335337328,-5.855547647,4.766510743,0.999999996,30,8.21,6.356276691,0.01,1.0083694,0.98847204,0.9999745,0.3443097,1.39E-06,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,average: ,2.681369467,2.332849536,3.993483313,5.199675448,,,,,,,,,,,,,,,,
