_AverageReward,_No_optimal_actions,Steps,v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],v1_[3 0],v2_[3 0],v1_[4 0],v2_[4 0],v1_[1 1],v2_[1 1],v1_[5 0],v2_[5 0],v1_[2 1],v2_[2 1],v1_[3 1],v2_[3 1],v1_[4 1],v2_[4 1],u_advavg_diff,n_advavg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
27.9432,50.5,40000,-10.577609713656148,-777.1336478822684,-23.501463560335793,-750.8913251401127,-4.7292270882998,-819.1161621556249,-2.983639157557289,-882.5439249866497,-1.8190519166853933,-965.4141891421557,-0.830896961350626,-792.534734268741,-4.017949899719248,-1066.1681780873737,-5.978572401444488,-845.8143601436283,-7.425965136697244,-919.122800223491,-4.971430461497413,-1007.607388044676,875.9510903777478,861.4789583022551,0.03016295921042747,0.49239961998099907,-1.1216222093198502,-5.216349638853068,-0.04604393369951786,0.999999999436584,35,11.02,21.309487342834473,0.06000000000000001,1.0072505,0.99137706,0.9999783,0.34628865,7.2944033e-07,7.500000000000001e-05
23.859325,50.0,40000,-10.5674955835741,-777.5450448583224,-23.714571394333127,-753.1818327630996,-4.856466613055033,-819.7869299963836,-3.041136116529004,-884.5739572681877,-1.8619890144954616,-967.4558613099508,-0.6935542811156534,-793.1730021107827,-3.9464120444649224,-1068.5097145224936,-5.973948080586142,-846.7237799711855,-7.238171427827078,-919.1892635618659,-4.960770943955048,-1006.3488233936504,876.9633694255987,861.7440837234104,0.03208037852850537,0.49649982499124956,-1.3329881561742187,-6.353686868950725,-0.06361513414545396,0.9999999992163531,36,11.36,25.335681676864624,0.05600000000000001,1.0045228,0.99465907,0.99998164,0.34644338,5.0111953e-07,7.000000000000001e-05
22.22755,49.0,40000,-10.4740178132171,-778.3162311716993,-23.680953484687254,-752.3924443182112,-4.915676898984003,-820.9101884543508,-2.9750418954118576,-885.9230518851058,-1.884312967968262,-967.8473555848292,-0.7114408244862266,-791.9367740094324,-3.8569297133505853,-1068.3725228339704,-6.081587243521458,-846.9383607192146,-7.126416470273972,-920.9623136783333,-4.9390496700562245,-1009.7190455153158,877.6672861188505,861.7290653374799,0.026305437583594216,0.500150007500375,-1.3531238161640053,-6.091327231381405,-0.09056335891735931,0.9999999991495845,37,11.7,25.72379243373871,0.052000000000000005,1.0138894,0.98169345,0.99995315,0.34642878,3.98686e-06,6.500000000000001e-05
22.33445,50.0,40000,-10.301534258144562,-777.9259594034922,-23.57060884783672,-752.4436015438021,-4.949656198521166,-819.5085021679562,-2.917362844153253,-883.4998178974554,-1.845497297056661,-965.1119661130765,-0.806816913549455,-791.9038306899996,-3.8336045279247974,-1065.2368866901054,-6.147755680145533,-846.7545729123235,-7.131304926929404,-919.9112097617077,-4.941254859147437,-1008.8736656488871,876.4724616475396,861.4704249473286,0.023081157868194833,0.4912995649782489,-1.4707126611312116,-6.0053564373975385,-0.133170240456499,0.9999999990187964,38,12.04,27.920478582382202,0.048,1.0085362,0.9748697,0.99996924,0.34431347,1.7899688e-06,6e-05
22.229775,50.0,40000,-10.248171438320284,-774.8549702547654,-23.36836797687623,-749.3490041022791,-4.8466122410056975,-817.0315053630212,-3.001369093363223,-881.3356468377884,-1.8596584779148586,-963.1814540148964,-0.8259223811021189,-790.0543691974825,-3.8485591145629368,-1063.9404479916038,-6.1154504091338096,-844.4221157252977,-7.113788119289816,-917.2873311831265,-4.927287126182955,-1005.5708177709345,874.0872476063444,860.7495031013553,0.027545690904296698,0.4960498024901245,-1.4736896593957616,-6.910419121888422,-0.07791497629049746,0.9999999990393633,39,12.38,28.020390272140503,0.044,1.0079393,0.98954606,0.99998987,0.34641922,7.5466636e-07,5.4999999999999995e-05
23.9819,50.0,40000,-10.32597538341076,-773.7302993879392,-23.17450184022227,-748.8875584172923,-4.802270331219981,-815.9702635931795,-3.0393994380330147,-880.7145240168949,-1.8222634949658876,-963.1094799297299,-0.8645613615825932,-789.1666863397153,-3.7875051126262176,-1063.335226613496,-6.283583513724754,-843.9134020427929,-7.043608826135622,-915.9430828587911,-4.922598477575147,-1005.1622771858803,873.3866532606214,860.7905935521783,0.029435505431764417,0.4934496724836242,-1.3798228392147704,-6.019282501867662,-0.18845685504033308,0.9999999991729961,40,12.73,26.237841725349426,0.039999999999999994,1.0113356,0.98646444,0.9999754,0.3463508,2.3305456e-06,4.999999999999999e-05
34.506975,50.5,40000,-10.232790662021467,-771.4379390465194,-23.127289409763794,-746.6113997729817,-4.820173439015159,-813.4928388372906,-2.968985186480864,-879.033320843128,-1.8174550324022276,-962.4303117266653,-0.9372407915570221,-787.2195719804188,-3.7698222941424473,-1063.9302640644305,-6.2634714538058684,-841.0056197086018,-6.931140107320281,-914.8719460635643,-4.909729429132828,-1004.2942667907155,871.8549381028673,860.9540581810882,0.033564387541203757,0.487924396219811,-1.1025640020367804,-5.14199985708351,-0.0461815230707638,0.9999999995375185,41,13.07,20.949336290359497,0.03600000000000001,1.0031164,0.9960641,0.999992,0.34606886,2.1328155e-07,4.5000000000000016e-05
28.693125,51.0,40000,-10.211650419835804,-772.7212531985915,-23.134030539724346,-747.2231809243351,-4.766303289398487,-814.8976855455223,-2.9199491071449937,-879.9989401648437,-1.8425316561074905,-964.43907205747,-1.0860553433605808,-788.5030017875358,-3.780517035275089,-1064.088085034508,-6.180221419974988,-841.6337852336673,-6.810027990217628,-914.9046818102601,-4.856732068597695,-1002.9538999115513,872.5775566798648,861.8463537940115,0.03650726241574322,0.4911995599779989,-1.2716763727193996,-5.666314755735404,-0.07921414960022098,0.9999999993709439,42,13.42,24.159340143203735,0.03200000000000001,1.0044216,0.99664736,0.99998975,0.34624884,1.9992471e-07,4.000000000000001e-05
24.54095,50.0,40000,-10.180828832382707,-774.8897999580031,-23.30194225585842,-750.0834897821143,-4.76952999347856,-817.4034856846924,-2.880989370952938,-882.2716832764753,-1.6998415538313048,-965.5351468988008,-1.061484047145018,-791.1842318907653,-3.6682006488877748,-1065.3400988567785,-6.381962148848245,-844.2737138890429,-6.8194724254988595,-916.8614853948752,-4.862170032820761,-1005.5158997375097,874.7732614059354,862.8728422336022,0.028822908634156447,0.49812490624531225,-1.2199404616274276,-6.964477933431544,-0.06076912162603591,0.9999999993061227,43,13.77,23.184036374092102,0.028000000000000004,1.0028347,0.99518174,0.99998987,0.34623933,2.1066617e-07,3.5000000000000004e-05
28.07695,50.5,40000,-10.20798879482954,-774.9568878703424,-23.30777325636751,-750.1443266271973,-4.794759094941282,-816.6537154580733,-2.9030173659887613,-881.3471075600394,-1.6957651083080987,-963.8662435389588,-0.926338347380032,-790.1176476991434,-3.6637922330746764,-1063.7617399321489,-6.3719796985418675,-843.659467062628,-6.765345258709333,-916.7590229061336,-4.94501241692436,-1005.1454730037736,874.0829860083373,862.5563381953427,0.03398806174189825,0.4934996749837492,-1.0316543532586173,-5.886357814180706,-0.0645651599318562,0.9999999994779579,44,14.12,19.573355436325073,0.024,1.0047438,0.9964239,0.9999923,0.34627643,1.7444344e-07,3e-05
24.3378,50.5,40000,-10.129756326005689,-774.3900310011029,-23.31831233114404,-749.7142504131298,-4.712952107651437,-816.5377348940357,-2.9095017946433295,-881.0300090529812,-1.646547736059373,-963.7466826874594,-0.9163862333203787,-790.8387885551742,-3.586648403044001,-1063.632915348756,-6.390551217989462,-843.8058042861576,-6.776026863037222,-915.518322975591,-4.925981930342643,-1002.3142501587618,873.6216124429911,862.9185593879823,0.02886112763722576,0.4927496374818741,-1.264143192572882,-7.698927884344182,-0.05998172188393884,0.999999999260627,45,14.47,24.010517716407776,0.019999999999999997,1.0048583,0.995434,0.9999899,0.34630686,1.6885438e-07,2.4999999999999994e-05
23.757475,50.5,40000,-10.128849927571398,-775.7365292925737,-23.366510921891507,-751.2962880952501,-4.74000328593197,-817.6009560921756,-2.811792277920917,-882.3784380834568,-1.6113251866327918,-965.8918786451908,-0.8406660604994851,-790.8869013993226,-3.5757015960018417,-1064.7483867039207,-6.450017674612723,-843.8391856757336,-6.744487057224649,-916.5844643486344,-4.901580136982221,-1004.5436219299652,874.8335716140955,863.6205462113481,0.03207323390704938,0.48977448872443624,-1.3187422059597405,-6.8725376913282945,-0.3081048662339793,0.9999999992035682,46,14.84,25.080674052238464,0.015999999999999993,1.0074586,0.9947157,0.99998116,0.34633648,5.860082e-07,1.999999999999999e-05
23.69355,50.5,40000,-10.122596731408137,-778.2825781545513,-23.511106980906003,-752.9195151408506,-4.72969923137964,-819.4120907287438,-2.7863414455258826,-882.989329265925,-1.5870834179152247,-965.1752244107106,-0.7692088146883056,-793.4603993834082,-3.5391105397822056,-1065.029952685329,-6.569751918273325,-845.7859302140081,-6.740015972997474,-916.6804882781162,-4.877763205833007,-1004.7058653932019,875.9208695396135,864.5691598626793,0.029210808949325318,0.4935246762338117,-1.3566972179318961,-6.373366314211218,-0.19510830000172352,0.999999999191931,47,15.18,25.76471757888794,0.01200000000000001,1.0007793,0.99934006,0.9999994,0.34631085,3.9021626e-09,1.5000000000000014e-05
23.5071,50.5,40000,-10.09552133659903,-777.1517862616051,-23.553405444649325,-751.31324974866,-4.705192063237262,-819.2581431859732,-2.7567276125651676,-882.0490590857219,-1.6014821871923077,-964.0473779436333,-0.6519077825584271,-792.1926836688234,-3.540096139505568,-1063.746115021977,-6.534132726216429,-845.1576510999404,-6.726785330677952,-915.9217262428566,-4.792429722694658,-1004.1925440741281,875.0072655987424,864.8816979106417,0.029096215103523653,0.4951997599879994,-1.4334521883958902,-6.199661696600677,-0.11132313694170126,0.999999999131527,48,15.53,27.25627851486206,0.01,1.0017297,0.99775326,0.9999969,0.34639174,2.9612064e-08,1.25e-05
23.503625,50.0,40000,-10.100172250274962,-777.4400729537767,-23.699775749939082,-751.4494803288788,-4.7551745139506085,-819.0666320523956,-2.7350878111915415,-883.0513780494866,-1.5740661984380284,-965.8988503996708,-0.5222600176331221,-793.0991231863939,-3.56592973094479,-1065.7767988860885,-6.4580089613223,-845.7988402833455,-6.63830793624087,-916.6752466191421,-4.725176931607292,-1004.7857969832922,875.8268259640929,864.8765453576989,0.030717667118642527,0.4948747437371869,-1.3541012630243585,-5.80091288940819,-0.05905958959049126,0.9999999991745866,49,15.88,25.725805163383484,0.01,1.0009642,0.99880826,0.99999744,0.34637693,3.5482383e-08,1.25e-05
24.7868,51.0,40000,-10.046901650474368,-775.9904825963918,-23.72690456825653,-750.8249630648418,-4.753733188905189,-818.558120288487,-2.6405400102585417,-883.2306043563524,-1.550567770387836,-965.5254245557975,-0.5435766060108876,-791.7363485298221,-3.5058393781434316,-1064.1210251559053,-6.5557701753562165,-844.9862287404417,-6.561018301951996,-917.5196101677632,-4.710489932128004,-1005.690867089248,875.3588332963178,865.5290273546086,0.03147780531114388,0.4959497974898745,-1.4117810099647177,-6.636545514293255,-0.0782158760170031,0.999999999182104,50,16.24,26.801398038864136,0.01,1.0020473,0.9976034,0.99999475,0.34632185,9.1786276e-08,1.25e-05
