_AverageReward,_No_optimal_actions,Steps,adv2_1485,adv2_full_1485,state1_1485,state2_1485,adv2_2091,adv2_full_2091,state1_2091,state2_2091,adv2_10932,adv2_full_10932,state1_10932,state2_10932,adv2_13004,adv2_full_13004,state1_13004,state2_13004,adv2_18871,adv2_full_18871,state1_18871,state2_18871,val_NN1485,val_NN2091,val_NN10932,val_NN13004,val_NN18871,adv1_1485,adv1_2091,adv1_10932,adv1_13004,adv1_18871,diff1485,diff2091,diff10932,diff13004,diff18871,val1_1485,val1_2091,val1_10932,val1_13004,val1_18871,val2_1485,val2_2091,val2_10932,val2_13004,val2_18871,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8187,49.5,40000,27.38970252,435.0116367,3,1,-50.98796234,363.8357473,12,0,-75.0164952,-375.2047995,13,2,12.30880006,-471.5263004,3,5,-50.98796234,49.81227764,12,0,-9464.255,-12737.457,-13930.641,-9759.192,-12737.457,19.70235933,-50.98834239,-88.43974282,8.659084033,-50.98834239,-415.3092774,-414.8240897,286.7650567,480.1853845,-100.80062,-10002.15687,-11372.98413,-14715.98946,-10854.56328,-13658.33951,-51.43641077,-1385.882554,-3696.676799,-220.3316383,-3029.805422,0.001914727,0.528276414,-0.012347151,-8.005386961,5.472395577,0.999999954,6,2.64,0.134863199,0.16,1.1062678,0.8831569,0.9996589,0.34590656,0.000397303,0.0002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8729,51,40000,-3.202561461,-182.8327929,5,0,-13.1326386,370.2198616,25,4,47.43605285,1457.554744,3,12,-22.87484437,542.6245004,19,3,0.203912008,136.8355661,2,0,-9864.201,-25306.496,-11631.812,-18986.117,-9345.518,-3.202855086,-35.94464644,-9.259277911,-6.602388463,0.203633675,179.6299378,-406.1645081,-1466.814022,-549.2268889,-136.6319324,-8605.630659,-24117.53087,-9809.791336,-17857.71832,-9211.337094,-639.8201123,-5441.247399,-1101.572647,-3684.97704,-19.59710682,0.001033441,0.511825591,0.021379259,-5.576359805,6.244302947,0.99999995,7,2.96,-0.448213112,0.153333333,1.0724895,0.9347207,1.0001277,0.345257,0.000378167,0.000191667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.2367,50.5,40000,-78.88590198,-1946.263239,9,3,69.70797507,-1560.2013,9,4,-85.8987285,-41.93859769,11,0,35.76822484,-239.8860983,4,1,-39.37280425,-767.2922678,9,12,-11263.452,-11700.891,-11661.331,-9640.402,-12997.787,-57.11548202,44.09461268,-85.89907761,16.51572671,-25.24740104,1889.147757,1604.295913,-43.96047992,256.401825,742.0448667,-15369.15409,-14446.36847,-12058.34851,-10383.81682,-15590.97289,-3118.237016,-3022.431647,-1366.217477,-296.5404986,-2316.976622,0.001564973,0.523301165,-0.037896547,-5.225941702,5.786411023,0.999999957,8,3.3,0.673711722,0.146666667,1.1503124,0.8333961,0.99998057,0.34573728,0.000438712,0.000183333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01745,51,40000,-47.7709418,-347.9361962,4,0,-22.31809007,-274.2210673,0,2,-22.31809007,-189.4850313,0,2,17.89807022,705.1258939,1,9,51.11523525,265.7987775,4,2,-10132.721,-9778.245,-9778.245,-10946.934,-10583.963,-47.77063876,-22.31809007,-22.31809007,17.89872093,36.66126932,300.1655574,251.9029772,167.1669413,-687.227173,-229.1375082,-11691.72772,-8770.317397,-9811.364129,-9870.742473,-11166.9,-2308.560926,-8.810178888,-645.2723572,-1334.22594,-202.4224705,0.001662281,0.510150508,0.017379357,-10.10224361,8.262451072,0.999999955,9,3.61,-0.372155441,0.14,1.073612,0.9447917,1.0001103,0.34524763,0.000272472,0.000175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.17265,50.5,40000,23.79244728,228.661163,1,0,-1.38754293,-463.5921336,2,0,-6.993215423,329.689423,6,3,-68.95686928,-503.468618,27,9,67.79178688,783.3525188,6,2,-9546.953,-9655.067,-11158.715,-27697.371,-11122.729,23.79244728,-1.38754293,18.78403791,-137.2139369,74.33782278,-204.8687158,462.2045907,-310.9053851,366.2546811,-709.014696,-9246.171316,-9975.650967,-10786.2655,-28370.28916,-10155.49063,-8.92812,-11.92812,-1340.573578,-6630.093279,-1529.53218,0.001185424,0.523026151,-0.008380751,-5.08528247,6.232093169,0.999999952,10,3.94,0.107265068,0.133333333,1.0573586,0.94285816,1.0001401,0.34426814,0.000270123,0.000166667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.206425,49.5,40000,-5.743231128,-114.9818521,11,0,11.1335447,32.48361302,4,0,-51.2070065,-414.7410466,5,2,-39.25961935,-139.1089387,6,0,-5.743231128,889.0656336,11,0,-12699.137,-10114.371,-10609.74,-10543.749,-12699.137,-5.743231128,11.13444693,-53.03820121,-39.26024907,-5.743231128,109.238621,-21.34916609,361.7028454,99.84868968,-894.8088647,-12554.62694,-9699.057032,-13180.09347,-10477.01335,-12507.12045,-2595.133724,-147.7292864,-1438.985469,-719.2242095,-2126.580885,0.001917262,0.539176959,-0.008179359,-5.059530409,7.236131296,0.999999956,11,4.26,0.060221513,0.126666667,1.0731224,0.9326432,0.99989724,0.34206447,0.000416108,0.000158333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.900475,48.5,40000,18.5193938,-212.3709258,1,0,-16.44012144,1470.466206,24,0,-41.93591511,-104.8557076,12,2,73.20735829,1980.999726,24,3,25.08655388,621.6125439,4,0,-9755.491,-23250.84,-14173.755,-25669.139,-10194.394,18.51997399,-16.43943016,-79.58398013,116.047443,25.08685659,230.8908998,-1486.905636,25.27172747,-1864.952283,-596.5256873,-6981.49254,-17996.60114,-13626.19854,-21851.47243,-9123.508832,-14.67954361,-6348.685233,-707.4091809,-6597.958186,-1467.361636,0.002476591,0.558827941,0.039199844,-4.720074964,8.194514824,0.999999957,12,4.58,-0.816218663,0.12,1.075707,0.9263926,1.0002526,0.3404416,0.000263829,0.00015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.944675,48,40000,63.05861225,-718.4060039,1,2,0.384330301,-76.4346796,3,2,-24.01638905,93.8459677,14,0,21.30561339,-91.82388178,2,0,27.32504739,0.919745494,6,1,-9246.973,-9522.703,-13505.947,-9266.089,-10338.502,63.0583387,2.669245701,-24.01598708,21.30533805,20.34230911,781.4643426,79.1039253,-117.8619548,113.1292198,19.42256362,-10928.66384,-10796.50563,-12490.79622,-8114.81315,-11682.06818,-28.61852806,-214.7522306,-2298.30564,-35.56920835,-649.6639079,0.001314541,0.575478774,-0.01807276,-6.353308125,9.281479688,0.999999957,13,4.92,0.310169012,0.113333333,1.0644948,0.9306531,0.9997603,0.33681762,0.000233009,0.000141667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.735075,47,40000,-34.29974634,-1996.704463,13,10,10.28839673,114.3243564,2,0,17.44900162,53.57257796,6,3,25.724017,-347.1560621,19,1,10.28839673,28.63939674,2,0,-15912.832,-9575.477,-11116.6875,-18382.184,-9575.477,-53.59954633,10.28811185,13.62447153,44.20419686,10.28811185,1943.104916,-104.0362446,-39.94810642,391.360259,-18.35128489,-21319.22403,-9771.267878,-10877.4866,-19482.39271,-10288.67864,-4231.154852,-728.7592712,-254.6059159,-2054.668567,-37.73067223,0.001196157,0.592829641,-0.015233009,-6.82495857,6.89616017,0.999999948,14,5.27,0.26971776,0.106666667,1.0700393,0.9369886,1.0000284,0.336146,7.49E-05,0.000133333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.399925,48,40000,-3.558041553,-666.7381729,4,0,-5.021623674,256.4132076,3,1,14.08786426,661.4191377,2,0,-30.28706536,884.0636015,26,4,14.08786426,82.83642018,2,0,-10080.626,-10003.239,-9766.941,-26606.848,-9766.941,-3.557741378,-14.65375537,14.08844522,-73.31339203,14.08844522,663.1804315,-271.0669629,-647.3306925,-957.3769935,-68.74797496,-13181.98161,-9507.296498,-7746.44923,-23468.52992,-9803.682302,-2599.928347,-20.82087408,-192.7302503,-6393.35661,-15.76226061,0.001967863,0.596129806,0.008646253,-6.729570384,8.750483338,0.999999951,15,5.6,-0.157352708,0.1,1.0296967,0.97633326,0.9999706,0.33562556,1.33E-05,0.000125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.683575,48,40000,20.35268291,898.6478116,5,1,23.64785147,449.8392775,11,0,-36.63276012,649.0372039,8,0,11.50740322,-200.0806189,3,0,11.50740322,-64.11038512,3,0,-10623.006,-12676.352,-11343.735,-9906.809,-9906.809,22.25467204,23.64822757,-36.63309856,11.50710859,11.50710859,-876.3931396,-426.19105,-685.6703024,211.5877275,75.61749371,-6677.423477,-11612.72907,-9958.061169,-10701.82095,-10001.00753,-1753.607456,-3310.364308,-1418.164732,-149.8926875,-570.655609,0.000911713,0.60280514,0.020233744,-7.674604809,7.373032911,0.999999943,16,5.93,-0.454358802,0.093333333,1.0582383,0.93685377,1.0000845,0.33134326,0.000260913,0.000116667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.64275,48,40000,2.744593285,-39.74314344,7,1,-33.54364531,-114.8994058,12,3,-41.08802319,-122.9146815,20,0,-26.83522135,-106.7372576,5,0,7.497410119,-27.06387193,1,0,-10931.776,-13843.168,-18525.145,-9981.601,-9275.291,-14.67530958,-25.83358317,-41.08857472,-26.83551917,7.498238456,25.06783385,89.0658226,81.82610679,79.90173843,34.56211038,-12158.2054,-15226.97555,-18765.08172,-10308.79034,-6174.667964,-656.4219854,-1722.311323,-2912.419792,-176.4320878,-174.190318,0.001152535,0.614630732,-0.004665216,-11.07807315,8.487421903,0.999999945,17,6.26,0.054494138,0.086666667,1.0834211,0.93500084,0.99999523,0.3305996,7.42E-05,0.000108333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.36545,47,40000,2.845135472,-162.5315991,3,0,1.996908872,617.7619822,9,0,-45.66689732,561.7605749,10,0,-14.40736127,-276.6734804,2,0,19.26838731,-156.9058015,6,1,-9654.311,-11494.398,-11900.019,-9476.646,-10539.846,2.845422839,1.996567177,-45.6665422,-14.40764395,19.922124,165.377022,-615.765415,-607.4271171,262.2658364,176.8279255,-10137.43928,-10140.87989,-10524.65799,-9265.251664,-10671.7812,-1946.631863,-2178.857987,-1574.992942,-20.50368268,-936.5499931,0.001076794,0.61360568,-0.004137712,-7.4094521,6.723058697,0.999999943,18,6.59,0.053240445,0.08,1.0597588,0.94456816,1.0001397,0.33364448,0.000194647,0.0001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.90235,49.5,40000,37.24980335,-173.9030602,11,0,5.776555673,86.36354101,4,0,-16.55437509,-154.3416117,8,0,-8.603355454,371.0771542,16,3,-98.5010132,-3.310214589,19,1,-12663.727,-9865.832,-10976.572,-17125.527,-18389.406,37.25017867,5.776849168,-16.55470199,-2.250646576,-112.3018338,211.1532389,-80.58669185,137.7869098,-373.3278008,-108.9916193,-12809.11651,-9465.613095,-10280.61492,-15899.8205,-18699.57862,-1538.657876,-500.4852851,-2690.043168,-3802.229348,-6834.773316,0.001606357,0.597504875,0.01383176,-7.350573883,9.557563105,0.999999949,19,6.93,-0.29068278,0.073333333,1.0431917,0.95974404,1.0000386,0.33310163,4.63E-05,9.17E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.820125,47,40000,40.09348781,-280.3631771,12,2,5.097567675,39.97754229,5,0,18.59645827,255.4147968,6,1,5.097567675,254.5657596,5,0,-17.0207574,35.28123585,5,1,-13230.194,-10088.109,-10525.379,-10088.109,-10167.843,41.76889995,5.098167775,21.4899343,5.098167775,-21.67853227,322.1320771,-34.87937451,-233.9248625,-249.4675918,-56.95976812,-12895.97228,-9592.017003,-11158.75914,-9656.501874,-9768.356344,-1646.133506,-489.3444934,-425.7157883,-720.7853728,-1087.702152,0.001266516,0.616505825,0.003712872,-7.727058061,6.036964164,0.999999943,20,7.27,-0.12685921,0.066666667,1.0362476,0.9762971,0.9997808,0.33417514,0.000110865,8.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.076,48,40000,-12.67841446,58.36048493,0,0,-50.68447669,328.4005704,9,2,21.85117138,-96.86570827,4,3,-14.22842055,-100.1711844,0,1,15.63867218,2.485862688,1,1,-9077.297,-11668.434,-9971.268,-9100.769,-9222.3,-12.67841446,-59.33930883,18.31153974,-14.22842055,15.63812366,-71.03889939,-387.7398792,115.177248,85.94276389,13.15226097,-8164.589075,-11578.85596,-10973.96501,-10020.92004,-9023.028228,0,-437.3706853,-271.9141881,-4.95208,-18.63274957,0.000465493,0.604380219,-0.028464111,-9.026878209,5.212082052,0.999999937,21,7.59,0.503453994,0.06,1.0429677,0.95734584,0.99996746,0.33577788,0.000112842,7.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.539075,50,40000,-4.219003894,623.787866,9,2,17.34495553,241.4149874,8,3,-5.818505541,-356.2133735,0,2,-3.002209207,25.88958556,33,6,23.655202,-333.8519202,13,0,-12148.901,-11840.937,-9522.829,-34272.992,-14236.407,25.46189276,17.95379642,-5.817937708,-1.850342897,23.655202,-598.3259733,-223.461191,350.3954358,-27.73992846,357.5071222,-10469.2016,-10704.88924,-10333.29066,-34623.12622,-14623.78814,-951.3729875,-1923.237166,-903.4170112,-7808.031857,-2998.198517,0.000770533,0.585879294,0.002209992,-11.59038645,8.374327183,0.999999939,22,7.92,-0.120241752,0.053333333,1.0534667,0.94482577,0.9999373,0.338471,0.000142705,6.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.206125,50,40000,-7.744050092,-100.0805818,0,0,30.68869389,437.0078402,3,5,-6.037228569,292.7012661,1,4,-14.13396461,-210.5169496,7,0,-7.354485828,-75.47994392,3,2,-9489.329,-10427.11,-9817.448,-10823.211,-10008.098,-7.743200988,39.00064685,-6.037228569,-14.13396461,-13.56862362,92.33738082,-398.0071934,-298.7384947,196.382985,61.9113203,-9763.637857,-9609.033855,-8743.479481,-10701.81996,-10423.89092,0,-1066.044715,-1064.256732,-363.5250771,-40.85922049,0.000772116,0.570328516,0.014486664,-15.54283861,11.56204858,0.999999934,23,8.25,-0.291410546,0.046666667,1.0342985,0.9589111,1.0000131,0.33813742,1.33E-05,5.83E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.731175,50,40000,22.59639082,-97.8060708,12,1,-17.49224277,182.7485286,15,1,21.89507111,175.6969898,2,0,-11.26525704,115.3847278,2,1,15.72915312,-8.245457158,3,1,-13177.52,-15217.34,-9545.227,-9539.262,-9717.391,42.83903807,-10.15700733,21.89535475,-1.185121763,18.45958667,140.6451089,-192.9055359,-153.8016351,-116.5698496,26.70504383,-12925.09207,-14303.24698,-8536.418503,-9441.338976,-9572.278145,-2246.886448,-1439.29799,-63.26973498,-1048.125433,-345.8998995,0.000894899,0.563453173,0.015451325,-9.000369606,5.018899685,0.999999943,24,8.6,-0.34972911,0.04,1.0514474,0.97632766,0.99993664,0.3390064,4.47E-05,5.00E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.87045,49.5,40000,15.82904757,-191.5904516,4,1,9.11746965,136.2339023,6,2,17.7711883,87.83914173,2,0,-16.31677241,-289.8016159,4,0,2.311436405,-100.3983163,6,0,-9680.911,-10336.789,-9278.294,-9539.471,-10029.885,10.61622435,8.448407122,17.7709125,-16.31620356,2.311436405,202.2066759,-127.7854952,-70.06822923,273.4854124,102.7097527,-9737.277467,-9799.038437,-10433.1811,-10142.42236,-10212.78155,-216.1603132,-1392.744039,-1110.986154,-111.4876934,-552.6464008,0.002784624,0.558852943,0.006057208,-7.441181391,7.608201963,0.999999948,25,8.95,-0.110999851,0.033333333,1.0722867,0.9595311,0.9999229,0.33909512,2.24E-05,4.17E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.544825,49.5,40000,22.48824655,340.379602,15,0,-27.60054929,-291.9228158,4,1,30.97593887,188.6616402,26,0,15.15273137,-574.3940939,4,0,-26.9184782,-186.2435292,14,4,-15368.029,-9880.445,-23919.441,-9849.635,-15104.57,22.48915854,-31.81156318,30.97522927,15.15273137,-7.773287347,-317.8904434,260.1112526,-157.6864109,589.5468253,178.4702419,-14763.22098,-11211.65753,-24294.50371,-10206.44776,-13197.99939,-3662.489364,-1562.646091,-4570.134904,-362.583272,-3051.061712,0.001843008,0.572253613,0.005141985,-6.789359715,7.600187121,0.999999956,26,9.25,-0.141637764,0.026666667,1.030333,0.95892614,1.0000397,0.3391879,2.97E-05,3.33E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.062325,50.5,40000,-89.79897235,-912.7555927,0,5,6.230476671,294.8379067,6,2,33.57582146,-3.207545511,6,1,1.765860191,-298.5501096,2,0,-88.74490031,-654.0642256,15,4,-9181.064,-10696.305,-10562.44,-9506.348,-14944.771,-89.79897235,1.517903512,18.29784387,1.766143271,-96.53169905,822.9566203,-293.3200031,21.50538938,300.3162529,557.5325266,-9399.65427,-9615.761711,-10147.05073,-10103.64686,-13615.09922,-221.1813482,-1183.689103,-839.6659065,-6,-1914.338624,0.002288659,0.564453223,0.002742601,-6.839903556,5.17068818,0.999999953,27,9.59,-0.0728981,0.02,1.0162857,0.98122,1.000034,0.3392941,5.06E-06,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1725,50.5,40000,40.55106635,328.4118154,15,2,70.1865016,-546.5898404,9,0,-27.86412557,173.4818827,16,0,-46.12965222,-1285.741304,9,5,70.1865016,-733.4450415,9,0,-15758.428,-11495.129,-15388.404,-11702.271,-11495.129,60.08414378,70.18616191,-27.86458358,-21.941782,70.18616191,-268.3276716,616.7760023,-201.3464663,1263.799522,803.6312034,-15204.22614,-12072.662,-16000.59981,-13428.42179,-12877.44938,-2800.11378,-1464.23449,-2281.726737,-2935.190259,-3900.187194,0.002928912,0.564253213,-0.007252153,-6.482539789,5.961844623,0.999999956,28,9.93,0.114809955,0.013333333,1.0066875,0.99361503,0.9999668,0.33978435,3.74E-06,1.67E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.4998,50.5,40000,-9.833421365,-448.0948407,9,2,-17.99054564,2765.803726,18,25,34.77008109,140.5171529,16,0,-3.42709484,-122.5885548,1,0,0.396944227,-461.6677309,3,1,-11964.648,-29127.48,-15590.479,-9234.669,-9636.993,-18.00978647,-31.6356241,34.76961892,-3.42709484,8.404905625,430.0850543,-2797.43935,-105.747534,119.16146,470.0726365,-8864.630809,-19623.70623,-15512.38621,-9732.593379,-9799.996868,-2582.939814,-5868.917311,-1610.72456,-24.29018861,-158.0726245,0.001830949,0.560453023,-0.001139326,-10.77835722,9.437354859,0.999999945,29,10.28,0.012307995,0.01,1.0046726,0.9973632,0.99999785,0.33934677,4.08E-07,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.261375,50,40000,8.716346586,151.5218416,22,2,-3.262123518,-675.9502799,5,0,22.59237675,1.305174717,9,3,9.724463373,141.7987017,11,2,2.744940573,661.6202786,11,0,-21719.188,-10155.322,-12155.323,-13172.626,-12649.033,3.926937384,-3.26242582,50.46082124,-7.602380321,2.744940573,-147.5949042,672.687854,49.15564653,-149.401082,-658.875338,-20991.74365,-10932.97181,-12780.7041,-12252.68808,-11257.43244,-5673.359274,-113.0455623,-1750.688367,-1862.50908,-4533.412199,0.002114676,0.568278414,-0.018918123,-7.925763244,4.963834809,0.999999949,30,10.62,0.347306251,0.01,1.004185,0.99433553,1.0000012,0.33901003,8.22E-07,1.25E-05
