_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
24.67656,52.0,100000,0.01316903053765874,0.5483809676193524,-1.0220226664647172,-7.161425034505274,2.1771513292182307,0.9999999045573322,-1723.3678492999034,-10715.587004566605,0.0,3368240.3696316993,14,22.12,48.792146384716034,0.1654320987654321,1.3435386,0.79225814,0.99989665,0.32098842,0.0018087135,0.00020679012345679014
22.72764,54.0,100000,0.011294106980581392,0.5311006220124402,-0.9855533400419132,-6.864172945155075,1.743683118167701,0.9999999022338241,-1555.555814745953,-9866.22067669297,0.0,2665139.234038508,15,23.64,46.805943846702576,0.16296296296296298,1.6524992,0.79752696,0.9996896,0.3139934,0.0044554486,0.00020370370370370372
26.79289,54.0,100000,0.014243631894165472,0.5682013640272805,-1.0694716422062163,-7.16485328491405,2.4199561163689505,0.9999999040379595,-1919.3200534541406,-9750.573577111498,0.0,3702281.3395814365,16,25.27,50.93443512916565,0.16049382716049385,1.2553384,0.74804384,0.999484,0.32190847,0.004621885,0.0002006172839506173
25.59355,56.5,100000,0.01315115033312042,0.5272405448108962,-1.007969109717633,-6.880853155099434,1.1283918078954296,0.9999999069593555,-1802.7808068154327,-13065.263236841556,0.0,3923976.4036850226,17,26.86,48.25315618515015,0.1580246913580247,1.2435368,0.8413359,0.9997896,0.32432172,0.0024676574,0.00019753086419753085
34.00821,54.5,100000,0.013170165429570726,0.4510490209804196,-1.021322342005781,-6.389561457475906,1.3534749395262635,0.9999999279338362,-2576.5326404624316,-16966.579378328715,0.0,8464323.743409133,18,28.52,48.815814554691315,0.15555555555555556,1.2365189,0.80108696,0.9999089,0.31435612,0.0027948343,0.00019444444444444446
26.97221,53.5,100000,0.012406217373134031,0.5348506970139403,-0.9840506181643307,-6.784186789436841,1.5540162642264321,0.9999999178529148,-1906.4750183814106,-13926.141101857911,0.0,5777063.040703072,19,30.13,46.95367956161499,0.15308641975308646,1.1975219,0.83961207,1.0004821,0.32534587,0.0031870978,0.00019135802469135804
21.63748,57.0,100000,0.01232342658859758,0.5113702274045481,-0.9947964284680942,-6.468767238748117,1.70319619686983,0.999999894096559,-1462.4629408306355,-9497.914863205368,0.0,2281612.443695898,20,31.71,47.32064634561539,0.1506172839506173,1.2328807,0.7541199,1.0002187,0.32547033,0.0036468813,0.00018827160493827162
27.8694,58.5,100000,0.013233498351772467,0.4390087801756035,-1.1493931539624889,-6.248882359632742,1.986044952756008,0.999999901133558,-2033.150775135045,-10583.913050087653,0.0,3905895.578563866,21,33.38,54.90530812740326,0.14814814814814814,1.1231042,0.7559687,0.9997969,0.31250882,0.0019283177,0.00018518518518518518
26.76689,60.5,100000,0.013335397848289635,0.42167843356867135,-1.0756002272499823,-6.087800837643596,1.232691692854606,0.9999999047736224,-1906.307700070728,-9972.760132285704,0.0,4237449.262131751,22,35.01,51.49182593822479,0.145679012345679,1.0911764,0.79635894,0.99983555,0.3050386,0.000668972,0.00018209876543209878
25.06423,62.0,100000,0.0131069400665487,0.4138282765655313,-1.030892739436599,-7.534153200990049,1.8063887830855372,0.9999999035405396,-1788.2493869195691,-12503.891124038697,0.0,3475255.3273734483,23,36.61,49.26078116893768,0.1432098765432099,1.2315723,0.79073584,1.0002054,0.30708164,0.002305719,0.00017901234567901236
27.63953,61.0,100000,0.012963014685512203,0.44514890297805954,-0.9172810651689269,-6.989694046216739,2.0940000362126217,0.999999921424259,-1999.4816057518524,-15574.15057035016,0.0,5717309.420834605,24,38.31,43.87328940629959,0.14074074074074075,1.1436485,0.80455583,1.0000529,0.30440536,0.0016335276,0.00017592592592592595
23.54313,61.0,100000,0.012043710216775087,0.4254985099701994,-0.9894201712161212,-7.822991356219107,4.717640411232228,0.9999999031136036,-1622.1986538981862,-9987.753199641375,0.0,2928518.3880373407,25,39.92,47.35657840967178,0.1382716049382716,1.197541,0.81907004,0.9995678,0.3038568,0.0017640935,0.0001728395061728395
25.47688,62.0,100000,0.012893689068019725,0.4028180563611272,-1.1170734755537957,-7.494452801391528,3.6231629877356184,0.9999998970305294,-1805.4631521908327,-8912.35626934346,0.0,3383515.5605615284,26,41.51,53.48901283740997,0.1358024691358025,1.1666495,0.79217845,0.9996414,0.29289114,0.001499256,0.0001697530864197531
29.96451,63.0,100000,0.012907895994201094,0.38275765515310306,-1.1077459683552227,-6.520536851628009,1.7345065725335964,0.9999999107557811,-2224.303130124166,-12002.489542782327,0.0,5401482.718186652,27,43.0,53.10504066944122,0.13333333333333336,1.1572628,0.81798714,1.0002599,0.29260305,0.0010012538,0.0001666666666666667
28.18789,64.5,100000,0.013582616478156149,0.4000280005600112,-0.9041202417218918,-7.040312891978861,1.1669345997433356,0.9999999229013701,-2035.6816699163346,-17399.49017735749,0.0,6199520.330256501,28,44.65,43.218931794166565,0.1308641975308642,1.2621642,0.8362316,1.0000172,0.29589826,0.0029566903,0.00016358024691358024
27.55068,62.5,100000,0.012861567273227563,0.41956839136782736,-1.0239687141168854,-6.71466579178839,1.159365209501021,0.9999999096712447,-1999.3609594934012,-12468.61577693498,0.0,4286755.769747098,29,46.27,48.97351676225662,0.12839506172839507,1.2204881,0.83031625,0.9999779,0.29284692,0.0016368747,0.00016049382716049382
24.03143,62.5,100000,0.012074276198285607,0.3968179363587272,-1.06134539537914,-6.414985250369947,1.462418209309078,0.9999998984843596,-1675.0344498683542,-8907.000589738485,0.0,3152681.279179417,30,47.92,50.646037578582764,0.12592592592592594,1.1208131,0.711859,0.99977297,0.28807774,0.0011576422,0.0001574074074074074
26.62605,63.5,100000,0.012784996815562258,0.377697553951079,-1.075763552238247,-6.050054908664263,2.607586878016446,0.9999999043759856,-1927.9278280107817,-11006.167822256717,0.0,4018096.7468265095,31,49.54,51.470362186431885,0.12345679012345681,1.1188228,0.7707615,0.99997956,0.27837998,0.00054975937,0.000154320987654321
26.02536,63.0,100000,0.012555737142434362,0.371387427748555,-1.154658922853839,-6.442981036471857,3.5046329184692717,0.9999998972375952,-1863.9957905886552,-10019.461044195257,0.0,3801363.655421559,32,51.22,55.29954659938812,0.12098765432098767,1.2619351,0.8360681,0.99988616,0.2865969,0.0022730064,0.00015123456790123457
27.23987,64.0,100000,0.011993384250649834,0.3999879997599952,-1.1274001573425692,-6.917366879341329,1.0612789374150788,0.9999999003417279,-1988.9697385743468,-11330.43166902401,0.0,3838011.755147286,33,52.84,53.74417459964752,0.11851851851851852,1.2867638,0.8039926,0.99948204,0.2905206,0.0030357477,0.00014814814814814815
27.58323,63.5,100000,0.01235156622088036,0.43148862977259544,-1.1173213056446438,-7.314893596422413,2.528107625035685,0.9999999042787783,-1997.8413332428422,-13260.005163901826,0.0,4788917.706028717,34,54.49,53.513718605041504,0.11604938271604939,1.1101907,0.8367874,1.0000101,0.2881471,0.00086893025,0.00014506172839506173
24.04353,63.5,100000,0.01162725270626189,0.4243284865697314,-1.0709147823747864,-5.525078158661753,1.1175945653202617,0.9999998968338112,-1679.7210293560859,-8676.161962461074,0.0,3247136.974824347,35,56.08,51.3218389749527,0.11358024691358026,1.1183891,0.839358,0.9998693,0.2904332,0.0002573359,0.00014197530864197534
25.30665,63.5,100000,0.011785508976502442,0.4140582811656233,-1.146640419624493,-5.891196271754339,0.5349517440454754,0.9999998928149575,-1799.11040069306,-9794.30657483122,0.0,3404961.1951725157,36,57.68,54.95344853401184,0.11111111111111112,1.1338346,0.85911757,1.0000012,0.2898519,0.0010295382,0.0001388888888888889
24.43622,65.0,100000,0.012223374168613464,0.4354487089741795,-1.143436585439309,-7.813956039126969,1.9652666619077743,0.9999998901066823,-1713.2561162883785,-9330.19683876939,0.0,3276282.215207071,37,59.31,54.77998208999634,0.10864197530864197,1.1436166,0.8778205,0.9999314,0.28589693,0.0006916221,0.00013580246913580247
25.67837,63.5,100000,0.011769716784472915,0.41908838176763535,-1.1320088490190805,-6.453214000152569,1.7156096235774205,0.9999998972509233,-1844.2343615594568,-9216.406037671528,0.0,3656410.1264699036,38,60.97,53.84908473491669,0.10617283950617284,1.2565591,0.85836565,1.0002916,0.29088953,0.0022338303,0.00013271604938271605
33.46959,62.0,100000,0.01232183157779115,0.4406988139762795,-1.0543148128535424,-6.13992518661419,0.6047468901435422,0.9999999251341195,-2497.7660386277976,-14554.336796549287,0.0,8387293.951996574,39,62.41,50.568049907684326,0.10370370370370373,1.0790623,0.8649981,1.0000157,0.28480825,0.00043968146,0.00012962962962962966
26.61011,64.5,100000,0.012931551527189536,0.45217904358087163,-1.1626997304833,-6.543677754164657,4.028659683767767,0.9999998956848494,-1900.43986274492,-9933.758324519153,0.0,3631894.3115880922,40,63.28,55.57298302650452,0.10123456790123458,1.1691328,0.86011976,0.9997732,0.28466067,0.0012062603,0.0001265432098765432
27.39388,66.5,100000,0.012777087177241055,0.43203864077281545,-1.0831788417770476,-10.753901299380393,2.134009371331874,0.9999999072584217,-1982.1530041231686,-13870.138540857191,0.0,4995941.448625512,41,64.15,51.897884368896484,0.09876543209876543,1.1447867,0.828887,1.0000396,0.2813381,0.0005223822,0.0001234567901234568
23.42377,66.5,100000,0.01141263640139301,0.4553591071821436,-1.1207942140291036,-11.552370654701525,4.618855764199807,0.9999998895809045,-1619.961137695555,-9409.927181340554,0.0,2809708.8492510477,42,65.77,53.566930174827576,0.09629629629629631,1.1057508,0.8554263,0.9997295,0.28425953,0.0009930326,0.00012037037037037037
30.26329,64.0,100000,0.011809129372613735,0.4617792355847117,-0.9125020413079329,-6.517874841985634,0.48721439861410004,0.9999999284975452,-2219.2483707964184,-16466.941721082283,0.0,8258064.9834984215,43,67.4,43.740760803222656,0.09382716049382717,1.0781456,0.8710615,1.0000876,0.28116146,0.00026702348,0.00011728395061728394
24.09416,64.0,100000,0.010702602080730343,0.47996959939198786,-1.0996196212967944,-8.01048685821181,0.9922525537349985,0.9999998958260021,-1671.353798936147,-12977.252501345132,0.0,3494310.5118377614,44,69.0,52.73689520359039,0.09135802469135804,1.2316983,0.7364265,0.9997625,0.28570354,0.0005483011,0.00011419753086419754
25.70953,65.0,100000,0.011102772807805354,0.46379927598551973,-0.9620060136105655,-7.299925874695979,1.2448653770769282,0.9999999136910656,-1799.1299429603093,-15408.696846916666,0.0,5669543.774403904,45,70.63,46.1180956363678,0.08888888888888889,1.1385982,0.8687264,1.0000347,0.28463712,0.00080535305,0.0001111111111111111
23.26699,67.0,100000,0.011520072700770094,0.4737194743894878,-1.09581137267169,-6.6823804130806,1.2490840797863514,0.9999998898203407,-1622.476391819592,-8051.3576449526745,0.0,2495615.7740459004,46,72.22,52.404083609580994,0.08641975308641976,1.1302762,0.8415632,1.0000329,0.28124017,0.00070746656,0.0001080246913580247
25.61645,67.5,100000,0.01269099533622117,0.4520290405808116,-1.1633213395754478,-7.079683716703446,1.4640976811005728,0.9999998922119095,-1835.5747758327086,-9662.757677369933,0.0,3099687.2674201834,47,73.82,55.76129865646362,0.08395061728395062,1.0555817,0.8604555,1.000003,0.2724694,0.00025767396,0.00010493827160493826
24.2651,65.5,100000,0.011599765986444209,0.47255945118902376,-1.1193131062370438,-9.489018702021495,1.195874413312044,0.9999998933510916,-1691.3386018229726,-9703.024745045128,0.0,3353103.979932918,48,75.49,53.632038712501526,0.08148148148148149,1.1263528,0.89320153,1.00012,0.2802339,0.0006561894,0.00010185185185185186
24.1211,67.5,100000,0.012659845851603454,0.4522590451809036,-1.1318894034488372,-7.096464440377,1.7182856270783629,0.999999889770441,-1673.6128466033713,-9072.50685874525,0.0,3179038.2024128432,49,77.1,54.295790672302246,0.07901234567901234,1.0421925,0.88370335,1.0000019,0.27270836,0.00014064189,9.876543209876543e-05
23.18347,67.0,100000,0.011259469830760236,0.4612692253845077,-1.1185373029533563,-7.292529464456284,1.2860841649826114,0.9999998915540482,-1582.2292262908616,-11012.098285897731,0.0,3476574.89503439,50,78.71,53.53649854660034,0.07654320987654323,1.168215,0.8892522,0.99972296,0.27770355,0.00074373925,9.567901234567902e-05
25.09282,66.0,100000,0.01078635822057631,0.44860897217944357,-1.1530743263451304,-6.226709266507521,1.1108594815990072,0.9999998931659063,-1759.2268100754486,-10256.348660437867,0.0,3852178.1302961055,51,80.33,55.293246150016785,0.07407407407407407,1.0823039,0.91455007,0.99991876,0.27510712,0.00038715333,9.259259259259259e-05
22.31345,67.5,100000,0.01170212894470017,0.42848856977139543,-1.1848429510731198,-9.637410001644207,1.7780137063564407,0.9999998797716769,-1498.2977524128014,-9606.263462162433,0.0,2722108.8551316955,52,81.65,56.71473574638367,0.07160493827160495,1.0970763,0.85301924,0.9999778,0.2729822,0.0003554397,8.950617283950618e-05
24.47753,67.0,100000,0.012307749625472951,0.4162183243664873,-1.1388442979760638,-6.972798325957476,1.2498229699748882,0.9999998902111056,-1708.328259114072,-10243.642738807057,0.0,2869809.14304944,53,82.52,54.60857832431793,0.0691358024691358,1.0730538,0.9249088,0.9999623,0.2674735,0.00026036066,8.641975308641975e-05
24.32504,68.0,100000,0.011764995556302145,0.4088381767635353,-1.098733825094497,-8.958323691967191,2.4239835589120777,0.99999989498109,-1706.1655813204552,-9850.223745455425,0.0,2973350.8656027364,54,83.39,52.67163825035095,0.06666666666666668,1.0887436,0.92779344,0.99993885,0.2644139,0.00029320447,8.333333333333334e-05
26.03654,66.5,100000,0.011409064871633899,0.4014280285605712,-0.9868078599138428,-7.861285436194491,0.7269042858232709,0.9999999114431928,-1826.8501986023114,-14501.413080041088,0.0,5134076.076970642,55,84.24,47.29099553823471,0.06419753086419754,1.1074705,0.92108953,1.0000819,0.26665652,0.0003483084,8.024691358024691e-05
25.77385,67.5,100000,0.012290499978696275,0.39732794655893117,-1.034074316178888,-7.276542065543565,1.6217896448507845,0.9999999038365192,-1868.6063659564404,-12132.45341726793,0.0,3350153.1768153184,56,85.11,49.566569209098816,0.061728395061728406,1.0958911,0.8971896,0.9999493,0.26079324,0.0002673612,7.71604938271605e-05
20.52103,68.0,100000,0.010399412102358776,0.39927798555971117,-0.9373874930102946,-5.916936577169925,1.7039939793520575,0.9999998959467218,-1376.1850631358948,-7632.2187356329005,0.0,1963436.7825896642,57,85.98,44.909908294677734,0.05925925925925926,1.0665306,0.9178867,0.99995726,0.2677099,0.00022492147,7.407407407407407e-05
21.94404,68.0,100000,0.010900229637370498,0.3813376267525351,-1.091345747298796,-7.805093228552219,1.2146516718761173,0.9999998871914593,-1505.6204790214947,-8973.677824428212,0.0,2469620.259982161,58,86.84,52.273542404174805,0.05679012345679013,1.1334268,0.9296298,0.9997848,0.26800337,0.0005365059,7.098765432098767e-05
24.60393,68.0,100000,0.012265218195314646,0.3886077721554431,-1.0907949401949772,-7.160296096193086,0.9154964480876271,0.9999998951423947,-1743.423498552802,-12189.320760090392,0.0,3193089.7517343042,59,87.73,52.28766703605652,0.05432098765432099,1.0884438,0.9203277,0.99997264,0.25977194,0.00020508768,6.790123456790123e-05
24.80062,67.0,100000,0.011565440935467285,0.3901978039560791,-1.1082988770347886,-6.354450532524797,2.1449522260295257,0.999999898830406,-1754.7289170743886,-11661.482209661683,0.0,4033810.698397046,60,88.63,53.10840582847595,0.051851851851851864,1.106866,0.9364494,0.9998755,0.2661923,0.00038587724,6.481481481481483e-05
27.27612,67.5,100000,0.013604845652445892,0.3873977479549591,-1.0934375695885974,-6.599104837328276,0.6654181678288973,0.9999999053855467,-1970.5794080275007,-10159.33094930982,0.0,3980023.1982096657,61,89.5,52.41946458816528,0.04938271604938271,1.0486162,0.9243754,0.9999655,0.25744945,0.00012179634,6.17283950617284e-05
21.88965,66.5,100000,0.010227920060652153,0.3992679853597072,-1.0992417033317146,-5.101212284001995,1.301209063538621,0.9999998885095837,-1495.9028597861345,-7125.725227386626,0.0,2383295.6330720335,62,90.37,52.72312343120575,0.04691358024691359,1.0450059,0.91990256,1.0000298,0.27286112,0.00013918776,5.8641975308641984e-05
31.38215,64.5,100000,0.012497584490481137,0.4019880397607952,-1.0752239031148692,-5.978385715020907,1.095755573456232,0.9999999186601799,-2337.19972541634,-12861.243010424512,0.0,6545734.435797447,63,91.27,51.59702146053314,0.044444444444444446,1.0913461,0.9469279,0.9999064,0.26356906,0.00023899077,5.555555555555555e-05
26.31724,67.5,100000,0.012327811124518565,0.4126982539650793,-1.1108859031154623,-7.265377213668587,1.8277238894976797,0.9999999012162261,-1901.4379489708847,-11277.987438057384,0.0,4206491.472440745,64,92.14,53.17833864688873,0.04197530864197532,1.1145039,0.94721437,0.99970853,0.2678188,0.00030854324,5.2469135802469146e-05
23.83301,66.5,100000,0.010995094194048921,0.4268885377707554,-1.0907462593599018,-6.709309622739532,1.5478253845583585,0.9999998963693029,-1660.0064667785668,-11119.118444801146,0.0,3849400.330750013,65,93.03,52.199820041656494,0.03950617283950617,1.1015182,0.9395536,1.0000148,0.2778594,0.00032110547,4.938271604938271e-05
26.87596,66.0,100000,0.013178288516412466,0.4239484789695794,-1.1685320298399695,-8.695057736323937,5.517208046056809,0.999999898190254,-1922.6620170200158,-12264.150137075176,0.0,4416553.11144117,66,93.92,56.064626812934875,0.03703703703703705,1.0393722,0.9293693,0.99996835,0.26981726,0.00011506268,4.629629629629631e-05
27.12726,67.0,100000,0.012606548234132962,0.4354987099741995,-0.9816815915233907,-7.48047718977597,3.808722539285546,0.9999999159403101,-1934.8181254506217,-16499.484235572665,0.0,6087378.022240414,67,94.81,47.10143953561783,0.0345679012345679,1.0775412,0.9257604,0.9999635,0.27188846,0.000114286144,4.3209876543209875e-05
24.58324,67.5,100000,0.012044622845729883,0.4284585691713834,-1.0291438247612439,-10.708649664538259,7.566812583961734,0.9999999021197186,-1743.3304760717738,-10183.21709013441,0.0,3548453.559117877,68,95.68,49.386669993400574,0.032098765432098775,1.0359238,0.9500334,0.9999689,0.27295256,9.2601644e-05,4.012345679012347e-05
21.54986,66.0,100000,0.009887816138765517,0.4462389247784956,-1.0903609056321688,-9.856766983310212,10.141693186738506,0.9999998861680064,-1458.6407613672145,-7880.787729712793,0.0,2484631.1605033097,69,96.52,52.26716136932373,0.02962962962962963,1.0403718,0.9558641,0.9998867,0.2823795,0.000119026656,3.7037037037037037e-05
22.89495,66.5,100000,0.010796949288454328,0.4473589471789436,-1.1098000550252696,-13.695398674688695,5.427221493165424,0.9999998880061607,-1589.523481131441,-9224.533148969409,0.0,2736172.61936902,70,97.38,53.23876392841339,0.027160493827160504,1.0192609,0.95043355,1.0000272,0.27784985,4.6158e-05,3.395061728395063e-05
24.87931,67.5,100000,0.011577876044637378,0.4491889837796756,-1.106549407665201,-8.456516543199367,1.1246508377571354,0.9999998953997132,-1775.1488051691329,-12631.243882636221,0.0,3556479.219705913,71,98.26,53.09583055973053,0.024691358024691357,1.0408751,0.9707304,1.0000466,0.27298906,5.8247653e-05,3.08641975308642e-05
27.47102,67.5,100000,0.013297511829316733,0.4399287985759715,-1.1248457320517875,-7.275270150661274,3.391676472002202,0.999999902115673,-1978.1156648534295,-12786.684965632137,0.0,4462497.379614683,72,99.12,53.97854244709015,0.022222222222222233,1.0264504,0.97501665,1.0000287,0.26361266,2.6056778e-05,2.777777777777779e-05
30.08903,66.5,100000,0.013242680162667343,0.4391287825756515,-1.2130253856429674,-7.619741207710113,4.463614319060526,0.9999999024626948,-2244.255867159629,-11070.495901028586,0.0,4515555.549262258,73,99.99,58.20394480228424,0.019753086419753086,1.0177373,0.97430813,1.0000275,0.25893176,1.87146e-05,2.4691358024691357e-05
26.25078,66.5,100000,0.01244426999070045,0.45605912118242364,-1.0746094050956052,-6.456112738722417,1.66764267074871,0.9999999029168986,-1879.8985906806195,-9398.471655913429,0.0,3940866.4304331983,74,100.86,51.57657539844513,0.017283950617283963,1.0227085,0.98046935,0.99999756,0.26788536,2.2463542e-05,2.160493827160495e-05
27.0506,65.5,100000,0.011668768881339253,0.4611992239844797,-1.0365491675858058,-7.433175147406546,3.990917831008999,0.9999999123289298,-1920.434778585515,-14118.048190578907,0.0,5597390.3458756525,75,101.74,49.75351297855377,0.014814814814814815,1.0170088,0.98182833,0.9999334,0.27335852,1.6994936e-05,1.8518518518518518e-05
24.03223,67.0,100000,0.011195571027656196,0.4575691513830277,-1.089459770365499,-10.656884593924367,5.658063965033048,0.9999998966337678,-1668.3059712102142,-9543.445975852257,0.0,3344049.223352996,76,102.62,52.28776943683624,0.01234567901234569,1.0115607,0.98072183,1.0000085,0.275105,9.779194e-06,1.5432098765432113e-05
23.05262,67.5,100000,0.011441887880089922,0.4598891977839557,-1.0988543052980888,-7.910155586568329,3.658208182437591,0.999999890119605,-1576.0206476382607,-10055.553163389144,0.0,2734593.129578278,77,103.52,52.69020676612854,0.01,1.0225201,0.98855644,1.0000165,0.27476883,1.4432794e-05,1.25e-05
25.9476,66.0,100000,0.011356121042689717,0.47114942298845974,-1.001535992280655,-7.337895966610998,3.675310800555554,0.9999999115823869,-1844.327898772187,-13942.892433978544,0.0,5130130.302698665,78,104.4,48.057995080947876,0.01,1.0113474,0.99101895,0.9999922,0.2757884,1.9909894e-06,1.25e-05
24.9536,68.0,100000,0.012118879897095366,0.4543590871817436,-1.190731451869641,-7.369780386336313,1.577039271076332,0.9999998877669289,-1778.7673429689169,-8595.216372708905,0.0,2964345.625733883,79,105.28,57.12472856044769,0.01,1.0233227,0.9865356,0.99999416,0.26703697,5.5824235e-06,1.25e-05
28.16322,66.5,100000,0.012772472139550971,0.45437908758175166,-1.0822168242406707,-7.055481837512764,2.2340851551308827,0.999999908974492,-2059.4295262529267,-14610.131070474457,0.0,5185240.819854931,80,106.15,51.93921184539795,0.01,1.040486,0.97119594,0.99998987,0.2662794,8.764527e-06,1.25e-05
24.85238,66.5,100000,0.011831089442643487,0.4625092501850037,-1.118918240408293,-8.273986755738646,5.275049630145665,0.9999998975002082,-1763.2708785561415,-9740.600753614199,0.0,3720873.4298290145,81,107.03,53.7273006439209,0.01,1.0178407,0.9871354,1.0000103,0.27253923,7.5003504e-06,1.25e-05
