_AverageReward,_No_optimal_actions,Steps,v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],v1_[3 0],v2_[3 0],v1_[4 0],v2_[4 0],v1_[1 1],v2_[1 1],v1_[2 1],v2_[2 1],v1_[5 0],v2_[5 0],v1_[3 1],v2_[3 1],v1_[0 1],v2_[0 1],u_advavg_diff,n_advavg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
26.2414,49.5,40000,-6.356523117628396,-3330.6306008761135,-25.986958627333518,-3286.568344370179,2.6060718380398,-3400.5966522964263,-0.7333465593045619,-3474.20623812691,2.174782801113485,-3593.6790974574874,7.442932166720595,-3360.654730939921,3.4986420806049585,-3431.1299533280003,0.09597685622743965,-3728.182428604012,-6.776572685284117,-3543.792516149134,-13.2971982328265,-3294.3473726097095,3440.6455741278223,3279.1527994251583,2.9313336817116548e-05,0.4862993149657483,-2.010335965169856,-8.271710276914424,-1.329377245792835,0.9999999996648901,11,2.86,38.168158531188965,0.15600000000000003,1.0187706,0.9795945,0.9998829,0.34597978,3.357736e-05,0.00019500000000000002
20.0164,49.5,40000,-5.643580080765727,-3453.8592334358905,-24.07953372082224,-3401.5532735662473,2.1145343487069193,-3505.2689877595817,-1.2564596632985023,-3568.7678265965246,2.523951131724612,-3675.3752746431437,7.350070562856478,-3452.2134235551275,2.938128139548996,-3522.6078272526547,-0.30371323335028766,-3814.7029816162326,-6.902778309053169,-3641.903131817881,-12.824159293486243,-3403.8176264083318,3540.3986046533673,3380.616047602371,1.586217693488751e-05,0.47074853742687134,-3.020407955031669,-12.544514033583564,-2.2580242965786845,0.9999999994356501,12,3.18,57.367905139923096,0.15200000000000002,1.0292556,0.97303444,0.9997623,0.34617916,0.000103816834,0.00019
25.08105,50.0,40000,-5.214798795560728,-3535.7231357605506,-22.3330570326387,-3501.1018341373,1.5369846907669178,-3595.1716224596953,-1.4557708817626789,-3657.0454531308656,2.7111808430307858,-3755.3127172590466,7.378026975955257,-3553.9614530153276,2.3287404845577346,-3625.491382103111,-0.5425825956977742,-3884.574176009986,-6.946062295803981,-3720.7206574474503,-12.046460608500576,-3504.981346505957,3629.949997861364,3474.9288439821153,2.058692341850832e-05,0.483999199959998,-1.9459776593021516,-8.104987202283299,-1.3231444531976682,0.9999999996819514,13,3.48,36.96880841255188,0.148,1.0165716,0.9901303,0.9999634,0.34590176,4.2e-06,0.000185
22.70105,50.5,40000,-4.734057878586786,-3628.6854348863076,-20.825708899564496,-3590.3594030436666,1.6302570793814373,-3669.8961468782145,-1.8326633281399443,-3721.509439841412,2.6551534959601493,-3836.197051324764,7.391060885462366,-3631.288350287987,2.30267287424244,-3706.272408343576,-0.07556913831571593,-3976.5525586887475,-7.57061327600782,-3805.199203890175,-11.599346057772788,-3588.640497982483,3712.194168092399,3561.470454692038,2.5049799777031162e-05,0.4824991249562478,-2.14953215756502,-10.944564527370945,-1.5457948862893065,0.999999999633459,14,3.78,40.85331630706787,0.144,1.0197154,0.9844722,0.99990237,0.34637377,2.9955667e-05,0.00017999999999999998
26.72395,50.5,40000,-4.25766761253409,-3653.642392566805,-19.658886015770683,-3630.56706145294,1.4502972580524216,-3698.7045809902743,-2.3025655114893726,-3746.9899074868945,2.7376311505588578,-3851.8816297791755,7.348426591831515,-3663.8546302230416,2.1066346830565768,-3729.1714633404144,-0.08025934734577238,-3986.805708035406,-7.66525991501395,-3826.5792929137015,-11.166776634172908,-3626.89253064943,3738.3600772085256,3624.70300929755,2.851335702869619e-05,0.4847242362118106,-1.5710349818740288,-8.192951741593369,-1.054415513968334,0.9999999997552711,15,4.09,29.878774523735046,0.13999999999999999,1.0610927,0.960852,0.99987316,0.34638324,5.7457197e-05,0.000175
24.97025,50.5,40000,-3.8606781678157036,-3725.011842946788,-18.607906901353086,-3700.174689308204,1.398480264358866,-3775.9069096654075,-2.684710139783184,-3831.640196283011,2.8682357696000356,-3906.530720000368,7.422519576109653,-3742.4213652801227,1.9508300452114278,-3807.5763317861984,0.20751162888170963,-4045.7002964033463,-8.002797339894116,-3902.3566941562026,-10.744565496847303,-3701.1220986218686,3810.8388063689986,3689.2865930063845,2.4787679581364742e-05,0.4925746287314366,-2.370392390798605,-9.675198538697677,-1.6525883861508686,0.9999999996135517,16,4.43,45.01365542411804,0.13599999999999998,1.0550349,0.96079916,0.9998707,0.34645846,4.2075877e-05,0.00016999999999999999
23.822025,49.0,40000,-3.6039422285826013,-3767.3824591793878,-17.647429427949426,-3741.20279221127,1.523148170091449,-3820.4391128074235,-2.8525532750230322,-3883.9004825531792,2.8213010237584037,-4000.547238546512,7.322081202919276,-3768.035499608203,1.7716767012928951,-3838.187311004386,0.35119735149578896,-4150.906265271239,-8.499302044393906,-3962.625116953819,-10.450872799385175,-3741.0730768733333,3864.503465968298,3747.6094526849365,2.318656302603155e-05,0.5050752537626881,-2.9217799792518315,-9.550519233271757,-2.1438863001040627,0.9999999995087273,17,4.77,55.49253749847412,0.13199999999999998,1.0126687,0.98758274,0.999961,0.34652045,4.459166e-06,0.00016499999999999997
21.2093,49.0,40000,-3.3204352845162233,-3842.2801476581117,-16.80751427648609,-3819.064702225252,1.580568098472618,-3893.011912896173,-3.1190988507848245,-3958.9212196114404,2.7991476423118264,-4066.2781717994526,7.378434911877436,-3866.5982082872783,1.5153515430874076,-3935.5409344304453,0.31126532276120855,-4196.105044943312,-8.779791676985297,-4029.142132417093,-10.177059277350766,-3802.1816045145442,3938.0504946935494,3808.7764520791397,1.853590536622876e-05,0.4991999599979999,-2.8716172775646798,-9.00349530068066,-2.151652683521976,0.9999999995043566,18,5.1,54.54608201980591,0.128,1.0201272,0.97921306,0.9999477,0.34649524,1.319185e-05,0.00016
24.383725,49.5,40000,-3.1504401246159084,-3861.0360682615783,-16.018762323687767,-3839.9299911425956,1.6489387741671466,-3922.9358152971017,-3.371335112709343,-3982.336822023363,2.75211345412368,-4091.4778073560315,7.244155329771383,-3870.803395549194,0.9989463468302286,-3938.786978425337,0.3190151895172343,-4234.61998006771,-8.716010477172029,-4037.9243336912796,-9.888413764895292,-3827.5904296034564,3957.9259828708978,3855.2175310562197,2.334076425021041e-05,0.5070003500175009,-2.5368680654331808,-8.877032731146802,-1.8224642988566835,0.9999999995862129,19,5.45,48.19549345970154,0.124,1.0135223,0.98633534,0.9999379,0.34649485,1.3037532e-05,0.000155
24.9349,50.0,40000,-3.003966138523257,-3888.4815214400223,-15.429369211644948,-3863.7922201381684,1.7045391999018433,-3946.002711341612,-3.3984873084046443,-4019.1507894751894,2.520866922482938,-4128.718608276242,7.239982303832685,-3908.5184086483523,0.7480534275199846,-3989.582769870136,0.5983312298529668,-4277.148358915101,-8.86232413941155,-4100.210881346058,-9.628814999200062,-3857.95174566922,3995.2046826406513,3898.061928934917,2.423594349610012e-05,0.49764988249412473,-2.433537615437669,-9.222862033939775,-1.7315506182201783,0.9999999996072507,20,5.79,46.23924469947815,0.12,1.0353215,0.97236204,0.9999459,0.34649217,1.2380963e-05,0.00015
24.224425,49.5,40000,-2.9098717780480694,-3935.145934890063,-14.886751347072742,-3910.4216499864715,1.7314416941512776,-3993.9868309067574,-3.574429159605195,-4053.0887394787774,2.4954430654009108,-4157.707629412556,7.368682687103212,-3954.851481088247,0.4508664960739744,-4024.1312586743907,0.7950923091516676,-4297.22995510469,-8.794284510512165,-4121.333628642492,-9.2204917016372,-3919.994280161825,4034.1347086101277,3938.9909935197866,2.1366459821047905e-05,0.5053752687634382,-2.670186910724908,-8.851219515176332,-1.9221730435589386,0.9999999995659844,21,6.13,50.741578102111816,0.11600000000000002,1.0264069,0.9707266,0.9999375,0.34650126,9.7733155e-06,0.00014500000000000003
26.0396,49.5,40000,-2.742988733189665,-3955.3964264381148,-14.329901060404305,-3927.6740419274183,1.718421340618159,-4010.6317644602564,-3.74597006972452,-4086.705059177577,2.5301581403525253,-4209.053355473738,7.272806407010386,-3978.9723623001114,0.05183301357431959,-4048.387898264047,1.0780921524395812,-4354.49096637215,-8.742262369423395,-4153.381378439432,-9.020501402495137,-3931.239664530477,4063.000260480208,3975.0612281901913,1.5551442099304808e-05,0.49959997999899997,-2.7404477332825836,-8.872787720832235,-1.965060441230746,0.9999999995634604,22,6.48,52.06934332847595,0.11200000000000002,1.0225796,0.97378343,0.99992424,0.34648427,8.5549655e-06,0.00014000000000000001
27.3004,50.0,40000,-2.5389799780209565,-3990.6151062496083,-13.894255656408383,-3958.4425225437053,1.630112243471244,-4044.77905336591,-3.836024164704077,-4119.7054148330535,2.43575218381909,-4234.807188510733,7.228669913338897,-4011.7047425939913,-0.1948634158680849,-4080.183104167898,1.2836465052408441,-4367.881243058443,-8.74246951397324,-4174.88533247292,-8.86735638890546,-3959.9177320120275,4091.742567153627,4008.329444512413,2.6170065430835204e-05,0.5012000600030001,-2.031708596612941,-9.471645431310435,-1.3838306027797616,0.9999999996900826,23,6.83,38.579060316085815,0.10800000000000001,1.0082915,0.99409604,0.99997795,0.34641027,5.7199475e-07,0.000135
22.9534,49.0,40000,-2.2966652863001435,-4035.3754306927426,-13.391537602349619,-4023.497026336223,1.6277162125905362,-4088.7667054708327,-3.8184414627050143,-4155.90484077762,2.2294842212089563,-4255.319355428064,7.149531175779911,-4056.6393818323672,-0.46190384896454867,-4126.593113367365,1.4836575129467364,-4403.767333475391,-8.9711781124516,-4227.645193750715,-8.760009562270131,-4003.649383992652,4135.194841837146,4043.3177568459614,1.493343105626486e-05,0.5054752737636882,-2.57820766076704,-9.27549885613484,-1.9197940877883346,0.9999999995749964,24,7.17,48.99197292327881,0.10400000000000001,1.0345141,0.9625327,0.99992704,0.3464689,5.843706e-06,0.00013000000000000002
23.8743,50.0,40000,-2.1211291569919104,-4051.8252422774826,-12.939090292952987,-4037.218975177425,1.5539275858915098,-4104.0789619817015,-3.7213980257377357,-4178.905443320543,1.9487551891921684,-4293.34043075544,7.048460566483619,-4062.5283701110293,-0.5773104004642794,-4130.903770121946,1.6826597133036505,-4436.739488066945,-9.317309092437634,-4236.217844659545,-8.63757123274929,-4030.070739021009,4153.6749260346605,4072.2569862078553,1.842126548606758e-05,0.5017500875043752,-2.6584228568649895,-10.942567393185477,-1.9444985662690764,0.9999999995656971,25,7.49,50.52026438713074,0.1,1.0166205,0.9879818,0.99995595,0.34640613,3.4571033e-06,0.000125
27.258825,49.5,40000,-2.180276399420969,-4073.5926437356834,-12.518137421284417,-4050.755873058554,1.7124651839915308,-4126.916895535698,-3.7095881572007,-4198.175443793133,1.6786748373694993,-4299.6841373892985,7.100326302016929,-4093.4871075997576,-0.866907628315736,-4159.622321005699,1.861772430924366,-4450.5569206844,-9.595965414584349,-4264.6973948344685,-8.26684968866081,-4053.8850333113896,4174.6589284992915,4098.461550694081,1.6947214030455365e-05,0.5030501525076254,-2.2101158786037955,-8.971580325793015,-1.523723378873896,0.9999999996616834,26,7.8,41.97472786903381,0.096,1.0231215,0.9708974,0.9999307,0.3463956,1.45051845e-05,0.00012
25.2389,49.5,40000,-1.9615363641264372,-4117.315746636311,-12.149338127415684,-4089.6843318714814,1.5604873957227463,-4163.44245125014,-3.6668961312906934,-4231.854396892149,1.4097009742811648,-4339.5217623577055,7.055298243274958,-4116.224193387428,-0.9508596725402704,-4187.328318328957,2.080993171458516,-4482.8491752898435,-9.810196035332112,-4292.351622946442,-8.027326333689546,-4075.3882600420206,4207.150058612283,4125.784646922833,1.3810568878219229e-05,0.4953247662383119,-2.4489196733657788,-9.183146699166912,-1.7144000463249514,0.9999999996125001,27,8.09,46.52622175216675,0.092,1.0123894,0.99081826,0.9999569,0.346336,5.7625575e-06,0.00011499999999999999
27.5359,49.5,40000,-1.7694414680594557,-4123.823380233057,-11.798943256823053,-4103.653442613543,1.4014098860032345,-4172.727709241232,-3.76364539469924,-4245.045327299947,1.352717992089042,-4352.973339093252,7.034978685174404,-4122.422347554782,-1.0506861505784293,-4191.155246019547,2.1856698025953865,-4500.132143972415,-9.752573817413658,-4291.184482984091,-7.794083482426646,-4086.0494055130753,4216.521222732081,4147.688475476324,1.608128036353943e-05,0.4984499224961248,-2.392290373420396,-7.678405702039363,-1.6673382396224519,0.9999999996326343,28,8.37,45.44965386390686,0.088,1.01343,0.98972523,0.99996287,0.3464414,2.677388e-06,0.00010999999999999999
28.336125,48.5,40000,-1.7479692859995306,-4136.353111551858,-11.532487257906942,-4114.600520399324,1.5083540722195705,-4186.715467792946,-3.792566737928217,-4261.929329883843,1.3260431497235012,-4364.445546667986,7.021554310061267,-4151.505143499006,-1.205501816744988,-4215.548655590979,2.2723598021546283,-4503.383475097763,-9.770451760809921,-4307.590939510121,-7.571087077239289,-4105.689356095205,4232.4269793486565,4167.928115279201,2.005571849857427e-05,0.5046252312615631,-1.8548676776681101,-9.009507306356324,-1.2412134186204813,0.9999999997243849,29,8.66,35.24195969104767,0.08400000000000002,1.0128202,0.98770535,0.99992317,0.34642515,1.2275698e-05,0.00010500000000000002
32.00355,49.0,40000,-1.6708957555687474,-4149.352497004138,-11.28175114800476,-4123.996021891242,1.5329438319949305,-4196.554754003641,-3.7955738633264615,-4273.192805946357,1.2337036216980806,-4385.343932274794,6.97875975039929,-4152.005062685259,-1.3319732111630802,-4219.042266173469,2.2408270521822713,-4530.426531360784,-9.729543482969648,-4324.076636256099,-7.376716211557644,-4107.106728890405,4243.789701706987,4185.575872465071,1.5588146430775675e-05,0.5002500125006251,-2.0262619436363853,-7.490992329339687,-1.3011022256945952,0.9999999997129244,30,8.95,38.50776648521423,0.08000000000000002,1.0179676,0.9784908,0.99993825,0.34639594,8.579815e-06,0.0001
18.559475,49.5,40000,-1.468318065352682,-4202.930808969258,-11.14521611950324,-4177.849415981765,1.5166181856493604,-4253.3982288503785,-3.918748642641353,-4319.361379172234,1.234720515967002,-4422.969805495242,7.0365058580412,-4218.560033205297,-1.29991405855073,-4288.935438198468,2.303757759761787,-4560.164116397233,-9.78373609698765,-4383.127863966261,-7.189973459924765,-4170.491214606154,4297.507400071874,4211.145391194035,1.1211804579920863e-05,0.49554977748887447,-3.198944914125895,-12.93120667014181,-2.500326072703353,0.9999999994358956,31,9.24,60.78221583366394,0.07600000000000001,1.0028496,0.99787873,0.999989,0.34638265,2.3662862e-07,9.5e-05
28.773925,50.0,40000,-1.3787287890787288,-4197.1121666659155,-10.930970793189323,-4170.5015060559135,1.4488250323654293,-4240.567846366585,-3.978411119647447,-4312.092459696635,1.2282437424214905,-4414.187417059148,6.908299580578796,-4207.565985383674,-1.4358723444006318,-4273.659199723069,2.2691677223534215,-4548.935820437109,-9.658606965447163,-4371.348601405642,-7.056707032103738,-4159.352652163048,4287.273889399059,4227.960411545344,1.6681390072806268e-05,0.49159957997899895,-2.155443886733728,-8.49245899469046,-1.4633893963249331,0.9999999996788905,32,9.53,40.931360721588135,0.072,1.0207016,0.9874176,0.9999588,0.3462728,2.9198084e-06,8.999999999999999e-05
23.1674,49.5,40000,-1.2215585265631255,-4230.392190526071,-10.75546511830878,-4205.1457571993715,1.365997420871022,-4279.161331986054,-4.010850707602858,-4346.567805048252,1.2565457474952246,-4448.407444533809,6.897402116301628,-4243.7450206569765,-1.4477679146147404,-4310.593952160615,2.202926912043094,-4579.108820234007,-9.675857371273208,-4409.852122846329,-6.806424561336457,-4201.981551677676,4323.276094486618,4248.317137884042,1.0700688062568133e-05,0.4946247312365618,-2.2638151848600883,-9.410718371484903,-1.6370914970194343,0.9999999996341942,33,9.82,43.01451635360718,0.06799999999999999,1.0051891,0.99569726,0.99998885,0.34638485,3.2940872e-07,8.499999999999999e-05
24.229025,50.0,40000,-1.1203921283164369,-4242.785616199629,-10.52366041964533,-4218.121196986349,1.361169177720194,-4290.192524268251,-4.098380748510196,-4366.082797786151,1.3009909764480692,-4466.362571935838,6.86257071928219,-4259.82500224364,-1.6273028054161585,-4328.067164975598,2.1271084770888904,-4599.154439223817,-9.502978852123261,-4421.710869277974,-6.62359042626499,-4215.842646407965,4338.630036327548,4267.232979952871,1.2114512795127807e-05,0.5027751387569378,-2.327390234806645,-10.116292272209147,-1.6615069392689175,0.999999999629062,34,10.11,44.21764945983887,0.06399999999999999,1.0167639,0.9789313,0.9998692,0.34637922,2.2118793e-05,7.999999999999999e-05
25.26445,49.5,40000,-1.0231400433652025,-4249.835968676336,-10.36050553168947,-4234.686564801319,1.3162620356657557,-4294.693157374322,-4.106375749312411,-4367.045104817336,1.322071421506307,-4467.475902232786,6.8207250673842115,-4266.581417446654,-1.6767778760642769,-4338.671871222766,2.117182805596004,-4604.800141780086,-9.45714085806779,-4423.711589592883,-6.451758478475079,-4225.0717003621585,4345.107396109983,4283.081826390766,1.2454939217718362e-05,0.49397469873493677,-2.356364034376059,-8.400158970737548,-1.6914064159098947,0.9999999996298823,35,10.41,44.76969766616821,0.06000000000000001,1.0128441,0.98729926,0.9998926,0.34626928,1.7779576e-05,7.500000000000001e-05
23.237025,50.0,40000,-0.9045409822918702,-4267.029480833158,-10.163356887560255,-4240.956338374755,1.238308858742723,-4311.502723263851,-4.216523155968971,-4383.531097493169,1.448567663658786,-4485.272960555227,6.800345126627448,-4277.657367793851,-1.7860644681778906,-4348.596963232222,2.0596533671120274,-4622.855637066296,-9.306671750110763,-4439.046101349475,-6.236321476100778,-4237.10418466566,4359.248625092359,4298.341908599972,1.2324797835186918e-05,0.4864743237161858,-2.7784421256065235,-12.156174740193174,-2.061174684001404,0.9999999995439789,36,10.7,52.8228018283844,0.05600000000000001,1.0050731,0.9928116,0.99997824,0.34629408,3.2801842e-07,7.000000000000001e-05
25.625125,50.5,40000,-0.8492735845902748,-4276.763542918235,-10.004938146157002,-4254.597764175487,1.2441998235763538,-4328.108515650734,-4.262150148546891,-4399.72533329073,1.4914727917015578,-4498.42522022054,6.721489970715215,-4286.652730776806,-1.9403530334297983,-4360.429101843257,2.002474887019509,-4627.420780433861,-9.264998023712097,-4447.713102445476,-6.098928305818531,-4243.121551597075,4370.199663958296,4312.465273274522,9.449528841689172e-06,0.4912495624781239,-2.4059811868324337,-10.066747664911054,-1.7042417132574932,0.9999999996231921,37,11.0,45.71672201156616,0.052000000000000005,1.0101023,0.9897219,0.99992126,0.34612918,1.3785116e-05,6.500000000000001e-05
25.52695,49.5,40000,-0.7747208494694313,-4290.431073768986,-9.848214157512308,-4273.597709283501,1.213624143210117,-4329.980778268603,-4.307818636465073,-4404.381572694213,1.5655221063458284,-4510.384464126249,6.691907498988187,-4305.609912130909,-2.058523553091156,-4370.071014492445,1.9838515965621244,-4645.849527131284,-9.153632119224016,-4457.577068006268,-5.968731362401328,-4265.238165989585,4383.246455055899,4326.001388935523,9.364909503569482e-06,0.48002400120006,-2.3593693773572144,-8.186703592147632,-1.6385126463544208,0.9999999996305213,38,11.29,44.810118436813354,0.048,1.0076895,0.9925943,0.9999402,0.3462624,6.656288e-06,6e-05
27.565425,49.5,40000,-0.708486464435544,-4296.128213060831,-9.673167604225767,-4277.370147419182,1.1812774870219198,-4344.812730542232,-4.313320861809884,-4419.541241798265,1.5685321900805347,-4520.919578109218,6.640863681602659,-4311.957075033972,-2.1405121598270775,-4377.207457067352,1.9099376126464014,-4652.380922566319,-9.073444896758689,-4471.272288482013,-5.816103235035156,-4268.354547279372,4391.951977710802,4338.169533775328,1.1339208330874024e-05,0.48527426371318566,-1.8751001017859885,-9.261023915790778,-1.2845160702164673,0.9999999997181374,39,11.59,35.64007258415222,0.044,1.0052737,0.9950014,0.9999789,0.34621462,1.7785894e-06,5.4999999999999995e-05
22.86035,50.0,40000,-0.5891943557155611,-4308.965475659751,-9.52635721511668,-4287.281145797301,1.1482670991532797,-4360.428264117795,-4.355477387723068,-4434.5840944585025,1.511234630609851,-4538.881659081733,6.599392166939504,-4331.849885351581,-2.137924673908594,-4400.2279762763765,1.879616274613211,-4671.363693108029,-9.047615137218573,-4494.965620496043,-5.727163397079639,-4283.619895905236,4409.192248825691,4350.806328111417,9.172753351411692e-06,0.48574928746437324,-3.0455728153747836,-9.577587523166876,-2.309242189937422,0.9999999994942834,40,11.89,57.86044239997864,0.039999999999999994,1.0062602,0.995063,0.9999867,0.34633312,2.0514071e-06,4.999999999999999e-05
