_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
,,,,,,,,,,,,,,,,,,,,,,,
23.39225,52,40000,1.16E-05,-17.1267819,-34.6866106,-20.06591055,-25.22196766,-26.18132536,0.475012506,0.024966321,-8.10103457,7.499381905,0.999999998,45,14.58,-0.475627814,0.02,1.0113024,0.9790065,1.0000067,0.34453732,3.13E-06,2.50E-05
,,,,,,,,,,,,,,,,,,,,,,,
20.9934,51,40000,9.74E-06,-17.19897865,-34.08358436,-19.53564764,-23.78313145,-25.94738019,0.482241121,0.051263318,-8.055221508,17.7531608,0.999999998,46,14.91,-0.953563677,0.016,1.0027272,0.9954918,1.0000057,0.34541097,2.32E-07,2.00E-05
,,,,,,,,,,,,,,,,,,,,,,,
22.197175,51,40000,1.06E-05,-17.34237409,-33.90195127,-19.28813065,-23.81791867,-25.24256325,0.481265633,0.015497238,-8.290726756,6.018328223,0.999999998,47,15.25,-0.303905651,0.012,1.0091984,0.995707,0.99999714,0.34564555,2.83E-07,1.50E-05
,,,,,,,,,,,,,,,,,,,,,,,
22.4393,51.5,40000,8.26E-06,-16.86062867,-32.94514406,-18.55199887,-23.77791733,-24.88760353,0.490270135,0.00851783,-8.889692429,6.237117597,0.999999998,48,15.6,-0.163000155,0.01,1.0015234,0.9989283,1.0000024,0.345604,3.93E-08,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,
25.40345,50.5,40000,2.98E-05,-16.39715271,-32.04229255,-18.17213652,-24.16181108,-24.51112722,0.469384692,0.025063183,-6.730117769,11.47798445,0.999999998,49,16.01,-0.42929438,0.01,1.0034995,0.98843306,0.9999997,0.34192774,5.52E-07,1.25E-05
,,,,,,,,,,,,,,,,,,,,,,,
27.024675,51,40000,1.56E-05,-16.52479635,-31.73197551,-18.1191732,-24.17609714,-24.45480124,0.480315158,-0.010252119,-6.969418843,6.131873025,0.999999998,50,16.41,0.207048638,0.01,1.0017028,0.9976723,1.000004,0.34460077,6.71E-08,1.25E-05
